subject,year,topic_id,topic_label,doc_count,total_docs_year,proportion
physics,2000,85,Lattice Boltzmann Methods,1,458,0.002183
physics,2000,86,Cosmic Thermodynamics,3,458,0.00655
physics,2000,87,High-Energy Trigger Processing,1,458,0.002183
physics,2000,88,Non-Markovian Stochastic Dynamics,0,458,0.0
physics,2000,89,Photothermal Imaging Techniques,0,458,0.0
physics,2000,90,Research Productivity Metrics,1,458,0.002183
physics,2000,91,Excited Electron Dynamics,2,458,0.004367
physics,2000,92,Network Immunization Dynamics,0,458,0.0
physics,2000,93,Noise-Induced Phase Transitions,1,458,0.002183
physics,2000,94,Lossless Compression Efficiency,0,458,0.0
physics,2000,95,Stochastic Geometry Dynamics,2,458,0.004367
physics,2000,96,Citation-Based Research Metrics,0,458,0.0
physics,2000,97,Nonlinear Beam Interactions,2,458,0.004367
physics,2000,98,Polycyclic Aromatic Dimer Configurations,2,458,0.004367
physics,2000,99,Metallic Slit Resonance,1,458,0.002183
physics,2000,100,Hyperbolic Dispersion Media,0,458,0.0
physics,2000,101,Laser-Plasma Acceleration,5,458,0.010917
physics,2000,102,Cooperative Dynamics Networks,0,458,0.0
physics,2000,103,Rotating Surface Solitons,1,458,0.002183
physics,2000,104,Splash Dynamics,0,458,0.0
physics,2000,105,Network Growth Dynamics,0,458,0.0
physics,2000,106,Urban Spatial Scaling,0,458,0.0
physics,2000,107,Surfactant-Wetting Dynamics,1,458,0.002183
physics,2000,108,Gaussian Basis Optimization,5,458,0.010917
physics,2000,109,Semiconductor Metamaterials,0,458,0.0
physics,2000,110,Chemical Gradient Polarization,0,458,0.0
physics,2000,111,Climate Information Dynamics,1,458,0.002183
physics,2000,112,Neutrino Detection Emulsions,0,458,0.0
physics,2000,113,Kinetic Potential Embedding,1,458,0.002183
physics,2000,114,Obliquity Climate Dynamics,0,458,0.0
physics,2000,115,Complementary Media Cloaking,1,458,0.002183
physics,2000,116,Orthogonal Transformation Optics,0,458,0.0
physics,2000,117,Photomultiplier Gaseous Detectors,0,458,0.0
physics,2000,118,Exchange-Tunneling Dynamics,0,458,0.0
physics,2000,119,Laser-Plasma Anharmonic Resonance,5,458,0.010917
physics,2000,120,Pedagogical Engagement Barriers,0,458,0.0
physics,2000,121,Singularity Reinterpretation,3,458,0.00655
physics,2000,122,Parallel Biological Simulation Analysis,0,458,0.0
physics,2000,123,Nanostructured Material Optics,0,458,0.0
physics,2000,124,Photonic Quantum Gates,0,458,0.0
physics,2000,125,Non-Dual Field Theory,5,458,0.010917
physics,2000,126,Relativity Foundations,6,458,0.0131
physics,2000,127,Laser-Assisted Tunneling Dynamics,3,458,0.00655
physics,2000,128,Blog Network Dynamics,0,458,0.0
physics,2000,129,Biomass Oxidation Kinetics,0,458,0.0
physics,2000,130,Bessel Pulse Dynamics,4,458,0.008734
physics,2000,131,Stochastic Dynamics Simulation,2,458,0.004367
physics,2000,132,Self-Organized Cooperation,1,458,0.002183
physics,2000,133,Ensemble Learning Dynamics,0,458,0.0
physics,2000,134,Film Retraction Dynamics,1,458,0.002183
physics,2000,135,Noise-Based Logic Systems,3,458,0.00655
physics,2000,136,Optomechanical Tuning Lasers,0,458,0.0
physics,2000,137,Diffusiophoresis Patterns,0,458,0.0
physics,2000,138,Granular Bifurcation Dynamics,0,458,0.0
physics,2000,139,Buffer-Gas Cooling,1,458,0.002183
physics,2000,140,Soliton Boundary Control,1,458,0.002183
physics,2000,141,Coherent Raman Interference Spectroscopy,0,458,0.0
physics,2000,142,Opinion Consensus Dynamics,0,458,0.0
physics,2000,143,Ion Pairing Dynamics,1,458,0.002183
physics,2000,144,Cosmic Origins Science,1,458,0.002183
physics,2000,145,Edge-Mode Localization,0,458,0.0
physics,2000,146,Light Trapping Optimization,0,458,0.0
physics,2000,147,Single Molecule Diffraction,0,458,0.0
physics,2000,148,Microfluidic Emulsion Generation,0,458,0.0
physics,2000,149,Thermal Emission Enhancement,0,458,0.0
physics,2000,150,Metamaterial Resonance Bistability,0,458,0.0
physics,2000,151,Signal-Processing Quantum Model,10,458,0.021834
physics,2000,152,Semi-Metal Photoisomerization,1,458,0.002183
physics,2000,153,OAM Correlation Imaging,0,458,0.0
physics,2000,154,Meta-Physical Foundations,2,458,0.004367
physics,2000,155,Soliton Pair Dynamics,3,458,0.00655
physics,2000,156,Physics Education Models,0,458,0.0
physics,2000,157,Dark Beam Generation,0,458,0.0
physics,2000,158,Excited State Perturbation Theory,7,458,0.015284
physics,2000,159,Tidal Locking Effects,0,458,0.0
physics,2000,160,Thermal Metamaterials Design,0,458,0.0
physics,2000,161,Soft-Material Bubble Dynamics,0,458,0.0
physics,2000,162,TR-Symmetry Breaking Meta-Optics,0,458,0.0
physics,2000,163,Multimode Cavity QED,1,458,0.002183
physics,2000,164,Periodic Wave Collisions,0,458,0.0
physics,2000,165,Self-Fourier Beam Dynamics,1,458,0.002183
physics,2000,166,Gravitational Constant Fluctuations,1,458,0.002183
physics,2000,167,Flapping Propulsion Systems,0,458,0.0
physics,2000,168,Rydberg Resonance Dynamics,0,458,0.0
physics,2000,169,Quantum-Classical Boundary,3,458,0.00655
physics,2000,170,Antineutrino Source Design,1,458,0.002183
physics,2000,171,Quantum Contextuality Foundations,2,458,0.004367
physics,2000,172,Coincidence Network Dynamics,0,458,0.0
physics,2000,173,Protein Graph Decomposition,2,458,0.004367
physics,2000,174,Ice Vapor Growth Kinetics,0,458,0.0
physics,2000,175,Mesoporous Acoustic Resonators,0,458,0.0
physics,2000,176,Nano-Probe Optical Imaging,0,458,0.0
physics,2000,177,Fat-Tailed Differences,1,458,0.002183
physics,2000,178,Mobility Parking Optimization,0,458,0.0
physics,2000,179,Photon Duality Interpretation,2,458,0.004367
physics,2000,180,Obstacle-Induced Fiber Dynamics,1,458,0.002183
physics,2000,181,Crystal Ab Initio Design,0,458,0.0
physics,2000,182,Vessel Extraction Networks,0,458,0.0
physics,2000,183,Reciprocity Systems,0,458,0.0
physics,2000,184,Low-Resource Glioma Segmentation,0,458,0.0
physics,2000,185,Rydberg Excitation Dynamics,3,458,0.00655
physics,2000,186,AI in Chemistry Education,0,458,0.0
physics,2000,187,Hierarchical Chiral Nanophotonics,0,458,0.0
physics,2001,0,Quantum Field Effects,1,437,0.002288
physics,2001,1,Plasma Beam Interactions,6,437,0.01373
physics,2001,2,Uncertainty Propagation,2,437,0.004577
physics,2001,3,Quantum Corrections,20,437,0.045767
physics,2001,4,Newtonian Geometric Gravity,2,437,0.004577
physics,2001,5,DNA Conformational Dynamics,6,437,0.01373
physics,2001,6,Bell-Inequality Tests,2,437,0.004577
physics,2001,7,Optical Trapping Cooling,11,437,0.025172
physics,2001,8,Electrode Dynamics,0,437,0.0
physics,2001,9,Nonlinear Harmonic Generation,3,437,0.006865
physics,2001,10,Quantum Tunneling Dynamics,8,437,0.018307
physics,2001,11,Photon Path Dynamics,1,437,0.002288
physics,2001,12,Fermi Gas Stability,8,437,0.018307
physics,2001,13,Molecular Absorption Precision,7,437,0.016018
physics,2001,14,Lanczos Eigenvalue Methods,1,437,0.002288
physics,2001,15,Low-Reynolds Hysteresis,2,437,0.004577
physics,2001,16,RF Cavity Optimization,1,437,0.002288
physics,2001,17,Coherent Structure Modeling,0,437,0.0
physics,2001,18,Free Electron Laser Synchrotron,8,437,0.018307
physics,2001,19,Algebraic Products and Angular Momentum Separation,6,437,0.01373
physics,2001,20,Deforming Reference Frame Dynamics,4,437,0.009153
physics,2001,21,Oscillator Radiation Theory,0,437,0.0
physics,2001,22,Rotating Flow Dynamics,7,437,0.016018
physics,2001,23,Optical Logic Gates,1,437,0.002288
physics,2001,24,Nonlinear Mode Locking,2,437,0.004577
physics,2001,25,Proton Stopping Dynamics,2,437,0.004577
physics,2001,26,Magnetic Field Symmetry Breaking,1,437,0.002288
physics,2001,27,Fractal Permeability,0,437,0.0
physics,2001,28,Beam Polarization Advances,2,437,0.004577
physics,2001,29,Micromaser Dynamics,0,437,0.0
physics,2001,30,Nonlinear Breather Dynamics,1,437,0.002288
physics,2001,31,Criticality Dynamics,2,437,0.004577
physics,2001,32,Stochastic Tunneling Optimization,1,437,0.002288
physics,2001,33,Pixel Detector Calibration,7,437,0.016018
physics,2001,34,Parallel Lattice Computing,1,437,0.002288
physics,2001,35,Pulse-Level Beam Feedback,7,437,0.016018
physics,2001,36,Mass-Energy Relationships,4,437,0.009153
physics,2001,37,Thin-Film Hydrodynamics,0,437,0.0
physics,2001,38,Diffraction-Based Atomic Interference,2,437,0.004577
physics,2001,39,Anomalous Scaling Turbulence,6,437,0.01373
physics,2001,40,High-Order Turbulence Moments,9,437,0.020595
physics,2001,41,Soliton-Based Information Transport,1,437,0.002288
physics,2001,42,Methane Dissociation Dynamics,3,437,0.006865
physics,2001,43,Graphene Defect Dynamics,0,437,0.0
physics,2001,44,Thermal Fluorescence Dynamics,13,437,0.029748
physics,2001,45,Polymer Entropic Mechanics,3,437,0.006865
physics,2001,46,Gravitational-Wave Absorption Dynamics,7,437,0.016018
physics,2001,47,Radial Current Discharge Dynamics,9,437,0.020595
physics,2001,48,Bimetallic Cluster Magnetism,5,437,0.011442
physics,2001,49,Turbid Media Imaging,1,437,0.002288
physics,2001,50,Stellar Pulsation Instability,4,437,0.009153
physics,2001,51,HHG Control Mechanisms,5,437,0.011442
physics,2001,52,Polymer Translocation Dynamics,2,437,0.004577
physics,2001,53,Turbulent Flow Tracking,2,437,0.004577
physics,2001,54,Photon Statistics Cavities,2,437,0.004577
physics,2001,55,Multiphoton Coherent Control,3,437,0.006865
physics,2001,56,Accelerator Control Migration,32,437,0.073227
physics,2001,57,Nonlinear Noise Spectra,0,437,0.0
physics,2001,58,Three-Body Virtual States,3,437,0.006865
physics,2001,59,Ferromagnetic Gravitational Sensors,1,437,0.002288
physics,2001,60,Light-Matter Coupling Dynamics,4,437,0.009153
physics,2001,61,Borromean Stability,1,437,0.002288
physics,2001,62,Relativistic Common Sense,5,437,0.011442
physics,2001,63,Mirror Matter Phenomena,1,437,0.002288
physics,2001,64,Pedagogical Reasoning Frameworks,0,437,0.0
physics,2001,65,Gravitational Charged-Particle Dynamics,4,437,0.009153
physics,2001,66,Phase Error Correction,0,437,0.0
physics,2001,67,Tubular Polymer Conformation,4,437,0.009153
physics,2001,68,Near-Field Optical Transmission,0,437,0.0
physics,2001,69,Macroscopic Quantum Collapse,0,437,0.0
physics,2001,70,Photonic Molecule Design,2,437,0.004577
physics,2001,71,Coherent Image Reconstruction,0,437,0.0
physics,2001,72,Coherent Medium Amplification,0,437,0.0
physics,2001,73,Chaotic Flow Dynamics,1,437,0.002288
physics,2001,74,Nonlinear Flagellar Dynamics,3,437,0.006865
physics,2001,75,Taylor-Couette Axial Flow Dynamics,0,437,0.0
physics,2001,76,Chaotic Dynamo Reversals,13,437,0.029748
physics,2001,77,Nonlinear Scattering Dynamics,6,437,0.01373
physics,2001,78,Tokamak Flow Barriers,4,437,0.009153
physics,2001,79,Forbidden Transition Spectroscopy,4,437,0.009153
physics,2001,80,Bipartite Matching Dynamics,0,437,0.0
physics,2001,81,Axion Solar Search,1,437,0.002288
physics,2001,82,Solvation Dynamics,2,437,0.004577
physics,2001,83,Laser-Induced Photon Polarization,6,437,0.01373
physics,2001,84,Seismic Network Analysis,1,437,0.002288
physics,2001,85,Lattice Boltzmann Methods,2,437,0.004577
physics,2001,86,Cosmic Thermodynamics,2,437,0.004577
physics,2001,87,High-Energy Trigger Processing,0,437,0.0
physics,2001,88,Non-Markovian Stochastic Dynamics,0,437,0.0
physics,2001,89,Photothermal Imaging Techniques,3,437,0.006865
physics,2001,90,Research Productivity Metrics,0,437,0.0
physics,2001,91,Excited Electron Dynamics,4,437,0.009153
physics,2001,92,Network Immunization Dynamics,1,437,0.002288
physics,2001,93,Noise-Induced Phase Transitions,2,437,0.004577
physics,2001,94,Lossless Compression Efficiency,0,437,0.0
physics,2001,95,Stochastic Geometry Dynamics,0,437,0.0
physics,2001,96,Citation-Based Research Metrics,0,437,0.0
physics,2001,97,Nonlinear Beam Interactions,1,437,0.002288
physics,2001,98,Polycyclic Aromatic Dimer Configurations,1,437,0.002288
physics,2001,99,Metallic Slit Resonance,0,437,0.0
physics,2001,100,Hyperbolic Dispersion Media,4,437,0.009153
physics,2001,101,Laser-Plasma Acceleration,4,437,0.009153
physics,2001,102,Cooperative Dynamics Networks,0,437,0.0
physics,2001,103,Rotating Surface Solitons,0,437,0.0
physics,2001,104,Splash Dynamics,0,437,0.0
physics,2001,105,Network Growth Dynamics,1,437,0.002288
physics,2001,106,Urban Spatial Scaling,0,437,0.0
physics,2001,107,Surfactant-Wetting Dynamics,0,437,0.0
physics,2001,108,Gaussian Basis Optimization,1,437,0.002288
physics,2001,109,Semiconductor Metamaterials,0,437,0.0
physics,2001,110,Chemical Gradient Polarization,0,437,0.0
physics,2001,111,Climate Information Dynamics,0,437,0.0
physics,2001,112,Neutrino Detection Emulsions,0,437,0.0
physics,2001,113,Kinetic Potential Embedding,0,437,0.0
physics,2001,114,Obliquity Climate Dynamics,0,437,0.0
physics,2001,115,Complementary Media Cloaking,0,437,0.0
physics,2001,116,Orthogonal Transformation Optics,0,437,0.0
physics,2001,117,Photomultiplier Gaseous Detectors,5,437,0.011442
physics,2001,118,Exchange-Tunneling Dynamics,3,437,0.006865
physics,2001,119,Laser-Plasma Anharmonic Resonance,4,437,0.009153
physics,2001,120,Pedagogical Engagement Barriers,0,437,0.0
physics,2001,121,Singularity Reinterpretation,1,437,0.002288
physics,2001,122,Parallel Biological Simulation Analysis,0,437,0.0
physics,2001,123,Nanostructured Material Optics,0,437,0.0
physics,2001,124,Photonic Quantum Gates,1,437,0.002288
physics,2001,125,Non-Dual Field Theory,4,437,0.009153
physics,2001,126,Relativity Foundations,10,437,0.022883
physics,2001,127,Laser-Assisted Tunneling Dynamics,5,437,0.011442
physics,2001,128,Blog Network Dynamics,0,437,0.0
physics,2001,129,Biomass Oxidation Kinetics,0,437,0.0
physics,2001,130,Bessel Pulse Dynamics,2,437,0.004577
physics,2001,131,Stochastic Dynamics Simulation,1,437,0.002288
physics,2001,132,Self-Organized Cooperation,0,437,0.0
physics,2001,133,Ensemble Learning Dynamics,0,437,0.0
physics,2001,134,Film Retraction Dynamics,0,437,0.0
physics,2001,135,Noise-Based Logic Systems,1,437,0.002288
physics,2001,136,Optomechanical Tuning Lasers,1,437,0.002288
physics,2001,137,Diffusiophoresis Patterns,0,437,0.0
physics,2001,138,Granular Bifurcation Dynamics,0,437,0.0
physics,2001,139,Buffer-Gas Cooling,5,437,0.011442
physics,2001,140,Soliton Boundary Control,0,437,0.0
physics,2001,141,Coherent Raman Interference Spectroscopy,0,437,0.0
physics,2001,142,Opinion Consensus Dynamics,0,437,0.0
physics,2001,143,Ion Pairing Dynamics,0,437,0.0
physics,2001,144,Cosmic Origins Science,7,437,0.016018
physics,2001,145,Edge-Mode Localization,0,437,0.0
physics,2001,146,Light Trapping Optimization,0,437,0.0
physics,2001,147,Single Molecule Diffraction,0,437,0.0
physics,2001,148,Microfluidic Emulsion Generation,1,437,0.002288
physics,2001,149,Thermal Emission Enhancement,0,437,0.0
physics,2001,150,Metamaterial Resonance Bistability,0,437,0.0
physics,2001,151,Signal-Processing Quantum Model,6,437,0.01373
physics,2001,152,Semi-Metal Photoisomerization,0,437,0.0
physics,2001,153,OAM Correlation Imaging,0,437,0.0
physics,2001,154,Meta-Physical Foundations,5,437,0.011442
physics,2001,155,Soliton Pair Dynamics,3,437,0.006865
physics,2001,156,Physics Education Models,0,437,0.0
physics,2001,157,Dark Beam Generation,0,437,0.0
physics,2001,158,Excited State Perturbation Theory,5,437,0.011442
physics,2001,159,Tidal Locking Effects,0,437,0.0
physics,2001,160,Thermal Metamaterials Design,0,437,0.0
physics,2001,161,Soft-Material Bubble Dynamics,0,437,0.0
physics,2001,162,TR-Symmetry Breaking Meta-Optics,1,437,0.002288
physics,2001,163,Multimode Cavity QED,1,437,0.002288
physics,2001,164,Periodic Wave Collisions,1,437,0.002288
physics,2001,165,Self-Fourier Beam Dynamics,3,437,0.006865
physics,2001,166,Gravitational Constant Fluctuations,5,437,0.011442
physics,2001,167,Flapping Propulsion Systems,0,437,0.0
physics,2001,168,Rydberg Resonance Dynamics,1,437,0.002288
physics,2001,169,Quantum-Classical Boundary,1,437,0.002288
physics,2001,170,Antineutrino Source Design,4,437,0.009153
physics,2001,171,Quantum Contextuality Foundations,2,437,0.004577
physics,2001,172,Coincidence Network Dynamics,0,437,0.0
physics,2001,173,Protein Graph Decomposition,0,437,0.0
physics,2001,174,Ice Vapor Growth Kinetics,0,437,0.0
physics,2001,175,Mesoporous Acoustic Resonators,0,437,0.0
physics,2001,176,Nano-Probe Optical Imaging,0,437,0.0
physics,2001,177,Fat-Tailed Differences,6,437,0.01373
physics,2001,178,Mobility Parking Optimization,0,437,0.0
physics,2001,179,Photon Duality Interpretation,1,437,0.002288
physics,2001,180,Obstacle-Induced Fiber Dynamics,1,437,0.002288
physics,2001,181,Crystal Ab Initio Design,0,437,0.0
physics,2001,182,Vessel Extraction Networks,0,437,0.0
physics,2001,183,Reciprocity Systems,0,437,0.0
physics,2001,184,Low-Resource Glioma Segmentation,0,437,0.0
physics,2001,185,Rydberg Excitation Dynamics,2,437,0.004577
physics,2001,186,AI in Chemistry Education,0,437,0.0
physics,2001,187,Hierarchical Chiral Nanophotonics,0,437,0.0
physics,2002,0,Quantum Field Effects,5,469,0.010661
physics,2002,1,Plasma Beam Interactions,3,469,0.006397
physics,2002,2,Uncertainty Propagation,2,469,0.004264
physics,2002,3,Quantum Corrections,15,469,0.031983
physics,2002,4,Newtonian Geometric Gravity,5,469,0.010661
physics,2002,5,DNA Conformational Dynamics,5,469,0.010661
physics,2002,6,Bell-Inequality Tests,0,469,0.0
physics,2002,7,Optical Trapping Cooling,16,469,0.034115
physics,2002,8,Electrode Dynamics,1,469,0.002132
physics,2002,9,Nonlinear Harmonic Generation,4,469,0.008529
physics,2002,10,Quantum Tunneling Dynamics,13,469,0.027719
physics,2002,11,Photon Path Dynamics,0,469,0.0
physics,2002,12,Fermi Gas Stability,5,469,0.010661
physics,2002,13,Molecular Absorption Precision,11,469,0.023454
physics,2002,14,Lanczos Eigenvalue Methods,1,469,0.002132
physics,2002,15,Low-Reynolds Hysteresis,3,469,0.006397
physics,2002,16,RF Cavity Optimization,1,469,0.002132
physics,2002,17,Coherent Structure Modeling,0,469,0.0
physics,2002,18,Free Electron Laser Synchrotron,3,469,0.006397
physics,2002,19,Algebraic Products and Angular Momentum Separation,6,469,0.012793
physics,2002,20,Deforming Reference Frame Dynamics,3,469,0.006397
physics,2002,21,Oscillator Radiation Theory,4,469,0.008529
physics,2002,22,Rotating Flow Dynamics,12,469,0.025586
physics,2002,23,Optical Logic Gates,0,469,0.0
physics,2002,24,Nonlinear Mode Locking,1,469,0.002132
physics,2002,25,Proton Stopping Dynamics,2,469,0.004264
physics,2002,26,Magnetic Field Symmetry Breaking,4,469,0.008529
physics,2002,27,Fractal Permeability,0,469,0.0
physics,2002,28,Beam Polarization Advances,3,469,0.006397
physics,2002,29,Micromaser Dynamics,1,469,0.002132
physics,2002,30,Nonlinear Breather Dynamics,0,469,0.0
physics,2002,31,Criticality Dynamics,2,469,0.004264
physics,2002,32,Stochastic Tunneling Optimization,0,469,0.0
physics,2002,33,Pixel Detector Calibration,16,469,0.034115
physics,2002,34,Parallel Lattice Computing,0,469,0.0
physics,2002,35,Pulse-Level Beam Feedback,3,469,0.006397
physics,2002,36,Mass-Energy Relationships,3,469,0.006397
physics,2002,37,Thin-Film Hydrodynamics,1,469,0.002132
physics,2002,38,Diffraction-Based Atomic Interference,5,469,0.010661
physics,2002,39,Anomalous Scaling Turbulence,4,469,0.008529
physics,2002,40,High-Order Turbulence Moments,14,469,0.029851
physics,2002,41,Soliton-Based Information Transport,2,469,0.004264
physics,2002,42,Methane Dissociation Dynamics,0,469,0.0
physics,2002,43,Graphene Defect Dynamics,1,469,0.002132
physics,2002,44,Thermal Fluorescence Dynamics,4,469,0.008529
physics,2002,45,Polymer Entropic Mechanics,2,469,0.004264
physics,2002,46,Gravitational-Wave Absorption Dynamics,7,469,0.014925
physics,2002,47,Radial Current Discharge Dynamics,17,469,0.036247
physics,2002,48,Bimetallic Cluster Magnetism,5,469,0.010661
physics,2002,49,Turbid Media Imaging,0,469,0.0
physics,2002,50,Stellar Pulsation Instability,0,469,0.0
physics,2002,51,HHG Control Mechanisms,1,469,0.002132
physics,2002,52,Polymer Translocation Dynamics,3,469,0.006397
physics,2002,53,Turbulent Flow Tracking,1,469,0.002132
physics,2002,54,Photon Statistics Cavities,0,469,0.0
physics,2002,55,Multiphoton Coherent Control,1,469,0.002132
physics,2002,56,Accelerator Control Migration,7,469,0.014925
physics,2002,57,Nonlinear Noise Spectra,1,469,0.002132
physics,2002,58,Three-Body Virtual States,4,469,0.008529
physics,2002,59,Ferromagnetic Gravitational Sensors,5,469,0.010661
physics,2002,60,Light-Matter Coupling Dynamics,3,469,0.006397
physics,2002,61,Borromean Stability,7,469,0.014925
physics,2002,62,Relativistic Common Sense,4,469,0.008529
physics,2002,63,Mirror Matter Phenomena,2,469,0.004264
physics,2002,64,Pedagogical Reasoning Frameworks,8,469,0.017058
physics,2002,65,Gravitational Charged-Particle Dynamics,5,469,0.010661
physics,2002,66,Phase Error Correction,1,469,0.002132
physics,2002,67,Tubular Polymer Conformation,5,469,0.010661
physics,2002,68,Near-Field Optical Transmission,0,469,0.0
physics,2002,69,Macroscopic Quantum Collapse,0,469,0.0
physics,2002,70,Photonic Molecule Design,1,469,0.002132
physics,2002,71,Coherent Image Reconstruction,0,469,0.0
physics,2002,72,Coherent Medium Amplification,0,469,0.0
physics,2002,73,Chaotic Flow Dynamics,2,469,0.004264
physics,2002,74,Nonlinear Flagellar Dynamics,2,469,0.004264
physics,2002,75,Taylor-Couette Axial Flow Dynamics,3,469,0.006397
physics,2002,76,Chaotic Dynamo Reversals,8,469,0.017058
physics,2002,77,Nonlinear Scattering Dynamics,3,469,0.006397
physics,2002,78,Tokamak Flow Barriers,5,469,0.010661
physics,2002,79,Forbidden Transition Spectroscopy,8,469,0.017058
physics,2002,80,Bipartite Matching Dynamics,1,469,0.002132
physics,2002,81,Axion Solar Search,0,469,0.0
physics,2002,82,Solvation Dynamics,1,469,0.002132
physics,2002,83,Laser-Induced Photon Polarization,1,469,0.002132
physics,2002,84,Seismic Network Analysis,0,469,0.0
physics,2002,85,Lattice Boltzmann Methods,2,469,0.004264
physics,2002,86,Cosmic Thermodynamics,6,469,0.012793
