doc_idx,topic_id,topic_label,confidence,original_topic_id,subject,best_model,coherence,irbo
253,17,Anomalous Scaling Turbulence,0.6144344806671143,66,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
256,42,Laser-Plasma Acceleration,0.5285191535949707,233,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
258,70,Quantum-Classical Boundary,0.5765867233276367,437,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
266,2,Quantum Corrections,0.6033192276954651,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
271,0,Plasma Beam Interactions,0.5067264437675476,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
273,20,Polymer Entropic Mechanics,0.6909955143928528,78,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
283,0,Plasma Beam Interactions,0.5278416275978088,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
289,8,Lanczos Eigenvalue Methods,0.5334969162940979,21,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
294,16,Mass-Energy Relationships,0.540941059589386,55,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
302,0,Plasma Beam Interactions,0.5598062872886658,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
316,2,Quantum Corrections,0.634755551815033,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
344,20,Polymer Entropic Mechanics,0.5192117691040039,78,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
354,20,Polymer Entropic Mechanics,0.5242602229118347,78,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
356,2,Quantum Corrections,0.5265526175498962,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
366,34,Seismic Network Analysis,0.5968108177185059,193,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
383,22,Bimetallic Cluster Magnetism,0.5742648243904114,84,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
387,4,Optical Trapping Cooling,0.5399037599563599,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
390,16,Mass-Energy Relationships,0.5216925144195557,55,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
398,7,Molecular Absorption Precision,0.5688516497612,20,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
411,0,Plasma Beam Interactions,0.6962829232215881,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
413,0,Plasma Beam Interactions,0.510271430015564,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
416,3,DNA Conformational Dynamics,0.5921404361724854,8,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
417,15,Pulse-Level Beam Feedback,0.5237507820129395,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
428,22,Bimetallic Cluster Magnetism,0.5879970192909241,84,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
432,8,Lanczos Eigenvalue Methods,0.6301655769348145,21,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
437,15,Pulse-Level Beam Feedback,0.5205647945404053,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
442,2,Quantum Corrections,0.5434918999671936,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
459,0,Plasma Beam Interactions,0.5461580157279968,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
472,16,Mass-Energy Relationships,0.6250095367431641,55,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
476,70,Quantum-Classical Boundary,0.5502405762672424,437,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
488,31,Tokamak Flow Barriers,0.515164315700531,180,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
517,0,Plasma Beam Interactions,0.5140213370323181,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
519,15,Pulse-Level Beam Feedback,0.5398327708244324,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
524,70,Quantum-Classical Boundary,0.5732288360595703,437,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
527,7,Molecular Absorption Precision,0.5371021032333374,20,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
530,14,Pixel Detector Calibration,0.5083308815956116,50,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
534,4,Optical Trapping Cooling,0.5600853562355042,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
543,29,Nonlinear Flagellar Dynamics,0.6363852620124817,170,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
549,6,Fermi Gas Stability,0.6206926107406616,18,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
551,32,Forbidden Transition Spectroscopy,0.5129513740539551,182,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
561,0,Plasma Beam Interactions,0.5497933030128479,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
564,70,Quantum-Classical Boundary,0.6177868843078613,437,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
569,13,Micromaser Dynamics,0.5657263994216919,46,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
576,20,Polymer Entropic Mechanics,0.6102086305618286,78,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
581,2,Quantum Corrections,0.6272128224372864,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
582,26,Relativistic Common Sense,0.5248852372169495,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
587,49,Singularity Reinterpretation,0.5417652130126953,290,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
597,0,Plasma Beam Interactions,0.5644005537033081,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
602,69,Rydberg Resonance Dynamics,0.5888475179672241,434,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
607,4,Optical Trapping Cooling,0.6176716089248657,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
609,62,Soliton Pair Dynamics,0.5896129608154297,391,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
612,15,Pulse-Level Beam Feedback,0.5202288031578064,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
633,2,Quantum Corrections,0.5114812254905701,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
636,4,Optical Trapping Cooling,0.6130965948104858,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
650,42,Laser-Plasma Acceleration,0.5514011383056641,233,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
652,14,Pixel Detector Calibration,0.5903476476669312,50,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
678,1,Uncertainty Propagation,0.5586143732070923,5,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
687,10,Deforming Reference Frame Dynamics,0.636969804763794,32,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
688,15,Pulse-Level Beam Feedback,0.5224759578704834,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
690,15,Pulse-Level Beam Feedback,0.5255919098854065,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
692,15,Pulse-Level Beam Feedback,0.5236260890960693,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
705,6,Fermi Gas Stability,0.5520715117454529,18,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
707,45,Photoelectron Imaging Dynamics,0.5233274698257446,259,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
714,51,Laser-Assisted Tunneling Dynamics,0.5563781261444092,313,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
716,2,Quantum Corrections,0.5320320129394531,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
719,16,Mass-Energy Relationships,0.5110538005828857,55,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
742,51,Laser-Assisted Tunneling Dynamics,0.5136762857437134,313,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
746,39,Stochastic Geometry Dynamics,0.5639722943305969,212,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
759,15,Pulse-Level Beam Feedback,0.5536696314811707,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
760,42,Laser-Plasma Acceleration,0.5216390490531921,233,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
762,25,Three-Body Virtual States,0.5741180181503296,121,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
767,67,Self-Fourier Beam Dynamics,0.6237712502479553,423,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
775,42,Laser-Plasma Acceleration,0.619319498538971,233,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
784,15,Pulse-Level Beam Feedback,0.5409109592437744,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
801,26,Relativistic Common Sense,0.6092193722724915,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
810,21,Radial Current Discharge Dynamics,0.5214347243309021,80,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
814,11,Rotating Flow Dynamics,0.5185906887054443,36,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
834,26,Relativistic Common Sense,0.5364123582839966,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
842,30,Chaotic Dynamo Reversals,0.5281499028205872,177,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
847,4,Optical Trapping Cooling,0.5168988108634949,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
848,32,Forbidden Transition Spectroscopy,0.5409440994262695,182,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
851,62,Soliton Pair Dynamics,0.5341084003448486,391,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
859,3,DNA Conformational Dynamics,0.6858417987823486,8,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
870,15,Pulse-Level Beam Feedback,0.5028932094573975,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
871,20,Polymer Entropic Mechanics,0.5412658452987671,78,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
883,0,Plasma Beam Interactions,0.5399197340011597,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
894,18,High-Order Turbulence Moments,0.5941721200942993,68,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
920,59,Ion Pairing Dynamics,0.5522856712341309,361,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
926,64,Excited State Perturbation Theory,0.5068718194961548,406,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
931,3,DNA Conformational Dynamics,0.523207426071167,8,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
939,26,Relativistic Common Sense,0.6433899402618408,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
942,16,Mass-Energy Relationships,0.5457910299301147,55,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
943,15,Pulse-Level Beam Feedback,0.5118282437324524,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
960,61,Existence Interpretation,0.5037549734115601,390,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
966,62,Soliton Pair Dynamics,0.5739524364471436,391,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
976,30,Chaotic Dynamo Reversals,0.5001140832901001,177,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
989,42,Laser-Plasma Acceleration,0.5743932723999023,233,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
990,18,High-Order Turbulence Moments,0.5125219225883484,68,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
997,15,Pulse-Level Beam Feedback,0.5371519923210144,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1000,11,Rotating Flow Dynamics,0.5075098276138306,36,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1004,2,Quantum Corrections,0.5299372673034668,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1006,57,Buffer-Gas Cooling,0.5768603682518005,355,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1024,62,Soliton Pair Dynamics,0.5299772024154663,391,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1026,22,Bimetallic Cluster Magnetism,0.6122105121612549,84,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1033,17,Anomalous Scaling Turbulence,0.571239709854126,66,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1036,51,Laser-Assisted Tunneling Dynamics,0.5020307898521423,313,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1071,61,Existence Interpretation,0.6184877157211304,390,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1080,13,Micromaser Dynamics,0.5280762314796448,46,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1090,4,Optical Trapping Cooling,0.6834558248519897,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1122,57,Buffer-Gas Cooling,0.6367444396018982,355,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1125,51,Laser-Assisted Tunneling Dynamics,0.6517634391784668,313,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1143,2,Quantum Corrections,0.5114901661872864,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1162,12,Optical Logic Gates,0.567071259021759,37,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1163,67,Self-Fourier Beam Dynamics,0.5434808135032654,423,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1164,7,Molecular Absorption Precision,0.5298054814338684,20,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1166,64,Excited State Perturbation Theory,0.5176582336425781,406,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1174,20,Polymer Entropic Mechanics,0.8387571573257446,78,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1177,16,Mass-Energy Relationships,0.503649115562439,55,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1179,32,Forbidden Transition Spectroscopy,0.5319045782089233,182,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1195,17,Anomalous Scaling Turbulence,0.5234701633453369,66,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1210,21,Radial Current Discharge Dynamics,0.6878470182418823,80,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1217,7,Molecular Absorption Precision,0.510374903678894,20,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1224,26,Relativistic Common Sense,0.5671417117118835,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1230,49,Singularity Reinterpretation,0.501862108707428,290,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1248,51,Laser-Assisted Tunneling Dynamics,0.5027430057525635,313,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1253,17,Anomalous Scaling Turbulence,0.5914673805236816,66,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1272,3,DNA Conformational Dynamics,0.633428692817688,8,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1292,67,Self-Fourier Beam Dynamics,0.5257202982902527,423,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1296,14,Pixel Detector Calibration,0.6152000427246094,50,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1299,8,Lanczos Eigenvalue Methods,0.5066683292388916,21,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1307,49,Singularity Reinterpretation,0.5754329562187195,290,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1321,26,Relativistic Common Sense,0.5090333223342896,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1350,57,Buffer-Gas Cooling,0.5692978501319885,355,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1360,42,Laser-Plasma Acceleration,0.5045664310455322,233,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1366,30,Chaotic Dynamo Reversals,0.6166540384292603,177,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1380,70,Quantum-Classical Boundary,0.623482346534729,437,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1381,70,Quantum-Classical Boundary,0.5391924381256104,437,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1391,17,Anomalous Scaling Turbulence,0.5425329208374023,66,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1405,66,Multimode Cavity QED,0.5120300054550171,418,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1417,7,Molecular Absorption Precision,0.5044218301773071,20,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1434,0,Plasma Beam Interactions,0.5043653249740601,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1437,64,Excited State Perturbation Theory,0.5422755479812622,406,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1438,35,Lattice Boltzmann Methods,0.5111663341522217,198,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1441,69,Rydberg Resonance Dynamics,0.578642725944519,434,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1444,6,Fermi Gas Stability,0.5096196532249451,18,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1447,2,Quantum Corrections,0.5596050024032593,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1463,11,Rotating Flow Dynamics,0.5097671151161194,36,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1465,68,Gravitational Constant Fluctuations,0.6066810488700867,424,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1466,62,Soliton Pair Dynamics,0.5512273907661438,391,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1470,67,Self-Fourier Beam Dynamics,0.5167045593261719,423,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1472,26,Relativistic Common Sense,0.555486261844635,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1475,25,Three-Body Virtual States,0.5262929201126099,121,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1490,0,Plasma Beam Interactions,0.5329333543777466,4,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1492,13,Micromaser Dynamics,0.53467857837677,46,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1494,68,Gravitational Constant Fluctuations,0.6100876331329346,424,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1499,22,Bimetallic Cluster Magnetism,0.8180801272392273,84,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1505,2,Quantum Corrections,0.5545889139175415,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1507,4,Optical Trapping Cooling,0.5147959589958191,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1521,57,Buffer-Gas Cooling,0.6468959450721741,355,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1524,6,Fermi Gas Stability,0.5404953956604004,18,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1526,68,Gravitational Constant Fluctuations,0.5758882164955139,424,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1528,3,DNA Conformational Dynamics,0.5090811252593994,8,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1529,42,Laser-Plasma Acceleration,0.567332923412323,233,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1532,3,DNA Conformational Dynamics,0.5673978328704834,8,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1538,17,Anomalous Scaling Turbulence,0.6218613982200623,66,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1548,17,Anomalous Scaling Turbulence,0.5262705087661743,66,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1550,69,Rydberg Resonance Dynamics,0.5284077525138855,434,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1551,70,Quantum-Classical Boundary,0.5351431965827942,437,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1553,70,Quantum-Classical Boundary,0.6364551186561584,437,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1556,71,Antineutrino Source Design,0.5296328663825989,445,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1560,67,Self-Fourier Beam Dynamics,0.5698809623718262,423,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1584,2,Quantum Corrections,0.5303277969360352,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1607,2,Quantum Corrections,0.5507593154907227,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1610,20,Polymer Entropic Mechanics,0.5129615664482117,78,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1611,4,Optical Trapping Cooling,0.6033806204795837,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1612,20,Polymer Entropic Mechanics,0.6141555905342102,78,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1614,17,Anomalous Scaling Turbulence,0.5427974462509155,66,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1616,26,Relativistic Common Sense,0.5375672578811646,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1626,1,Uncertainty Propagation,0.5696475505828857,5,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1628,42,Laser-Plasma Acceleration,0.5710019469261169,233,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1636,19,Fractal Surface Plasmonics,0.7857255935668945,72,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1640,50,Photonic Quantum Gates,0.5197796821594238,301,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1646,16,Mass-Energy Relationships,0.58306485414505,55,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1650,3,DNA Conformational Dynamics,0.6624889969825745,8,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1660,18,High-Order Turbulence Moments,0.6324576139450073,68,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1670,53,Self-Organized Cooperation,0.5036858916282654,326,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1674,15,Pulse-Level Beam Feedback,0.5644157528877258,54,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1678,26,Relativistic Common Sense,0.5660216212272644,129,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1681,18,High-Order Turbulence Moments,0.5106404423713684,68,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1697,2,Quantum Corrections,0.5146387815475464,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1708,2,Quantum Corrections,0.5604646801948547,6,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1712,35,Lattice Boltzmann Methods,0.5329062342643738,198,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1718,30,Chaotic Dynamo Reversals,0.5272347927093506,177,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1725,4,Optical Trapping Cooling,0.5331839323043823,12,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
1739,69,Rydberg Resonance Dynamics,0.5045362114906311,434,physics,all_distilroberta_v1,0.7405698089629805,0.9834754593743877
