subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
math,2,2010–2015,2015–2020,2010–2015 → 2015–2020,0.347141,0.652859,"invariant, non, finite, point, random, map, representation, surface, conjecture, distribution, family, sum, certain, constant, construction, convex, dimensional, form, free, function, integral, manifold, measure, metric, particular, proof, sequence, structure, term","finite, random, distribution, mathcal, sum, integral, invariant, order, sequence, certain, existence, family, frac, function, non, optimal, compact, construction, convex, estimate, flow, form, metric, particular, positive"
math,2,2015–2020,2020–2025,2015–2020 → 2020–2025,0.328644,0.671356,"finite, random, distribution, mathcal, sum, integral, invariant, order, sequence, certain, existence, family, frac, function, non, optimal, compact, construction, convex, estimate, flow, form, metric, particular, positive","flow, particular, random, certain, sum, convergence, finite, prime, compact, family, order, path, proof, stable, constant, construction, degree, estimator, existence, frac, positive, rank, way"
math,3,2000–2005,2005–2010,2000–2005 → 2005–2010,0.422564,0.577436,"algebra, space, function, class, group, structure, theorem, theory, dimension, field, finite, invariant, operator, point, type, boundary, classical, condition, conjecture, construction, curve, dimensional, family, homology, manifold, map, polynomial, property, representation, set","space, class, invariant, finite, point, representation, structure, type, dimensional, field, linear, manifold, non, operator, polynomial, set, theorem, algebra, algebraic, certain, classical, condition, free, graph, matrix, order, proof, property, surface, theory"
math,3,2005–2010,2010–2015,2005–2010 → 2010–2015,0.441233,0.558767,"space, class, invariant, finite, point, representation, structure, type, dimensional, field, linear, manifold, non, operator, polynomial, set, theorem, algebra, algebraic, certain, classical, condition, free, graph, matrix, order, proof, property, surface, theory","space, condition, graph, representation, measure, proof, certain, dimensional, distribution, existence, invariant, linear, non, polynomial, positive, theory, vertex, classical, field, form, frac, free, matrix, metric, order, random, sequence, sum, surface"
math,3,2010–2015,2015–2020,2010–2015 → 2015–2020,0.29809,0.70191,"space, condition, graph, representation, measure, proof, certain, dimensional, distribution, existence, invariant, linear, non, polynomial, positive, theory, vertex, classical, field, form, frac, free, matrix, metric, order, random, sequence, sum, surface","dimensional, space, mathbb, degree, existence, optimal, matrix, nonlinear, point, polynomial, category, classical, distribution, graph, real, sequence, structure, flow, frac, positive, theory, vertex"
math,3,2015–2020,2020–2025,2015–2020 → 2020–2025,0.424049,0.575951,"dimensional, space, mathbb, degree, existence, optimal, matrix, nonlinear, point, polynomial, category, classical, distribution, graph, real, sequence, structure, flow, frac, positive, theory, vertex","mathbb, space, structure, condition, optimal, scheme, mathrm, point, regular, variable, flow, mean, category, degree, dimensional, matrix, module, quadratic, rate, rational, term"
math,4,2000–2005,2005–2010,2000–2005 → 2005–2010,0.29449,0.70551,"algebra, function, space, manifold, class, finite, group, polynomial, quantum, structure, theory, type, dimensional, field, set, algebraic, curve, free, invariant, non, operator, point, representation, surface, theorem","theory, non, point, algebra, theorem, class, field, manifold, representation, finite, invariant, operator, particular, polynomial, structure, certain, condition, conjecture, dimension, dimensional, distribution, form, matrix, measure, order, property, surface"
math,4,2005–2010,2010–2015,2005–2010 → 2010–2015,0.352654,0.647346,"theory, non, point, algebra, theorem, class, field, manifold, representation, finite, invariant, operator, particular, polynomial, structure, certain, condition, conjecture, dimension, dimensional, distribution, form, matrix, measure, order, property, surface","particular, theory, random, local, non, surface, manifold, certain, conjecture, distribution, field, map, mathbb_mathbb, representation, sum, term, vertex, algebra, domain, form, inequality, invariant, product, sequence, theorem"
math,4,2010–2015,2015–2020,2010–2015 → 2015–2020,0.231692,0.768308,"particular, theory, random, local, non, surface, manifold, certain, conjecture, distribution, field, map, mathbb_mathbb, representation, sum, term, vertex, algebra, domain, form, inequality, invariant, product, sequence, theorem","algebra, vertex, mathbb_mathbb, theory, distribution, existence, particular, sequence, curve, random, bound, estimate, mathcal_mathcal, approximation, dynamic, finite, graph, local, mathbb, mathcal, probability, sum, surface"
math,4,2015–2020,2020–2025,2015–2020 → 2020–2025,0.140025,0.859975,"algebra, vertex, mathbb_mathbb, theory, distribution, existence, particular, sequence, curve, random, bound, estimate, mathcal_mathcal, approximation, dynamic, finite, graph, local, mathbb, mathcal, probability, sum, surface","bound, estimate, finite, dimension, edge, graph, mathcal_mathcal, minimal, nonlinear, numerical, scheme, vertex, algebra, curve, existence, flow, function, independent, inverse, norm, partial, probability"
math,5,2000–2005,2005–2010,2000–2005 → 2005–2010,0.358506,0.641494,"field, function, space, theory, algebra, invariant, manifold, polynomial, finite, group, point, class, operator, type, category, compact, condition, dimensional, form, matrix, structure, surface, term","algebra, point, theory, polynomial, structure, class, finite, operator, condition, dimensional, form, invariant, manifold, matrix, non, order, proof, property, representation, algebraic, field, group, sequence, surface, type"
math,5,2005–2010,2010–2015,2005–2010 → 2010–2015,0.232209,0.767791,"algebra, point, theory, polynomial, structure, class, finite, operator, condition, dimensional, form, invariant, manifold, matrix, non, order, proof, property, representation, algebraic, field, group, sequence, surface, type","condition, matrix, structure, form, proof, theory, manifold, map, estimate, particular, real, sequence, asymptotic, boundary, conjecture, continuous, curve, distribution, existence, field, free, inequality, invariant, non, polynomial, property, representation, vector"
math,5,2010–2015,2015–2020,2010–2015 → 2015–2020,0.308955,0.691045,"condition, matrix, structure, form, proof, theory, manifold, map, estimate, particular, real, sequence, asymptotic, boundary, conjecture, continuous, curve, distribution, existence, field, free, inequality, invariant, non, polynomial, property, representation, vector","matrix, distribution, mathcal, particular, continuous, existence, map, domain, vertex, condition, inequality, local, power, random, structure, theory, asymptotic, coefficient, constant, free, group, probability, stochastic"
math,5,2015–2020,2020–2025,2015–2020 → 2020–2025,0.152871,0.847129,"matrix, distribution, mathcal, particular, continuous, existence, map, domain, vertex, condition, inequality, local, power, random, structure, theory, asymptotic, coefficient, constant, free, group, probability, stochastic","coefficient, group, rate, infty, stable, distribution, element, optimal, particular, strategy, bound, power, probability, series, term, constant, gradient, local, mathcal, matrix, potential, random, respect, vertex, weak"
math,6,2000–2005,2005–2010,2000–2005 → 2005–2010,0.373589,0.626411,"non, space, structure, algebra, class, manifold, theory, type, function, group, operator, theorem, dimensional, proof, action, compact, field, graph, point, polynomial, property, representation, spectral","structure, field, theory, algebra, matrix, operator, order, property, theorem, graph, manifold, polynomial, proof, set, type, algorithm, certain, class, dimension, dimensional, finite, formula, geometry, invariant, measure, metric, non, random, representation, spectral, sum, term"
math,6,2005–2010,2010–2015,2005–2010 → 2010–2015,0.123349,0.876651,"structure, field, theory, algebra, matrix, operator, order, property, theorem, graph, manifold, polynomial, proof, set, type, algorithm, certain, class, dimension, dimensional, finite, formula, geometry, invariant, measure, metric, non, random, representation, spectral, sum, term","dimension, distribution, local, polynomial, random, surface, certain, construction, estimate, field, form, matrix, module, property, sum, type, class, compact, conjecture, convergence, curve, existence, graph, invariant, limit, manifold, mathbb, measure, order, proof, representation, structure, theorem, vertex"
math,6,2010–2015,2015–2020,2010–2015 → 2015–2020,0.248765,0.751235,"dimension, distribution, local, polynomial, random, surface, certain, construction, estimate, field, form, matrix, module, property, sum, type, class, compact, conjecture, convergence, curve, existence, graph, invariant, limit, manifold, mathbb, measure, order, proof, representation, structure, theorem, vertex","class, local, mathbb, vertex, algorithm, condition, dimension, estimate, frac, polynomial, curve, limit, map, representation, category, classical, coefficient, conjecture, distribution, finite, global, graph, mathcal, mathcal_mathcal, network, surface, symmetric"
math,6,2015–2020,2020–2025,2015–2020 → 2020–2025,0.159973,0.840027,"class, local, mathbb, vertex, algorithm, condition, dimension, estimate, frac, polynomial, curve, limit, map, representation, category, classical, coefficient, conjecture, distribution, finite, global, graph, mathcal, mathcal_mathcal, network, surface, symmetric","compact, inequality, real, operator, random, algorithm, dimension, element, gradient, graph, mathcal_mathcal, norm, size, class, curve, partial, accuracy, coefficient, frac, global, local, optimal, vertex"
math,7,2000–2005,2005–2010,2000–2005 → 2005–2010,0.56786,0.43214,"algebra, manifold, space, class, function, non, operator, structure, theory, curve, field, finite, group, point, set, surface, theorem, category, classical, cohomology, dimension, metric, property, representation, sequence, sum, type","algebra, class, operator, property, theorem, field, non, theory, type, condition, dimensional, finite, manifold, order, point, structure, surface, algebraic, category, distribution, graph, invariant, linear, matrix, metric, polynomial, sequence, sum"
math,7,2005–2010,2010–2015,2005–2010 → 2010–2015,0.21405,0.78595,"algebra, class, operator, property, theorem, field, non, theory, type, condition, dimensional, finite, manifold, order, point, structure, surface, algebraic, category, distribution, graph, invariant, linear, matrix, metric, polynomial, sequence, sum","family, order, theorem, algebra, form, measure, term, category, map, metric, polynomial, sequence, surface, algebraic, approximation, bound, certain, compact, condition, curve, dimension, field, global, integral, linear, non, operator, particular, proof, random, representation, structure, sum, type"
math,7,2010–2015,2015–2020,2010–2015 → 2015–2020,0.187918,0.812082,"family, order, theorem, algebra, form, measure, term, category, map, metric, polynomial, sequence, surface, algebraic, approximation, bound, certain, compact, condition, curve, dimension, field, global, integral, linear, non, operator, particular, proof, random, representation, structure, sum, type","linear, algebra, condition, polynomial, type, approximation, boundary, degree, nonlinear, random, domain, family, flow, frac, mathbb_mathbb, order, scheme, sequence, bound, category, certain, compact, constant, continuous, metric, module"
math,7,2015–2020,2020–2025,2015–2020 → 2020–2025,0.113924,0.886076,"linear, algebra, condition, polynomial, type, approximation, boundary, degree, nonlinear, random, domain, family, flow, frac, mathbb_mathbb, order, scheme, sequence, bound, category, certain, compact, constant, continuous, metric, module","mathbb_mathbb, constant, scheme, assumption, element, nonlinear, term, wave, continuous, extension, flow, form, frac, open, rational, bound, compact, condition, constraint, construction, linear, module, optimal, probability, random, real, variable"
math,8,2000–2005,2005–2010,2000–2005 → 2005–2010,0.303863,0.696137,"group, algebra, function, space, theory, class, structure, certain, finite, manifold, operator, polynomial, quantum, theorem, algebras, characteristic, classical, condition, conjecture, field, invariant, map, non, set, surface, type","structure, operator, group, theorem, field, finite, property, theory, type, dimension, linear, non, proof, set, algorithm, classical, condition, conjecture, connection, differential, dimensional, distribution, manifold, map, point, polynomial, representation, sequence, surface, term"
math,8,2005–2010,2010–2015,2005–2010 → 2010–2015,0.168314,0.831686,"structure, operator, group, theorem, field, finite, property, theory, type, dimension, linear, non, proof, set, algorithm, classical, condition, conjecture, connection, differential, dimensional, distribution, manifold, map, point, polynomial, representation, sequence, surface, term","field, manifold, surface, dimension, invariant, measure, boundary, class, linear, point, representation, structure, algorithm, certain, conjecture, dimensional, domain, estimate, existence, extension, formula, frac, inequality, integral, limit, module, non, particular, proof, scheme, term, theorem"
math,8,2010–2015,2015–2020,2010–2015 → 2015–2020,0.243551,0.756449,"field, manifold, surface, dimension, invariant, measure, boundary, class, linear, point, representation, structure, algorithm, certain, conjecture, dimensional, domain, estimate, existence, extension, formula, frac, inequality, integral, limit, module, non, particular, proof, scheme, term, theorem","existence, point, boundary, field, mathbb_mathbb, datum, distribution, property, invariant, mathcal, scheme, frac, global, measure, surface, class, compact, element, inequality"
math,8,2015–2020,2020–2025,2015–2020 → 2020–2025,0.169503,0.830497,"existence, point, boundary, field, mathbb_mathbb, datum, distribution, property, invariant, mathcal, scheme, frac, global, measure, surface, class, compact, element, inequality","algorithm, convex, scheme, order, complete, element, operator, property, surface, class, datum, dimensional, mathbb_mathbb, mathcal, space, stochastic, construction, distribution, existence, formulation, frac_frac, generalized, global, infty, point, rational, real, stable"
math,9,2000–2005,2005–2010,2000–2005 → 2005–2010,0.295593,0.704407,"class, function, algebra, space, finite, group, operator, theorem, curve, dimension, manifold, property, quantum, term, theory, classical, dimensional, family, field, form, free, local, measure, metric, non, point, product, proof, structure, surface, type","manifold, algebra, dimension, operator, polynomial, type, condition, dimensional, field, theorem, class, form, invariant, representation, finite, graph, linear, metric, order, particular, proof, property, quantum, random, real, set, term, theory"
math,9,2005–2010,2010–2015,2005–2010 → 2010–2015,0.421528,0.578472,"manifold, algebra, dimension, operator, polynomial, type, condition, dimensional, field, theorem, class, form, invariant, representation, finite, graph, linear, metric, order, particular, proof, property, quantum, random, real, set, term, theory","condition, manifold, dimension, invariant, linear, dimensional, conjecture, particular, family, finite, form, random, action, constant, curve, distribution, inequality, map, mathcal_mathcal, measure, point, polynomial, proof, representation, sequence, sum, term"
math,9,2010–2015,2015–2020,2010–2015 → 2015–2020,0.179516,0.820484,"condition, manifold, dimension, invariant, linear, dimensional, conjecture, particular, family, finite, form, random, action, constant, curve, distribution, inequality, map, mathcal_mathcal, measure, point, polynomial, proof, representation, sequence, sum, term","conjecture, distribution, finite, inequality, vertex, condition, degree, domain, map, network, asymptotic, convex, dimension, non, assumption, estimate, explicit, frac, integral, invariant, linear, local, manifold, operator, point, subset"
math,9,2015–2020,2020–2025,2015–2020 → 2020–2025,0.170547,0.829453,"conjecture, distribution, finite, inequality, vertex, condition, degree, domain, map, network, asymptotic, convex, dimension, non, assumption, estimate, explicit, frac, integral, invariant, linear, local, manifold, operator, point, subset","explicit, local, assumption, non, rate, inequality, network, quasi, weak, asymptotic, basis, dimensional, efficient, map, degree, flow, frac, minimal, order, power, product, property, second, series, special, vertex"
math,10,2000–2005,2005–2010,2000–2005 → 2005–2010,0.210461,0.789539,"theory, algebra, class, finite, type, function, group, space, theorem, curve, field, operator, point, category, compact, condition, dimension, dimensional, formula, invariant, manifold, metric, non, polynomial, product, property, quantum, representation, set, sum, surface, term","theorem, structure, operator, point, polynomial, field, finite, non, property, algebra, condition, dimensional, product, surface, theory, class, conjecture, distribution, estimate, free, infinite, invariant, linear, matrix, particular, representation, sequence, type"
math,10,2005–2010,2010–2015,2005–2010 → 2010–2015,0.223637,0.776363,"theorem, structure, operator, point, polynomial, field, finite, non, property, algebra, condition, dimensional, product, surface, theory, class, conjecture, distribution, estimate, free, infinite, invariant, linear, matrix, particular, representation, sequence, type","structure, distribution, certain, conjecture, free, graph, invariant, representation, sum, condition, module, particular, sequence, asymptotic, category, coefficient, construction, convergence, estimate, extension, integral, local, map, mathcal, measure, metric, non, optimal, polynomial, proof, property, surface, theorem, vertex"
math,10,2010–2015,2015–2020,2010–2015 → 2015–2020,0.263085,0.736915,"structure, distribution, certain, conjecture, free, graph, invariant, representation, sum, condition, module, particular, sequence, asymptotic, category, coefficient, construction, convergence, estimate, extension, integral, local, map, mathcal, measure, metric, non, optimal, polynomial, proof, property, surface, theorem, vertex","vertex, conjecture, convergence, domain, free, sequence, formula, optimal, order, space, sum, differential, invariant, module, positive, representation, algorithm, distribution, estimate, map, matrix, measure, proof, structure"
math,10,2015–2020,2020–2025,2015–2020 → 2020–2025,0.160761,0.839239,"vertex, conjecture, convergence, domain, free, sequence, formula, optimal, order, space, sum, differential, invariant, module, positive, representation, algorithm, distribution, estimate, map, matrix, measure, proof, structure","matrix, measure, space, algorithm, certain, domain, order, representation, term, connection, dimension, open, partial, particular, sequence, algebra, arbitrary, behavior, continuous, differential, dimensional, efficient, mathbb, mathbb_mathbb, optimal, positive, rate, stable, uniform, version, vertex"
math,11,2000–2005,2005–2010,2000–2005 → 2005–2010,0.572618,0.427382,"algebra, function, structure, space, class, manifold, quantum, theory, algebraic, field, finite, group, invariant, non, operator, representation, set, compact, curve, formula, metric, point, polynomial, product, property, surface, theorem, type","algebra, theorem, property, structure, class, finite, function, non, set, dimension, field, manifold, point, polynomial, theory, type, category, compact, condition, dimensional, form, integral, invariant, map, operator, order, representation, term"
math,11,2005–2010,2010–2015,2005–2010 → 2010–2015,0.248468,0.751532,"algebra, theorem, property, structure, class, finite, function, non, set, dimension, field, manifold, point, polynomial, theory, type, category, compact, condition, dimensional, form, integral, invariant, map, operator, order, representation, term","form, manifold, algebra, function, invariant, map, proof, free, local, particular, polynomial, structure, surface, theory, boundary, compact, condition, conjecture, convex, dimension, existence, formula, linear, metric, positive, product, property, sequence, term"
math,11,2010–2015,2015–2020,2010–2015 → 2015–2020,0.200295,0.799705,"form, manifold, algebra, function, invariant, map, proof, free, local, particular, polynomial, structure, surface, theory, boundary, compact, condition, conjecture, convex, dimension, existence, formula, linear, metric, positive, product, property, sequence, term","convex, existence, scheme, conjecture, form, continuous, dimensional, manifold, operator, polynomial, dynamic, extension, map, surface, vertex, boundary, classical, estimate, free, inequality, invariant, metric, network, optimal, proof, theory"
math,11,2015–2020,2020–2025,2015–2020 → 2020–2025,0.1379,0.8621,"convex, existence, scheme, conjecture, form, continuous, dimensional, manifold, operator, polynomial, dynamic, extension, map, surface, vertex, boundary, classical, estimate, free, inequality, invariant, metric, network, optimal, proof, theory","dynamic, group, network, optimization, action, algorithm, mathcal_mathcal, convex, partial, topological, variety, constant, dimensional, inequality, surface, vertex, conjecture, continuous, existence, gradient, scheme"
math,12,2000–2005,2005–2010,2000–2005 → 2005–2010,0.322688,0.677312,"theory, algebra, field, function, space, class, group, theorem, type, dimension, finite, manifold, matrix, property, set, structure, curve, dimensional, formula, map, non, point, polynomial, proof, quantum, representation, surface","finite, polynomial, structure, theorem, algebra, field, non, property, type, class, dimensional, manifold, matrix, point, representation, sequence, term, theory, certain, condition, integral, invariant, local, measure, operator, proof, set, surface, topological"
math,12,2005–2010,2010–2015,2005–2010 → 2010–2015,0.075852,0.924148,"finite, polynomial, structure, theorem, algebra, field, non, property, type, class, dimensional, manifold, matrix, point, representation, sequence, term, theory, certain, condition, integral, invariant, local, measure, operator, proof, set, surface, topological","particular, local, term, conjecture, dimension, dimensional, family, formula, mathcal_mathcal, measure, representation, surface, vertex, boundary, certain, condition, convex, degree, distribution, existence, field, free, inequality, integral, map, matrix, metric, polynomial, positive, probability, proof, property, random, real, scheme, structure, sum, vector"
math,12,2010–2015,2015–2020,2010–2015 → 2015–2020,0.132267,0.867733,"particular, local, term, conjecture, dimension, dimensional, family, formula, mathcal_mathcal, measure, representation, surface, vertex, boundary, certain, condition, convex, degree, distribution, existence, field, free, inequality, integral, map, matrix, metric, polynomial, positive, probability, proof, property, random, real, scheme, structure, sum, vector","formula, manifold, function, vertex, category, free, non, random, datum, map, mathcal_mathcal, particular, real, stochastic, algebraic, asymptotic, bound, boundary, condition, conjecture, constant, degree, existence, inequality, limit, metric, network, polynomial, scheme, sequence, surface"
math,12,2015–2020,2020–2025,2015–2020 → 2020–2025,0.252493,0.747507,"formula, manifold, function, vertex, category, free, non, random, datum, map, mathcal_mathcal, particular, real, stochastic, algebraic, asymptotic, bound, boundary, condition, conjecture, constant, degree, existence, inequality, limit, metric, network, polynomial, scheme, sequence, surface","condition, datum, structure, right, free, function, local, manifold, random, characterization, construction, formula, mean, step, vertex, wave, bound, category, diffusion, dimension, dynamical, integer, module, relation, robust, singular"
math,13,2000–2005,2005–2010,2000–2005 → 2005–2010,0.268064,0.731936,"theory, algebra, function, group, space, structure, surface, field, finite, manifold, operator, theorem, type, dimension, class, conjecture, dimensional, extension, formula, graph, invariant, point, polynomial, product, representation","manifold, finite, linear, polynomial, theory, non, operator, property, structure, algebra, class, dimensional, graph, matrix, surface, theorem, certain, cohomology, condition, extension, group, invariant, map, measure, particular, point, representation, set"
math,13,2005–2010,2010–2015,2005–2010 → 2010–2015,0.138303,0.861697,"manifold, finite, linear, polynomial, theory, non, operator, property, structure, algebra, class, dimensional, graph, matrix, surface, theorem, certain, cohomology, condition, extension, group, invariant, map, measure, particular, point, representation, set","theory, random, sum, algorithm, certain, condition, convergence, distribution, existence, family, linear, local, manifold, matrix, positive, representation, term, algebraic, approximation, conjecture, constant, construction, curve, datum, dimensional, domain, estimate, form, free, inequality, limit, measure, numerical, particular, polynomial, proof, property, surface, weak"
math,13,2010–2015,2015–2020,2010–2015 → 2015–2020,0.288046,0.711954,"theory, random, sum, algorithm, certain, condition, convergence, distribution, existence, family, linear, local, manifold, matrix, positive, representation, term, algebraic, approximation, conjecture, constant, construction, curve, datum, dimensional, domain, estimate, form, free, inequality, limit, measure, numerical, particular, polynomial, proof, property, surface, weak","existence, algorithm, approximation, dimension, condition, curve, local, mathcal, sum, frac, positive, random, representation, sequence, symmetric, theorem, weak, algebraic, convergence, datum, estimate, limit, particular, property, surface"
math,13,2015–2020,2020–2025,2015–2020 → 2020–2025,0.272211,0.727789,"existence, algorithm, approximation, dimension, condition, curve, local, mathcal, sum, frac, positive, random, representation, sequence, symmetric, theorem, weak, algebraic, convergence, datum, estimate, limit, particular, property, surface","mathcal, property, approximation, functional, rate, stochastic, dimension, frac, gaussian, relation, space, step, curve, existence, matrix, theorem, action, asymptotic, dimensional, local, real, symmetric"
math,14,2000–2005,2005–2010,2000–2005 → 2005–2010,0.475455,0.524545,"algebra, function, space, theory, class, dimension, group, invariant, manifold, operator, dimensional, field, finite, quantum, structure, algebras, condition, graph, non, point, property, ring, set, term, theorem, type","algebra, dimensional, finite, manifold, set, theory, non, polynomial, property, theorem, condition, dimension, field, form, operator, term, class, compact, graph, linear, matrix, point, representation, structure, surface, type"
math,14,2005–2010,2010–2015,2005–2010 → 2010–2015,0.140941,0.859059,"algebra, dimensional, finite, manifold, set, theory, non, polynomial, property, theorem, condition, dimension, field, form, operator, term, class, compact, graph, linear, matrix, point, representation, structure, surface, type","set, proof, term, condition, conjecture, form, measure, surface, convergence, distribution, existence, family, graph, map, metric, sequence, boundary, continuous, dimension, estimate, field, free, local, non, polynomial, positive, property, random, sum, symmetric, theorem"
math,14,2010–2015,2015–2020,2010–2015 → 2015–2020,0.178326,0.821674,"set, proof, term, condition, conjecture, form, measure, surface, convergence, distribution, existence, family, graph, map, metric, sequence, boundary, continuous, dimension, estimate, field, free, local, non, polynomial, positive, property, random, sum, symmetric, theorem","conjecture, finite, map, particular, distribution, graph, classical, free, numerical, positive, random, representation, set, bound, continuous, convergence, form, function, inequality, metric, optimal, probability, scheme, stability, surface, symmetric, vertex"
math,14,2015–2020,2020–2025,2015–2020 → 2020–2025,0.266244,0.733756,"conjecture, finite, map, particular, distribution, graph, classical, free, numerical, positive, random, representation, set, bound, continuous, convergence, form, function, inequality, metric, optimal, probability, scheme, stability, surface, symmetric, vertex","function, map, vertex, positive, rank, strong, norm, particular, weak, finite, inverse, random, representation, surface, weight, bound, classical, constant, element, exponential, measure, sum"
math,15,2000–2005,2005–2010,2000–2005 → 2005–2010,0.260167,0.739833,"algebra, space, theory, field, function, invariant, module, set, class, dimensional, finite, group, manifold, point, property, structure, theorem, closed, curve, lie, matrix, non, operator, order, polynomial, representation, special, surface, type","dimensional, point, theorem, manifold, property, structure, algebra, field, operator, set, theory, class, non, term, dimension, distribution, family, finite, graph, invariant, measure, module, order, polynomial, proof, representation"
math,15,2005–2010,2010–2015,2005–2010 → 2010–2015,0.23476,0.76524,"dimensional, point, theorem, manifold, property, structure, algebra, field, operator, set, theory, class, non, term, dimension, distribution, family, finite, graph, invariant, measure, module, order, polynomial, proof, representation","manifold, dimension, structure, term, boundary, distribution, invariant, condition, existence, field, function, group, local, order, proof, representation, theory, compact, dimensional, domain, form, map, mathbb, measure, non, particular, random, sum, surface, theorem"
math,15,2010–2015,2015–2020,2010–2015 → 2015–2020,0.19358,0.80642,"manifold, dimension, structure, term, boundary, distribution, invariant, condition, existence, field, function, group, local, order, proof, representation, theory, compact, dimensional, domain, form, map, mathbb, measure, non, particular, random, sum, surface, theorem","distribution, order, family, function, invariant, mathcal, conjecture, domain, mathbb, construction, structure, assumption, boundary, constant, convex, datum, estimate, existence, frac, global, group, linear, manifold, nonlinear, space"
math,15,2015–2020,2020–2025,2015–2020 → 2020–2025,0.320951,0.679049,"distribution, order, family, function, invariant, mathcal, conjecture, domain, mathbb, construction, structure, assumption, boundary, constant, convex, datum, estimate, existence, frac, global, group, linear, manifold, nonlinear, space","construction, distribution, linear, space, approximation, assumption, characteristic, mathbb, ring, scheme, family, invariant, asymptotic, convex, mathcal, order, property, standard, tensor"
