subject,year,topic_id,topic_label,doc_count,total_docs_year,proportion
math,2002,41,Martingale measure augmentation,1,282,0.003546
math,2002,42,Multizeta q-values,3,282,0.010638
math,2002,43,Pro pp group commensurability,3,282,0.010638
math,2002,44,n-ary bihom algebras,2,282,0.007092
math,2002,45,Non-smooth proximal gradient analysis,0,282,0.0
math,2002,46,Nonlocal diffusion regularity,0,282,0.0
math,2002,47,Extended hypergeometric functions,2,282,0.007092
math,2002,48,Quadratic Gorenstein ideals,9,282,0.031915
math,2002,49,Moduli sheaf operator theory,5,282,0.01773
math,2002,50,Singular Plateau Douglas Problem,6,282,0.021277
math,2002,51,Exponential family mirror descent,0,282,0.0
math,2002,52,Heavy-tail renewal mixing times,0,282,0.0
math,2002,53,Perfect divisibility graphs,1,282,0.003546
math,2002,54,Operator regression acceleration,0,282,0.0
math,2002,55,Hardy space fractional operators,1,282,0.003546
math,2002,56,Hive-spectrum large deviations,2,282,0.007092
math,2002,57,Decentralized consensus topologies,0,282,0.0
math,2002,58,Fano threefold geometry,6,282,0.021277
math,2002,59,Fractional Maximal Operators,1,282,0.003546
math,2002,60,Complete intersection foliations,13,282,0.046099
math,2002,61,Physics-informed synthetic data generation,0,282,0.0
math,2002,62,Operadic Kan extensions,6,282,0.021277
math,2003,0,Mirror symmetry cohomology,8,319,0.025078
math,2003,1,Polynomial norm bounds,5,319,0.015674
math,2003,2,Yangian deformations,6,319,0.018809
math,2003,3,Multiplier ideals,9,319,0.028213
math,2003,4,Foliation theory,5,319,0.015674
math,2003,5,Clifford-algebra group theory,6,319,0.018809
math,2003,6,Hahn-Banach extensions,7,319,0.021944
math,2003,7,Quantum affine representations,13,319,0.040752
math,2003,8,Local cohomology monomial ideals,8,319,0.025078
math,2003,9,Pattern-avoiding permutations,5,319,0.015674
math,2003,10,Spectral amplitude relations,9,319,0.028213
math,2003,11,Quantum superalgebra structures,6,319,0.018809
math,2003,12,Geometric group theory equivalence,9,319,0.028213
math,2003,13,Knot move invariants,6,319,0.018809
math,2003,14,Fano variety bounds,3,319,0.009404
math,2003,15,Representability failure,1,319,0.003135
math,2003,16,Toric modular forms,4,319,0.012539
math,2003,17,Projective Galois group endomorphisms,5,319,0.015674
math,2003,18,Algebraic Hodge motives,3,319,0.009404
math,2003,19,Double plane structures,7,319,0.021944
math,2003,20,Random walk aging limits,0,319,0.0
math,2003,21,Random packing asymptotics,1,319,0.003135
math,2003,22,Einstein-Kähler metrics,16,319,0.050157
math,2003,23,Super Lie identity theorems,4,319,0.012539
math,2003,24,Fibre-space Hodge cohomology vanishing,11,319,0.034483
math,2003,25,Lamination geodesic convergence,4,319,0.012539
math,2003,26,Random heap dynamics,3,319,0.009404
math,2003,27,Noncommutative crepant resolutions,9,319,0.028213
math,2003,28,Numerical PDE error analysis,0,319,0.0
math,2003,29,Prime divisor asymptotics,3,319,0.009404
math,2003,30,Fragmentation-coalescent processes,0,319,0.0
math,2003,31,Mirror symmetry i-functions,4,319,0.012539
math,2003,32,Siegel uniformity conjecture,1,319,0.003135
math,2003,33,Group embedding dimension bounds,2,319,0.00627
math,2003,34,Convex cone optimization,0,319,0.0
math,2003,35,Galois cohomology obstructions,5,319,0.015674
math,2003,36,Non-symplectic group actions,16,319,0.050157
math,2003,37,Hodge-Frobenius manifolds,18,319,0.056426
math,2003,38,Signed domination complexity,0,319,0.0
math,2003,39,Reduced Khovanov homology,4,319,0.012539
math,2003,40,Contact manifold fillings,7,319,0.021944
math,2003,41,Martingale measure augmentation,1,319,0.003135
math,2003,42,Multizeta q-values,3,319,0.009404
math,2003,43,Pro pp group commensurability,4,319,0.012539
math,2003,44,n-ary bihom algebras,3,319,0.009404
math,2003,45,Non-smooth proximal gradient analysis,0,319,0.0
math,2003,46,Nonlocal diffusion regularity,1,319,0.003135
math,2003,47,Extended hypergeometric functions,8,319,0.025078
math,2003,48,Quadratic Gorenstein ideals,9,319,0.028213
math,2003,49,Moduli sheaf operator theory,8,319,0.025078
math,2003,50,Singular Plateau Douglas Problem,4,319,0.012539
math,2003,51,Exponential family mirror descent,0,319,0.0
math,2003,52,Heavy-tail renewal mixing times,2,319,0.00627
math,2003,53,Perfect divisibility graphs,5,319,0.015674
math,2003,54,Operator regression acceleration,0,319,0.0
math,2003,55,Hardy space fractional operators,2,319,0.00627
math,2003,56,Hive-spectrum large deviations,6,319,0.018809
math,2003,57,Decentralized consensus topologies,0,319,0.0
math,2003,58,Fano threefold geometry,9,319,0.028213
math,2003,59,Fractional Maximal Operators,0,319,0.0
math,2003,60,Complete intersection foliations,11,319,0.034483
math,2003,61,Physics-informed synthetic data generation,0,319,0.0
math,2003,62,Operadic Kan extensions,10,319,0.031348
math,2004,0,Mirror symmetry cohomology,8,392,0.020408
math,2004,1,Polynomial norm bounds,2,392,0.005102
math,2004,2,Yangian deformations,7,392,0.017857
math,2004,3,Multiplier ideals,4,392,0.010204
math,2004,4,Foliation theory,8,392,0.020408
math,2004,5,Clifford-algebra group theory,11,392,0.028061
math,2004,6,Hahn-Banach extensions,5,392,0.012755
math,2004,7,Quantum affine representations,11,392,0.028061
math,2004,8,Local cohomology monomial ideals,6,392,0.015306
math,2004,9,Pattern-avoiding permutations,6,392,0.015306
math,2004,10,Spectral amplitude relations,10,392,0.02551
math,2004,11,Quantum superalgebra structures,4,392,0.010204
math,2004,12,Geometric group theory equivalence,12,392,0.030612
math,2004,13,Knot move invariants,9,392,0.022959
math,2004,14,Fano variety bounds,6,392,0.015306
math,2004,15,Representability failure,4,392,0.010204
math,2004,16,Toric modular forms,9,392,0.022959
math,2004,17,Projective Galois group endomorphisms,15,392,0.038265
math,2004,18,Algebraic Hodge motives,5,392,0.012755
math,2004,19,Double plane structures,17,392,0.043367
math,2004,20,Random walk aging limits,2,392,0.005102
math,2004,21,Random packing asymptotics,5,392,0.012755
math,2004,22,Einstein-Kähler metrics,17,392,0.043367
math,2004,23,Super Lie identity theorems,3,392,0.007653
math,2004,24,Fibre-space Hodge cohomology vanishing,9,392,0.022959
math,2004,25,Lamination geodesic convergence,6,392,0.015306
math,2004,26,Random heap dynamics,4,392,0.010204
math,2004,27,Noncommutative crepant resolutions,13,392,0.033163
math,2004,28,Numerical PDE error analysis,1,392,0.002551
math,2004,29,Prime divisor asymptotics,6,392,0.015306
math,2004,30,Fragmentation-coalescent processes,6,392,0.015306
math,2004,31,Mirror symmetry i-functions,1,392,0.002551
math,2004,32,Siegel uniformity conjecture,7,392,0.017857
math,2004,33,Group embedding dimension bounds,1,392,0.002551
math,2004,34,Convex cone optimization,0,392,0.0
math,2004,35,Galois cohomology obstructions,7,392,0.017857
math,2004,36,Non-symplectic group actions,17,392,0.043367
math,2004,37,Hodge-Frobenius manifolds,11,392,0.028061
math,2004,38,Signed domination complexity,2,392,0.005102
math,2004,39,Reduced Khovanov homology,12,392,0.030612
math,2004,40,Contact manifold fillings,11,392,0.028061
math,2004,41,Martingale measure augmentation,3,392,0.007653
math,2004,42,Multizeta q-values,7,392,0.017857
math,2004,43,Pro pp group commensurability,6,392,0.015306
math,2004,44,n-ary bihom algebras,9,392,0.022959
math,2004,45,Non-smooth proximal gradient analysis,0,392,0.0
math,2004,46,Nonlocal diffusion regularity,0,392,0.0
math,2004,47,Extended hypergeometric functions,11,392,0.028061
math,2004,48,Quadratic Gorenstein ideals,4,392,0.010204
math,2004,49,Moduli sheaf operator theory,16,392,0.040816
math,2004,50,Singular Plateau Douglas Problem,6,392,0.015306
math,2004,51,Exponential family mirror descent,0,392,0.0
math,2004,52,Heavy-tail renewal mixing times,0,392,0.0
math,2004,53,Perfect divisibility graphs,3,392,0.007653
math,2004,54,Operator regression acceleration,0,392,0.0
math,2004,55,Hardy space fractional operators,2,392,0.005102
math,2004,56,Hive-spectrum large deviations,5,392,0.012755
math,2004,57,Decentralized consensus topologies,0,392,0.0
math,2004,58,Fano threefold geometry,3,392,0.007653
math,2004,59,Fractional Maximal Operators,2,392,0.005102
math,2004,60,Complete intersection foliations,11,392,0.028061
math,2004,61,Physics-informed synthetic data generation,0,392,0.0
math,2004,62,Operadic Kan extensions,4,392,0.010204
math,2005,0,Mirror symmetry cohomology,12,440,0.027273
math,2005,1,Polynomial norm bounds,2,440,0.004545
math,2005,2,Yangian deformations,5,440,0.011364
math,2005,3,Multiplier ideals,11,440,0.025
math,2005,4,Foliation theory,7,440,0.015909
math,2005,5,Clifford-algebra group theory,7,440,0.015909
math,2005,6,Hahn-Banach extensions,6,440,0.013636
math,2005,7,Quantum affine representations,4,440,0.009091
math,2005,8,Local cohomology monomial ideals,4,440,0.009091
math,2005,9,Pattern-avoiding permutations,15,440,0.034091
math,2005,10,Spectral amplitude relations,13,440,0.029545
math,2005,11,Quantum superalgebra structures,9,440,0.020455
math,2005,12,Geometric group theory equivalence,18,440,0.040909
math,2005,13,Knot move invariants,9,440,0.020455
math,2005,14,Fano variety bounds,8,440,0.018182
math,2005,15,Representability failure,5,440,0.011364
math,2005,16,Toric modular forms,8,440,0.018182
math,2005,17,Projective Galois group endomorphisms,14,440,0.031818
math,2005,18,Algebraic Hodge motives,3,440,0.006818
math,2005,19,Double plane structures,22,440,0.05
math,2005,20,Random walk aging limits,2,440,0.004545
math,2005,21,Random packing asymptotics,8,440,0.018182
math,2005,22,Einstein-Kähler metrics,12,440,0.027273
math,2005,23,Super Lie identity theorems,16,440,0.036364
math,2005,24,Fibre-space Hodge cohomology vanishing,10,440,0.022727
math,2005,25,Lamination geodesic convergence,9,440,0.020455
math,2005,26,Random heap dynamics,2,440,0.004545
math,2005,27,Noncommutative crepant resolutions,13,440,0.029545
math,2005,28,Numerical PDE error analysis,1,440,0.002273
math,2005,29,Prime divisor asymptotics,5,440,0.011364
math,2005,30,Fragmentation-coalescent processes,12,440,0.027273
math,2005,31,Mirror symmetry i-functions,7,440,0.015909
math,2005,32,Siegel uniformity conjecture,4,440,0.009091
math,2005,33,Group embedding dimension bounds,5,440,0.011364
math,2005,34,Convex cone optimization,1,440,0.002273
math,2005,35,Galois cohomology obstructions,3,440,0.006818
math,2005,36,Non-symplectic group actions,17,440,0.038636
math,2005,37,Hodge-Frobenius manifolds,13,440,0.029545
math,2005,38,Signed domination complexity,0,440,0.0
math,2005,39,Reduced Khovanov homology,10,440,0.022727
math,2005,40,Contact manifold fillings,8,440,0.018182
math,2005,41,Martingale measure augmentation,6,440,0.013636
math,2005,42,Multizeta q-values,8,440,0.018182
math,2005,43,Pro pp group commensurability,9,440,0.020455
math,2005,44,n-ary bihom algebras,5,440,0.011364
math,2005,45,Non-smooth proximal gradient analysis,0,440,0.0
math,2005,46,Nonlocal diffusion regularity,4,440,0.009091
math,2005,47,Extended hypergeometric functions,2,440,0.004545
math,2005,48,Quadratic Gorenstein ideals,11,440,0.025
math,2005,49,Moduli sheaf operator theory,8,440,0.018182
math,2005,50,Singular Plateau Douglas Problem,5,440,0.011364
math,2005,51,Exponential family mirror descent,0,440,0.0
math,2005,52,Heavy-tail renewal mixing times,6,440,0.013636
math,2005,53,Perfect divisibility graphs,5,440,0.011364
math,2005,54,Operator regression acceleration,0,440,0.0
math,2005,55,Hardy space fractional operators,2,440,0.004545
math,2005,56,Hive-spectrum large deviations,8,440,0.018182
math,2005,57,Decentralized consensus topologies,0,440,0.0
math,2005,58,Fano threefold geometry,7,440,0.015909
math,2005,59,Fractional Maximal Operators,3,440,0.006818
math,2005,60,Complete intersection foliations,9,440,0.020455
math,2005,61,Physics-informed synthetic data generation,0,440,0.0
math,2005,62,Operadic Kan extensions,2,440,0.004545
math,2006,0,Mirror symmetry cohomology,15,531,0.028249
math,2006,1,Polynomial norm bounds,3,531,0.00565
math,2006,2,Yangian deformations,4,531,0.007533
math,2006,3,Multiplier ideals,10,531,0.018832
math,2006,4,Foliation theory,9,531,0.016949
math,2006,5,Clifford-algebra group theory,14,531,0.026365
math,2006,6,Hahn-Banach extensions,8,531,0.015066
math,2006,7,Quantum affine representations,13,531,0.024482
math,2006,8,Local cohomology monomial ideals,11,531,0.020716
math,2006,9,Pattern-avoiding permutations,12,531,0.022599
math,2006,10,Spectral amplitude relations,10,531,0.018832
math,2006,11,Quantum superalgebra structures,5,531,0.009416
math,2006,12,Geometric group theory equivalence,16,531,0.030132
math,2006,13,Knot move invariants,11,531,0.020716
math,2006,14,Fano variety bounds,7,531,0.013183
math,2006,15,Representability failure,7,531,0.013183
math,2006,16,Toric modular forms,12,531,0.022599
math,2006,17,Projective Galois group endomorphisms,9,531,0.016949
math,2006,18,Algebraic Hodge motives,9,531,0.016949
math,2006,19,Double plane structures,15,531,0.028249
math,2006,20,Random walk aging limits,5,531,0.009416
math,2006,21,Random packing asymptotics,8,531,0.015066
math,2006,22,Einstein-Kähler metrics,15,531,0.028249
math,2006,23,Super Lie identity theorems,8,531,0.015066
math,2006,24,Fibre-space Hodge cohomology vanishing,7,531,0.013183
math,2006,25,Lamination geodesic convergence,11,531,0.020716
math,2006,26,Random heap dynamics,12,531,0.022599
math,2006,27,Noncommutative crepant resolutions,18,531,0.033898
math,2006,28,Numerical PDE error analysis,0,531,0.0
math,2006,29,Prime divisor asymptotics,6,531,0.011299
math,2006,30,Fragmentation-coalescent processes,8,531,0.015066
math,2006,31,Mirror symmetry i-functions,3,531,0.00565
math,2006,32,Siegel uniformity conjecture,10,531,0.018832
math,2006,33,Group embedding dimension bounds,13,531,0.024482
math,2006,34,Convex cone optimization,0,531,0.0
math,2006,35,Galois cohomology obstructions,12,531,0.022599
math,2006,36,Non-symplectic group actions,22,531,0.041431
math,2006,37,Hodge-Frobenius manifolds,15,531,0.028249
math,2006,38,Signed domination complexity,4,531,0.007533
math,2006,39,Reduced Khovanov homology,15,531,0.028249
math,2006,40,Contact manifold fillings,8,531,0.015066
math,2006,41,Martingale measure augmentation,5,531,0.009416
math,2006,42,Multizeta q-values,8,531,0.015066
math,2006,43,Pro pp group commensurability,10,531,0.018832
math,2006,44,n-ary bihom algebras,6,531,0.011299
math,2006,45,Non-smooth proximal gradient analysis,0,531,0.0
math,2006,46,Nonlocal diffusion regularity,2,531,0.003766
math,2006,47,Extended hypergeometric functions,6,531,0.011299
math,2006,48,Quadratic Gorenstein ideals,10,531,0.018832
math,2006,49,Moduli sheaf operator theory,19,531,0.035782
math,2006,50,Singular Plateau Douglas Problem,2,531,0.003766
math,2006,51,Exponential family mirror descent,0,531,0.0
math,2006,52,Heavy-tail renewal mixing times,3,531,0.00565
math,2006,53,Perfect divisibility graphs,7,531,0.013183
math,2006,54,Operator regression acceleration,0,531,0.0
math,2006,55,Hardy space fractional operators,0,531,0.0
math,2006,56,Hive-spectrum large deviations,9,531,0.016949
math,2006,57,Decentralized consensus topologies,1,531,0.001883
math,2006,58,Fano threefold geometry,9,531,0.016949
math,2006,59,Fractional Maximal Operators,4,531,0.007533
math,2006,60,Complete intersection foliations,20,531,0.037665
math,2006,61,Physics-informed synthetic data generation,0,531,0.0
math,2006,62,Operadic Kan extensions,10,531,0.018832
math,2007,0,Mirror symmetry cohomology,16,617,0.025932
math,2007,1,Polynomial norm bounds,8,617,0.012966
math,2007,2,Yangian deformations,13,617,0.02107
math,2007,3,Multiplier ideals,8,617,0.012966
math,2007,4,Foliation theory,8,617,0.012966
math,2007,5,Clifford-algebra group theory,11,617,0.017828
math,2007,6,Hahn-Banach extensions,8,617,0.012966
math,2007,7,Quantum affine representations,15,617,0.024311
math,2007,8,Local cohomology monomial ideals,17,617,0.027553
math,2007,9,Pattern-avoiding permutations,13,617,0.02107
math,2007,10,Spectral amplitude relations,16,617,0.025932
math,2007,11,Quantum superalgebra structures,6,617,0.009724
math,2007,12,Geometric group theory equivalence,17,617,0.027553
math,2007,13,Knot move invariants,26,617,0.042139
math,2007,14,Fano variety bounds,7,617,0.011345
math,2007,15,Representability failure,7,617,0.011345
math,2007,16,Toric modular forms,12,617,0.019449
math,2007,17,Projective Galois group endomorphisms,14,617,0.02269
math,2007,18,Algebraic Hodge motives,10,617,0.016207
math,2007,19,Double plane structures,24,617,0.038898
math,2007,20,Random walk aging limits,6,617,0.009724
math,2007,21,Random packing asymptotics,13,617,0.02107
math,2007,22,Einstein-Kähler metrics,21,617,0.034036
math,2007,23,Super Lie identity theorems,9,617,0.014587
math,2007,24,Fibre-space Hodge cohomology vanishing,6,617,0.009724
math,2007,25,Lamination geodesic convergence,11,617,0.017828
math,2007,26,Random heap dynamics,4,617,0.006483
math,2007,27,Noncommutative crepant resolutions,18,617,0.029173
math,2007,28,Numerical PDE error analysis,1,617,0.001621
math,2007,29,Prime divisor asymptotics,10,617,0.016207
math,2007,30,Fragmentation-coalescent processes,10,617,0.016207
math,2007,31,Mirror symmetry i-functions,7,617,0.011345
math,2007,32,Siegel uniformity conjecture,8,617,0.012966
math,2007,33,Group embedding dimension bounds,13,617,0.02107
math,2007,34,Convex cone optimization,1,617,0.001621
math,2007,35,Galois cohomology obstructions,6,617,0.009724
math,2007,36,Non-symplectic group actions,26,617,0.042139
math,2007,37,Hodge-Frobenius manifolds,10,617,0.016207
math,2007,38,Signed domination complexity,2,617,0.003241
math,2007,39,Reduced Khovanov homology,12,617,0.019449
math,2007,40,Contact manifold fillings,5,617,0.008104
math,2007,41,Martingale measure augmentation,15,617,0.024311
math,2007,42,Multizeta q-values,5,617,0.008104
math,2007,43,Pro pp group commensurability,13,617,0.02107
math,2007,44,n-ary bihom algebras,13,617,0.02107
math,2007,45,Non-smooth proximal gradient analysis,0,617,0.0
math,2007,46,Nonlocal diffusion regularity,4,617,0.006483
math,2007,47,Extended hypergeometric functions,13,617,0.02107
math,2007,48,Quadratic Gorenstein ideals,12,617,0.019449
math,2007,49,Moduli sheaf operator theory,16,617,0.025932
math,2007,50,Singular Plateau Douglas Problem,3,617,0.004862
math,2007,51,Exponential family mirror descent,2,617,0.003241
math,2007,52,Heavy-tail renewal mixing times,6,617,0.009724
math,2007,53,Perfect divisibility graphs,14,617,0.02269
math,2007,54,Operator regression acceleration,0,617,0.0
math,2007,55,Hardy space fractional operators,2,617,0.003241
math,2007,56,Hive-spectrum large deviations,10,617,0.016207
math,2007,57,Decentralized consensus topologies,1,617,0.001621
math,2007,58,Fano threefold geometry,14,617,0.02269
math,2007,59,Fractional Maximal Operators,4,617,0.006483
math,2007,60,Complete intersection foliations,12,617,0.019449
math,2007,61,Physics-informed synthetic data generation,0,617,0.0
math,2007,62,Operadic Kan extensions,3,617,0.004862
math,2008,0,Mirror symmetry cohomology,21,638,0.032915
math,2008,1,Polynomial norm bounds,9,638,0.014107
math,2008,2,Yangian deformations,4,638,0.00627
math,2008,3,Multiplier ideals,12,638,0.018809
math,2008,4,Foliation theory,10,638,0.015674
