subject,topic_id,window,win_start,win_end,top_words,n_words
cs,8,2005–2010,2005,2010,"antenna, channel, mimo, receiver, feedback, rate, diversity, transmit_antenna, transmitter, beamforming, capacity, interference, radio, regulation, code, constellation, csi, qstbc, snr, space, wireless",21
cs,8,2010–2015,2010,2015,"antenna, channel, interference, mimo, receiver, scheme, downlink, power, beamforming, feedback, massive_mimo, ofdm, rate, snr, wireless, algorithm, capacity, csi, diversity, signal, transmitter",21
cs,8,2015–2020,2015,2020,"antenna, beamforming, channel, massive_mimo, mimo, downlink, interference, receiver, scheme, ofdm, signal, communication, estimation, irs, wireless",15
cs,8,2020–2025,2020,2025,"antenna, beamforming, channel, communication, massive_mimo, mimo, wireless, irs, ris, isac, ofdm, scheme, signal",13
cs,9,2000–2005,2000,2005,,0
cs,9,2005–2010,2005,2010,"graph, graphitour, assignment, cardinality, compression, induction, lossless, matching, quadratic, structure, transform, wavelet, admissibility, chebyshev, compatibility, edge, genomic, grammatical, link, molecule, network, node, quantization, random_walk, spectral",25
cs,9,2010–2015,2010,2015,"graph, subgraph, bipartite, filterbank, kernel, node, structure, wavelet, classification, dictionary, network, shervashidze, signal, affinity, aliasing, chebychev, consistency, downsampling, edge, extraction, graphlab, image, levi, link, matching, nefi, nnlrs, qmfs, quantization, random_walk, regularization, representation, transform, vertex",34
cs,9,2015–2020,2015,2020,"graph, network, datum, node, structure, representation, classification, nefi, signal, vertex, affinity, link, matching, consistency, dictionary, extraction, filter, gcn, gnn, image, learning, mag, neural_network, subgraph",24
cs,9,2020–2025,2020,2025,"datum, gnn, graph, network, neural_network, node, representation, classification, neural_network_gnn, learning, structure, gcn, dataset, subgraph",14
cs,10,2000–2005,2000,2005,"recommendation, talkmine, web, apweb, preference, recommender, bucket, information, keyword, ontology, popularity, site, association, blacksburg, bookmark, bookmarking, clickstream, collaborative, content, distance, document, dynamical, evidence, extendable, link, motivated, ontological, partial, personalization, pipe, profile, rank, retrieval, tag, tagging, topic, unobtrusive, web_page, website",39
cs,10,2005–2010,2005,2010,"site, web, tagging, collaborative, rating, bookmarking, bucket, collaborative_filtering, customer, multicampaign, nectarss, popularity, recommendation, recommender, simrank, tag, algorithm, bookmark, channel, commerce, content, contributory, del_icio, dynamical, imp, multidimensional, peer_peer, preference, query, ranking, slope, ssnr",32
cs,10,2010–2015,2010,2015,"rating, recommendation, recommender, collaborative_filtering, item, preference, social, click, web, algorithm, network, tag, cold_start, datum, imp, information, library, multicampaign, online, query, site, ssnr",22
cs,10,2015–2020,2015,2020,"collaborative_filtering, item, preference, rating, recommendation, recommender, social, datum, dataset, cold_start, interaction, algorithm, click, commerce, customer, movie, network, news, product",19
cs,10,2020–2025,2020,2025,"dataset, interaction, item, preference, recommendation, recommender, behavior, collaborative_filtering, graph, llm, session, cold_start, commerce, ctr, datum, rating, sequential",17
cs,11,2000–2005,2000,2005,"robot, clp, control, motion, aerodynamic, angle, chip, cumulative, global, modeling, multiagent, rectangular, space, topological, trapezoidal, agv, constraint, cooperative, heirarchical, horizon, inequality, jaulin, metamorphic, milp, mixed_integer, mobile, nonlinear, planning, proteo, reconfigurable, rigid, safe, sound, tracking, trajectory, tuning, vehicle",37
cs,11,2005–2010,2005,2010,"robot, trajectory, control, manipulator, rpr, assembly, idiotypic, ltl, milp, mode, nonlinear, singular, singularity, stl, vehicle, arm, conformant, double_integrator, environment, gear, geometry, helicopter, horizon, hsm, joint, machining, mixed_integer, navigation, planning, pocket, rigid, rrg, rrt, speed, tracking, workspace",36
cs,11,2010–2015,2010,2015,"planning, robot, motion, algorithm, path, agent, control, rrt, asteroid, autonomous, idiotypic, navigation, vehicle, bat, configurator, conformant, controller, coordinator, deflection, environment, ltl, medial_axis, nuroa, robotic, rrg, short_path, spacecraft, stl, trajectory",29
cs,11,2015–2020,2015,2020,"control, motion, path, planning, robot, trajectory, vehicle, algorithm, robotic, controller, collision, environment, planner, agent, formation, obstacle",16
cs,11,2020–2025,2020,2025,"collision, control, environment, motion, path, planning, robot, trajectory, controller, planner, obstacle, vehicle",12
cs,12,2000–2005,2000,2005,,0
cs,12,2005–2010,2005,2010,,0
cs,12,2010–2015,2010,2015,"object, object_detection, foreground, image, categorization, class, classifier, detector, foreground_background, kernelboost, pixel, recognition, segmentation, viewpoint, block, cluttered, dataset, detection, illustrative, lighting_condition, obstacle, robot, scene, semantic_segmentation, sub, variation",26
cs,12,2015–2020,2015,2020,"detection, image, object, object_detection, segmentation, semantic_segmentation, cnn, detector, network, dataset, convolutional, foreground, kernelboost, proposal, scene",15
cs,12,2020–2025,2020,2025,"dataset, detector, image, object, object_detection, segmentation, semantic_segmentation, detection, network, scene, training, cnn, instance, mask, pixel",15
cs,13,2000–2005,2000,2005,"question, document, retrieval, answer, information, irex, extraction, extran, manpage, phrase, qaviar, search_engine, subcognitive, word, french, google, google_yahoo, gram, icmaus, language, navigation, nlqa, ntcir2, query, relevancy, search, sp61, topic, trail, transcription, web, xml, zettair",33
cs,13,2005–2010,2005,2010,"document, retrieval, query, relevance, cooccurrence, information, bulletin_board, expansion, measure, scir, search_engine, term, xml, candidate, category, conformity, defect, derivational, descriptor, entity, fuzzy, google_yahoo, hypertextual, language, logic, pass, priscrawler, question, search, topic, wikipedia, word, zettair",33
cs,13,2010–2015,2010,2015,"document, query, retrieval, search, information, relevance, page, term, ooic, searcher, web, answer, bulletin_board, cluster, cooccurrence, crawler, derivational, eliteness, formulae, frustrated, html, probfuse, question, scir, search_engine, xml, yahoo",27
cs,13,2015–2020,2015,2020,"answer, document, information, query, question, retrieval, search, text, dataset, semantic, passage, web, formulae, knowledge, search_engine, searcher, term",17
cs,13,2020–2025,2020,2025,"answer, dataset, document, knowledge, query, question, retrieval, language, passage, llm, text, rag, bert, information",14
cs,14,2000–2005,2000,2005,"neural_network, feedforward, disruption, eigenvalue_eigenvector, functional, generalization, interneuron, multiextremal, signal, tip_tongue, tot, batch, blahut_arimoto, bottleneck, codeword, constrained, convergent, dimensionality, distortion, entropic, global, information, interference, interneron, learning, link, memoryless, minimization, mutual, quadratic, speech, stochastic, tsallis, variational, weight, x1000",36
cs,14,2005–2010,2005,2010,"functional, neural_network, algorithm, function, learning, multiextremal, sparsification, barrier, binary, datum, discoverable, eigenvalue_eigenvector, entropic, feedforward, heavy_tail, humour, input, logarithm, matrix, mlp, multilayer_perceptron, netlines, online, optimization, pattern, perceptron, projection, restart, space, sparsity, stochastic, sub, thyroid, training, truncated, tsallis, uci, unit, weight",39
cs,14,2010–2015,2010,2015,"network, eta, hypercomplex, neuron, plefka, vario, approximation, belief, function, jaakkola, neural_network, optimization, saul, training, adadelta, boltzmann_machine, chief, deep, feedforward, hinton, jordan, layer, mfng, multi_layer_perceptron, node, piecewise, propagation, regularization, spns",29
cs,14,2015–2020,2015,2020,"deep, function, layer, network, neural_network, training, gradient, weight, neuron, relu, activation, algorithm, gradient_descent, hypercomplex, propagation, spns",16
cs,14,2020–2025,2020,2025,"deep, function, gradient, layer, network, neural_network, relu, training, weight, activation, generalization, gradient_descent, width",13
cs,15,2000–2005,2000,2005,"automation, behaviour, car, constrain, control, cybercar, environmental, european, interurban, lane, minority, prepared, self, selfish, strategy, technology, traffic, transport, urban, vehicle",20
cs,15,2005–2010,2005,2010,"automation, car, collision, consecutive, counterflow, cybercar, dangerous, european, exposure, extension, floor, formation, intelligent_transportation, intersection, interurban, lane, lateral, microscopic, pedestrian, prepared, road, sensor, situation, summary, technology, traffic, transport, urban, vehicle, video",30
cs,15,2010–2015,2010,2015,"traffic, pedestrian, driver, road, collision, intersection, lateral, travel, vehicle, accident, element, exposure, sensor, agent, anticipation, car, cellular_automata, dangerous, destination, distraction, euroncap, fatigue, intelligent_transportation, labview, maneuver, plan, quick, session, test, video, vut",31
cs,15,2015–2020,2015,2020,"car, driver, pedestrian, traffic, vehicle, driving, maneuver, road, safety, accident, autonomous_vehicle, lane, test, agent, autonomous_driving, controller, euroncap, maeb, trajectory, vut",20
cs,15,2020–2025,2020,2025,"autonomous_vehicle, driver, driving, traffic, trajectory, vehicle, safety, pedestrian, prediction, road, autonomous_driving, agent, car, scenario",14
cs,16,2000–2005,2000,2005,,0
cs,16,2005–2010,2005,2010,,0
cs,16,2010–2015,2010,2015,"adversarial, adversarial_perturbation, dataset, explanation, intriguing, maxout, mnist, neural_network, nonlinearity, training",10
cs,16,2015–2020,2015,2020,"adversarial, adversarial_perturbation, neural_network, training, perturbation, attack, defense, adversarial_attack, explanation, input, maxout, image, intriguing, nonlinearity, robustness, dataset, dnn, mnist",18
cs,16,2020–2025,2020,2025,"adversarial, adversarial_attack, attack, defense, image, perturbation, robustness, training, adversarial_perturbation, robust, neural_network, transferability",12
cs,17,2000–2005,2000,2005,"protein, structure, grand, kleinberg, rna, sequence, toolbox, biochemical, brem, brian, canonical, eiav, folded, folding, gro, haye, hiv, hydrophilic, landscape, molecule, monomer, native, nucleic_acid, operation, protein_protein, rhode, rna_secondary, secondary, site, tetrahedron",30
cs,17,2005–2010,2005,2010,"protein, eiav, atomic, bio_pepa, formal, functional, gene_regulatory, hiv, phenotype, receptor, rna, sbgn, subcellular, artmap, bacillus, derivable, dna, form, genetic, gpcrs, gpm, kernel, knowledge, lennard_jones, metabolic, metropolis, molecular, molecule, nonbiological, nucleic_acid, olfactory_receptor, or1d2, or1d5, protein_protein, reaction, sequence, site, sporulation, structure, subtili, tetrahedron, yeast",42
cs,17,2010–2015,2010,2015,"protein, gene, network, biological, crn, grn, cytoscape, disease, gpcrs, sff, algorithm, amino_acid, aminoacid, bem, bio_pepa, bisimulation, compound, contact, cytoitmprobe, datum, dna, electrostatic, energy, gene_regulatory, inference, inmaca, itm_probe, odse, olfactory_receptor, or1d2, or1d5, phenotype, receptor, sbgn, sequence, solubility, structure, transcriptional",38
cs,17,2015–2020,2015,2020,"gene, protein, datum, molecular, prediction, drug, structure, chemical, molecule, network, crn, odse, reaction, algorithm, biological, bisimulation, cancer, conformation, drug_discovery, graph, interaction, sequence, solubility",23
cs,17,2020–2025,2020,2025,"chemical, drug, drug_discovery, molecular, molecule, prediction, protein, structure, datum, graph, material, gene, property",13
cs,18,2000–2005,2000,2005,"function, algebraic, field, tower, place, polynomial, rational, tensor, vladut, 65th, drinfeld, extension, symmetry, algebra, algorithm, bent, boolean, code, covariant_derivative_curvature, curve, degree, fermat, ginac, pthree, quadric, zeta",26
cs,18,2005–2010,2005,2010,"algebraic, algorithm, function, polynomial, complexity, matrix, bent, finite, algebra, arithmetic, boolean, calculus, coefficient, fermat, field, fractal, gal, ginac, interlace, linear, liouvillian, monoid, nomial_coefficient, noncommutative_determinant, oabp, point, recurrence, rsbfs, symmetry, tensor, trinomial, vpspace, zeta",33
cs,18,2010–2015,2010,2015,"algebraic, algorithm, function, matrix, polynomial, algebra, field, degree, linear, bent, finite, mathbb_mathbb, complexity, curve, gapspp, oabp, proof, puiseux_series, rational, sum, symmetric",21
cs,18,2015–2020,2015,2020,"algebraic, algorithm, function, mathbb_mathbb, polynomial, degree, finite, matrix, bent, field, sum, algebra, complexity, mathbb, ring, symmetric",16
cs,18,2020–2025,2020,2025,"algebraic, algorithm, function, mathbb_mathbb, matrix, polynomial, mathbb, algebra, conjecture, degree, differential, field, finite, linear, sum, apn, complexity, matroid",18
cs,19,2000–2005,2000,2005,,0
cs,19,2005–2010,2005,2010,"abdomen, anatomical, class, dataset, acquisition, caenorhabditis, elegans, environment, meme, meta, modality, motility, nematode, spine, visualization, volume",16
cs,19,2010–2015,2010,2015,"segmentation, slicer, motility, clinical, dataset, descriptor, dsc, image, lung, nematode, pathological, pituitary_adenoma, slice, abdomen, anatomical, bilistic, caenorhabditis, cient, class, classification, elegans, environment, glioblastoma_multiforme, glioma, growcut, keypoint, manual, mdpm, medical, meme, neurosurgeon, parenchyma, physician, random_walk, signi, skeletal_muscle, speci, supervoxel, tumor, volume, volumetry",41
cs,19,2015–2020,2015,2020,"image, segmentation, lesion, brain, network, liver, medical, mri, organ, convolutional, fcn, lung, pathological, spine, tumor, classification, clinical, cnn, datum, descriptor, fracture, mdpm, net, pituitary_adenoma, slice, slicer",26
cs,19,2020–2025,2020,2025,"image, lesion, medical, mri, organ, segmentation, tumor, dataset, network, brain_tumor, net, sam, brain",13
cs,20,2000–2005,2000,2005,"derivative, algebra, approximation, curve, fortran, kranc, linear, numerical, orthogonal, rbf, rbfns, adf95, analytical, ann, carleman, code, computer, conservation_law, constrain, einstein, gap, geometry, hopfield, mathematica, neutrino_oscillation, non, optimum, partial_differential_pde, people, petviashvili, principal, relativity, runge_kutta, stability, tensorial, tool, wave, wavelet",38
cs,20,2005–2010,2005,2010,"adf95, conservation_law, eddy, fortran, hopfield, markov_chain, subgrid, algebra, approximation, code, derivative, estimator, evolution, exemplified, fitness, flow, forecasting, illustrative, isotropic_turbulence, kranc, macroscopic, microscopic, network, numerical, optimal, optimum, permit, riley, river, sfn, symbolic, tool, turbulence",33
cs,20,2010–2015,2010,2015,"abstract_syntax, automatic_differentiation, deep_learning, description, dynamical, form, formulation, interestingness, language, library, macroeconomic, macrostate, network, observable, partial_differential, ssc, synthesizer, ufl, variational, weak",20
cs,20,2015–2020,2015,2020,"deep_learning, neural_network, network, pde, physics, ssc, datum, differential, nonlinear, description, dynamical, observable, partial_differential, synthesizer, alamo, autocatalytic, deep, dimensional, dns, fft, interestingness, liquid, macroeconomic, macrostate, numerical, ode, physical, porosity",28
cs,20,2020–2025,2020,2025,"datum, neural_network, pde, physics, dynamic, ode, neural, numerical, pinn, differential, operator, physical, deep_learning, network, deeponet",15
cs,21,2000–2005,2000,2005,"action, architecture, artificial, cognitive, hand, hand_gesture, junction, multifingered, prehensile, robot",10
cs,21,2005–2010,2005,2010,"capable, cope, discretization, mccallum, mobile, partial_observability, piecewise, robot, space, vision",10
cs,21,2010–2015,2010,2015,"behavior, manipulation, robot, location, submodularity, light, sequence, svms, switch, causal, cause, environment, garage, gathering, manipulator, mrf, perceiving, perception, rocker, rspl, theorem, visual, willow",23
cs,21,2015–2020,2015,2020,"manipulation, robot, visual, human, object, action, environment, behavior, causal, motion, robotic, cause, perceiving, planning, demonstration, manipulator, perception, recognizer, submodularity, theorem",20
cs,21,2020–2025,2020,2025,"action, human, manipulation, motion, object, robot, robotic, environment, policy, visual, planning, vla",12
cs,22,2000–2005,2000,2005,"logic, automata, rule, temporal, atom, consistency, constraint, elimination, event, hybrid, preorder, property, prss, reach, rsld, scheduling, sld, altl, ccgolog, checking, concurrent, congolog, ctl, decidability, fixpoint, format, infinite, language, petri_net, pevt_pfrr, pfrr_pevt, precongruence, program, reachability",34
cs,22,2005–2010,2005,2010,"logic, petri_net, automata, program, property, verification, abstraction, bisimulation, clock, constraint, equivalence, language, abstract, calculus, counterexample, decidable, event, finite, fixpoint, ltl, mvpa, pevt_pfrr, pfrr_pevt, predicate, probabilistic, prss, qrctl, reachability, reply, specification, termination",31
cs,22,2010–2015,2010,2015,"automata, logic, program, verification, bisimulation, property, specification, transition, concurrent, equivalence, reachability, calculus, abstraction, game, petri_net, pushdown, temporal, termination",18
cs,22,2015–2020,2015,2020,"automata, logic, program, property, specification, verification, concurrent, reachability, synthesis, temporal, petri_net, bisimulation, ltl, timed, transition",15
cs,22,2020–2025,2020,2025,"logic, program, specification, temporal, verification, reachability, automata, petri_net, checking, ltl, property, synthesis, concurrent, game, semantic, timed, trace",17
cs,23,2000–2005,2000,2005,"language, speech, speech_recognition, word, retrieval, transcription, prosodic, tip_tongue, vocabulary, amharic, annotation, collection, entropy, html, lecture, maximum, metaphone, mllr, prosody, psycholinguistic, recognizer, repair, speedup, spoken, switchboard, transcribed, trigram, voicexml, xml",29
cs,23,2005–2010,2005,2010,"phoneme, speech, speech_recognition, syllabic, timit, blstm, disorder, language, recurrent_neural_network, romanian, transcript, alignment, classifier, ctc, hmm, hmms, lexicon, linguistique, parole, principal, recognition, segment, syllable, synthesis, therapy, token, trajectory, transcription, word, zha",30
cs,23,2010–2015,2010,2015,"speech, speech_recognition, language, corpus, phoneme, pronunciation, acoustic, arabic, pba, punjabi, rnns, romanian, speaker, sphinx3, alignment, british_national, corpora, disorder, eesen, hmm, hmms, lstm, nettalk, oral_history, pronounce, recurrent_neural_network, rnn, speech_recognition_asr, speech_tts, timit, word, zha",32
cs,23,2015–2020,2015,2020,"acoustic, language, phoneme, speech, speech_recognition, asr, ctc, word, gram, lstm, recurrent_neural_network, rnns, sequence, training, wer, eesen, english, oral_history, punjabi, recognition",20
cs,23,2020–2025,2020,2025,"asr, language, speech, speech_recognition, speech_recognition_asr, word, acoustic, speaker, text, ctc, wer, audio, multilingual, training, llm, phoneme",16
cs,24,2000–2005,2000,2005,"exchange, electronic, maintainer, multicast, aasl, aasls, append, dns, internet, key, paypal, protocol, rmp, root, secure, stock, ticker, timeline, certificate_revocation, chain, digest, entanglement, hash, international, micropayment, pki, secret_sharing, sequence, service, skip, stock_ticker, synchronisation, tamper_evident, tpm, trust",35
cs,24,2005–2010,2005,2010,"replica, byzantine_agreement, byzantine_fault_tolerant, certificate_revocation, electronic, hash, micropayment, nondeterminism, payment, authentication, byzantine_fault, cash, cegd, certificate, chain, concurrency, coordinator, country, credit_card, exchange, internet, key, maintainer, middleware, party, paypal, pki, proceeding_7th, protocol, proxy, pseudonym, replicas, secco, security, service, signature, signer, transaction, trust, workshop",40
cs,24,2010–2015,2010,2015,"amanat, protocol, supplier, transaction, bitcoin, bullwhip, byzantine, trust, chain, currency, customer, quorum, swiftcloud, blind, client, coin, consensus, double_spending, intellectual_property, miner, party, replication, retail, secret_sharing, verification",25
cs,24,2015–2020,2015,2020,"bitcoin, protocol, transaction, blockchain, ledger, consensus, trust, security, smart_contract, byzantine, currency, double_spending, money, privacy, blind, coin, contract, datum, decentralized, network, payment, quorum",22
cs,24,2020–2025,2020,2025,"blockchain, protocol, security, smart_contract, transaction, bitcoin, consensus, ledger, network, ethereum, technology, chain, datum, decentralized, privacy",15
cs,25,2000–2005,2000,2005,"adopter, brain, civic, comdig, communication, conference, conference_proceeding, digest, internet, liberal_democracy, mass, medium, participation, political, populi, radio, regime, social, vox, vpa",20
cs,25,2005–2010,2005,2010,"digg, social, social_medium, activity, content, internet, network, online, participation, september, spike, voting, acrimony, adaptationist, dugg, flickr, news, rating, site, video, voter, web, website",23
cs,25,2010–2015,2010,2015,"network, online, social, social_medium, content, twitter, digg, event, information, tweet, poster, activity, blog, comment, friend, groupon, news, people, photographer, political, sina_weibo, site, voter, voting, website",25
cs,25,2015–2020,2015,2020,"online, social, social_medium, tweet, twitter, content, network, bot, news, facebook, political, information, community, covid, event, post",16
cs,25,2020–2025,2020,2025,"online, political, social, social_medium, tweet, twitter, misinformation, community, content, news, covid, network, bot, post",14
cs,26,2000–2005,2000,2005,"algebraic, code, curve, frame, convolutional, bch, cgu, distance, dual, goppa, nice, preparata, reed_solomon_code, vector, abelian_group, basis, codeword, grassmannian, kerdock, length, mds, parity_check, perp, redundancy, weight_enumerator",25
cs,26,2005–2010,2005,2010,"code, codeword, distance, length, linear, construction, algebraic, binary, constant, mds, minimum, rank, weight, adic, cdc, convolutional, error, goppa, interleaver, moment_kloosterman, parity_check, redundancy, reed_solomon_code, residue, secret_sharing, ssd, symbol",27
cs,26,2010–2015,2010,2015,"code, construction, length, linear, binary, codeword, distance, cyclic, dual, reed_solomon_code, bound, constant, weight, wom, goppa, list, minimum, negacyclic, quasi_cyclic",19
