subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
cs,3,2010–2015,2015–2020,2010–2015 → 2015–2020,0.40154,0.59846,"sentence, crowdsourced, logical, parser, parsing, planner, reasoning, spatial, able, animal, contextual, crf, initial, lambda, lexicon, meaning, natural_language, querying, recursive, text, word","logical, parser, parsing, reasoning, question, semantic, neural, sentence, dataset, diagram, planner, representation, visual, aog, crf, crowdsourced, dependency, recursive, riddle, ruge, rule, spatial, symbolic, vqa"
cs,3,2015–2020,2020–2025,2015–2020 → 2020–2025,0.653012,0.346988,"logical, parser, parsing, reasoning, question, semantic, neural, sentence, dataset, diagram, planner, representation, visual, aog, crf, crowdsourced, dependency, recursive, riddle, ruge, rule, spatial, symbolic, vqa","logical, question, reasoning, semantic, visual, parser, parsing, symbolic, knowledge, language, neural, llm, natural_language, vqa, dataset, representation"
cs,4,2000–2005,2005–2010,2000–2005 → 2005–2010,0.229907,0.770093,"algorithm, bidding, auction, bid, bidder, disadvantaged, object, arc, combinatorial, optimal, relaxation, stackelberg, toll, adversary, agent, allocation, approximation, auctioneer, bin, budget, closed_form, cost, epsilon, log_log_log_log, medians, pricing, revenue, search, service, short_path, unequal, valuation","advertisement, algorithm, price_auction, slate, price, approximation, bin, fly, ordering, pricing, subroutine, arc, bid, bin_packing, budget, cost, epsilon, follower, generalized, item, log_log_log_log, market_maker, matroid, matroid_secretary, medians, outcome, relaxation, spm, stackelberg, toll"
cs,4,2005–2010,2010–2015,2005–2010 → 2010–2015,0.298142,0.701858,"advertisement, algorithm, price_auction, slate, price, approximation, bin, fly, ordering, pricing, subroutine, arc, bid, bin_packing, budget, cost, epsilon, follower, generalized, item, log_log_log_log, market_maker, matroid, matroid_secretary, medians, outcome, relaxation, spm, stackelberg, toll","algorithm, approximation, auction, matroid, mechanism, request, truthful, advertisement, agent, bid, bidder, job, node, price_auction, slate, valuation, allocation, contract, machine, matroid_secretary, price, revenue, rmas, round, spm, swm, unsplittable"
cs,4,2010–2015,2015–2020,2010–2015 → 2015–2020,0.608213,0.391787,"algorithm, approximation, auction, matroid, mechanism, request, truthful, advertisement, agent, bid, bidder, job, node, price_auction, slate, valuation, allocation, contract, machine, matroid_secretary, price, revenue, rmas, round, spm, swm, unsplittable","algorithm, auction, allocation, approximation, item, truthful, agent, bidder, combinatorial, mechanism, online, advice, assignment, bid, bin_packing, constraint, cost, dice, facility, job, matroid, node, optimal, payment, pcst, prophet_inequality, ratio, submodular, valuation, welfare, winner"
cs,4,2015–2020,2020–2025,2015–2020 → 2020–2025,0.738099,0.261901,"algorithm, auction, allocation, approximation, item, truthful, agent, bidder, combinatorial, mechanism, online, advice, assignment, bid, bin_packing, constraint, cost, dice, facility, job, matroid, node, optimal, payment, pcst, prophet_inequality, ratio, submodular, valuation, welfare, winner","algorithm, auction, optimal, agent, allocation, approximation, item, online, ratio, assignment, combinatorial, cost, advice, arm, bid, competitive, facility, facility_location, job, knapsack, mechanism, prophet_inequality, revenue, reward, subsidy"
cs,5,2000–2005,2005–2010,2000–2005 → 2005–2010,0.008267,0.991733,"lattice, word, alignment, backing, conditional, confusion, datum, distribution, event, factored, factorization, grammar, hypothesis, joint, katz, likelihood, mixture, nlp, parallel, prediction, rate, recognizer, representation, sentence, statistical, tagging, training, wer","basic, clustering, expectation_maximization, gibb, mixture, multinomial, naive_baye, text, unsupervised, vocabulary"
cs,5,2005–2010,2010–2015,2005–2010 → 2010–2015,0.0,1.0,"basic, clustering, expectation_maximization, gibb, mixture, multinomial, naive_baye, text, unsupervised, vocabulary","mkl, kernel, topic, elastic, latent, sparsity, admixture, def, document, harmonium, inference, net, regularization, sparfa, word, conjugate, marginal_likelihood, nonparametric, norm, poslda, probabilistic, svd, vector, weight, wing"
cs,5,2010–2015,2015–2020,2010–2015 → 2015–2020,0.244683,0.755317,"mkl, kernel, topic, elastic, latent, sparsity, admixture, def, document, harmonium, inference, net, regularization, sparfa, word, conjugate, marginal_likelihood, nonparametric, norm, poslda, probabilistic, svd, vector, weight, wing","topic, word, datum, representation, sentence, text, distribution, document, embedding, latent, latent_variable, language, mkl, admixture, def, generation, generative, inference, nonparametric, vector"
cs,5,2015–2020,2020–2025,2015–2020 → 2020–2025,0.400813,0.599187,"topic, word, datum, representation, sentence, text, distribution, document, embedding, latent, latent_variable, language, mkl, admixture, def, generation, generative, inference, nonparametric, vector","generation, language, sentence, text, topic, word, dataset, context, datum, embedding, representation, document, llm, entity, generative, latent_variable, retrieval, token"
cs,6,2000–2005,2005–2010,2000–2005 → 2005–2010,0.623323,0.376677,"channel, distortion, bec, beq, encoder, information, rate, source, achievable_rate, bound, coding, communication, diversity, exponent, lag, multichannel, quantizer, row_column, tuple, wyner_ziv","channel, distortion, rate, source, capacity, gaussian, information, coding, receiver, relay, transmitter, interference, bec, beq, encoder, exponent, feedback, network, region, wyner_ziv"
cs,6,2005–2010,2010–2015,2005–2010 → 2010–2015,0.629016,0.370984,"channel, distortion, rate, source, capacity, gaussian, information, coding, receiver, relay, transmitter, interference, bec, beq, encoder, exponent, feedback, network, region, wyner_ziv","channel, gaussian, network, rate, capacity, relay, scheme, source, receiver, region, distortion, wireless, achievable_rate, broadcast_channel, feedback, interference, packet, transmission, transmitter"
cs,6,2010–2015,2015–2020,2010–2015 → 2015–2020,0.631222,0.368778,"channel, gaussian, network, rate, capacity, relay, scheme, source, receiver, region, distortion, wireless, achievable_rate, broadcast_channel, feedback, interference, packet, transmission, transmitter","channel, network, rate, receiver, scheme, cache, delivery, transmission, packet, wireless, broadcast_channel, gaussian, relay, broadcast, code, index, interference, message, optimal"
cs,6,2015–2020,2020–2025,2015–2020 → 2020–2025,0.510371,0.489629,"channel, network, rate, receiver, scheme, cache, delivery, transmission, packet, wireless, broadcast_channel, gaussian, relay, broadcast, code, index, interference, message, optimal","cache, channel, scheme, rate, transmission, wireless, communication, distortion, message, allocation, code, delivery, file, network, optimal, receiver, antenna, constellation, mimo, packet, scma, semantic"
cs,7,2010–2015,2015–2020,2010–2015 → 2015–2020,0.247031,0.752969,"object, abstraction, algorithm, compositional, derivation, image, landmark, light, recognition, search, architecture, association, boundary, building, codification, curve, descriptor, gasp, grayscale, occlusion, photo, point_cloud, query, region, relation, shape, spatial, superpixel, surface","image, object, point, scene, point_cloud, text, vanishing, container, fcrn, liquid, network, segmentation, synthetic, codification, descriptor, detection, document, geometric, gspn, horizontal, hse, instance, landmark, manhattan, occlusion, recognition, region, relation, rsnet, semantic, spatial, subspace"
cs,7,2015–2020,2020–2025,2015–2020 → 2020–2025,0.585571,0.414429,"image, object, point, scene, point_cloud, text, vanishing, container, fcrn, liquid, network, segmentation, synthetic, codification, descriptor, detection, document, geometric, gspn, horizontal, hse, instance, landmark, manhattan, occlusion, recognition, region, relation, rsnet, semantic, spatial, subspace","document, image, object, point_cloud, point, scene, segmentation, text, dataset, geometric, network, crater, detection, graph, hse, transformer"
cs,8,2000–2005,2005–2010,2000–2005 → 2005–2010,0.362446,0.637554,"logic, rule, calculus, checking, normed, theorem_prover, chr, circularity, decidable, forum, grammar, proof, prss, rewrite, tautology, 2lr, altl, ctl, decidability, deduction, elan, equational, exptime, fixpoint, function, inevitability, lcf, level, nzf, petri_net, pevt_pfrr, pfrr_pevt, pfrr_pfrr, prolog, specification, timed_automaton","calculus, confluence, logic, automata, rule, bedwyr, decidable, noetherian, pevt_pfrr, pfrr_pevt, rewrite, sequent_calculus, chr, constructor, curry_howard_isomorphism, determinization, fixpoint, grammar, gts, lambda, lambda_calculus, lcss, mcbride, mvpa, nlc, nzf, omega, pdl, petri_net, pfrr_pfrr, ppda, probabilistic, proof, property, prss, substitution, suspension, terminating, termination, timed_automaton"
cs,8,2005–2010,2010–2015,2005–2010 → 2010–2015,0.351278,0.648722,"calculus, confluence, logic, automata, rule, bedwyr, decidable, noetherian, pevt_pfrr, pfrr_pevt, rewrite, sequent_calculus, chr, constructor, curry_howard_isomorphism, determinization, fixpoint, grammar, gts, lambda, lambda_calculus, lcss, mcbride, mvpa, nlc, nzf, omega, pdl, petri_net, pfrr_pfrr, ppda, probabilistic, proof, property, prss, substitution, suspension, terminating, termination, timed_automaton","automata, term, confluence, rewrite, rule, lmo, logic, determinization, ltl, nominal, proof, stg, termination, abstract_syntax, accltl, apa, chr, compression, countermodel, determinisation, graph, gts, hedge, kat, language, mizar, noetherian, omega, phl, polynomial, symmetry, transformation"
cs,8,2010–2015,2015–2020,2010–2015 → 2015–2020,0.486971,0.513029,"automata, term, confluence, rewrite, rule, lmo, logic, determinization, ltl, nominal, proof, stg, termination, abstract_syntax, accltl, apa, chr, compression, countermodel, determinisation, graph, gts, hedge, kat, language, mizar, noetherian, omega, phl, polynomial, symmetry, transformation","automata, proof, logic, rule, calculus, term, decidable, lock, rewrite, string, calculi, characterisation, commutativity, determinisation, dpns, finitary, forall, formalism, infinitary, lmo, ltl, maude, nominal, peg, petri_net, projection, pushdown, regmtl, regular, rewriter, spanner, stit, symbolic, symmetry"
cs,8,2015–2020,2020–2025,2015–2020 → 2020–2025,0.482671,0.517329,"automata, proof, logic, rule, calculus, term, decidable, lock, rewrite, string, calculi, characterisation, commutativity, determinisation, dpns, finitary, forall, formalism, infinitary, lmo, ltl, maude, nominal, peg, petri_net, projection, pushdown, regmtl, regular, rewriter, spanner, stit, symbolic, symmetry","logic, rule, proof, rewrite, calculus, language, automata, regular, repair, ltl, calculi, dedukti, expression, fragment, fsynth, grammar, hyperpropertie, hypertsl, input, ltlebr, peg, rewb, rewriter, sequent, spanner, stit, string, symbolic, tock_csp"
cs,9,2000–2005,2005–2010,2000–2005 → 2005–2010,0.014544,0.985456,"choice, encrypting, infomediary, notice, p3p, privacy, site, tool, web, cooky, pur","datum, anonymity, anonymization, anonymous, border, cause, concentration, dataset, disclosure, enterprise, group, illustrative, passport, privacy, publication, subclass, undesirable, update, vital"
cs,9,2005–2010,2010–2015,2005–2010 → 2010–2015,0.413627,0.586373,"datum, anonymity, anonymization, anonymous, border, cause, concentration, dataset, disclosure, enterprise, group, illustrative, passport, privacy, publication, subclass, undesirable, update, vital","privacy, anonymity, certificate, concentration, datum, disclosure, group, illustrative, information, subclass, undesirable, anonymization, business, cause, chill, collation, delhi, design, egovernment, federation, futuristic, genome, genomic, identity, licence, metadata, personal, provider, service, service_provider, thrill, treasure, trove, uganda, vital, wgs, worrisome"
cs,9,2010–2015,2015–2020,2010–2015 → 2015–2020,0.427115,0.572885,"privacy, anonymity, certificate, concentration, datum, disclosure, group, illustrative, information, subclass, undesirable, anonymization, business, cause, chill, collation, delhi, design, egovernment, federation, futuristic, genome, genomic, identity, licence, metadata, personal, provider, service, service_provider, thrill, treasure, trove, uganda, vital, wgs, worrisome","privacy, datum, genome, personal, anonymisation, anonymity, chill, consent, duke_university, genomic, health, information, network, social, thrill, trove, wgs, anonymization, app, blockchain, compliance, differential_privacy, directive, futuristic, gdpr, informed_consent, infrastructure, mcs, online, regulation, sensitive, treasure, worrisome"
cs,9,2015–2020,2020–2025,2015–2020 → 2020–2025,0.412623,0.587377,"privacy, datum, genome, personal, anonymisation, anonymity, chill, consent, duke_university, genomic, health, information, network, social, thrill, trove, wgs, anonymization, app, blockchain, compliance, differential_privacy, directive, futuristic, gdpr, informed_consent, infrastructure, mcs, online, regulation, sensitive, treasure, worrisome","consent, datum, personal, privacy, gdpr, policy, compliance, risk, security, differential_privacy, floc, information, protection, biometric, blockchain, feddice, health, llm, privacy_protection, regulation, ropa"
cs,10,2000–2005,2005–2010,2000–2005 → 2005–2010,0.66589,0.33411,"language, program, programming, logic, specification, grammar, prolog, tracer, abstract, athena, declarative, alma, asf, calculus, chr, clp, compiler, constraint, curry, design, jdi, logen, metaprogram, safety, slicing, specialisation, specialiser, statechart, tool, trace, unification","language, program, programming, abstract, curry, specification, currybrowser, dialect, gipsy, intensional, lambdix, logic, prolog, propagator, compiler, diagram, hoil, interpreter, lisp, lucid, metaprogram, multithreaded, proof, safety, semantic, slicing, tdl, tool, tracer, unification, verification"
cs,10,2005–2010,2010–2015,2005–2010 → 2010–2015,0.656727,0.343273,"language, program, programming, abstract, curry, specification, currybrowser, dialect, gipsy, intensional, lambdix, logic, prolog, propagator, compiler, diagram, hoil, interpreter, lisp, lucid, metaprogram, multithreaded, proof, safety, semantic, slicing, tdl, tool, tracer, unification, verification","language, program, specification, programming, compiler, software, verification, prolog, development, formal, intensional, logic, propagator, binprolog, contract, dialect, equivalence, gipsy, hram, javascript, lucid, parser, semantic, synthesis, uml"
cs,10,2010–2015,2015–2020,2010–2015 → 2015–2020,0.709691,0.290309,"language, program, specification, programming, compiler, software, verification, prolog, development, formal, intensional, logic, propagator, binprolog, contract, dialect, equivalence, gipsy, hram, javascript, lucid, parser, semantic, synthesis, uml","language, program, specification, synthesis, formal, semantic, code, programming, software, verification, abstract, compiler, contract, development, gxw, interpreter, javascript, refactoring, tbcg"
cs,10,2015–2020,2020–2025,2015–2020 → 2020–2025,0.595024,0.404976,"language, program, specification, synthesis, formal, semantic, code, programming, software, verification, abstract, compiler, contract, development, gxw, interpreter, javascript, refactoring, tbcg","code, language, program, programming, specification, verification, semantic, compiler, formal, llm, software, synthesis, choreographic, compilation, generation, interpreter, logic, sham, tool"
cs,11,2000–2005,2005–2010,2000–2005 → 2005–2010,0.026756,0.973244,"client, concurrency, datum, file, infiniband, mpich2, multicomputer, object, semaphore, server, ap1000, boinc, buffer, computing, fermilab, filesystem, fujitsu, gfarm, grid_datafarm, hep, mbps, migration, persistent, rdma, replica, sdm, service, storage, store, version","dsm, memory, interconnection, myrinet, opteron, centre, linux, programmer, storage, api, blobseer, blocking, coaddition, concurrency, datum, elastic, fine_grain, gppc, hadoop, mapreduce, replication, shared, slice, tier"
cs,11,2005–2010,2010–2015,2005–2010 → 2010–2015,0.283449,0.716551,"dsm, memory, interconnection, myrinet, opteron, centre, linux, programmer, storage, api, blobseer, blocking, coaddition, concurrency, datum, elastic, fine_grain, gppc, hadoop, mapreduce, replication, shared, slice, tier","memory, storage, transaction, concurrency, datum, replication, dsm, emph, freedom, oltp, transactional, wait, bdii, cloud, coaddition, code, dconssandra, diversity, dram, elastic, execution, gputx, hadoop, latency, list, logbase, lustre, mapreduce, node, repair, replica, scc"
cs,11,2010–2015,2015–2020,2010–2015 → 2015–2020,0.613777,0.386223,"memory, storage, transaction, concurrency, datum, replication, dsm, emph, freedom, oltp, transactional, wait, bdii, cloud, coaddition, code, dconssandra, diversity, dram, elastic, execution, gputx, hadoop, latency, list, logbase, lustre, mapreduce, node, repair, replica, scc","memory, transaction, datum, storage, store, object, transactional, concurrent, lustre, ng2c, processing, replication, wait, cache, cloud, concurrency, dram, emph, file, freedom, multiprocessor, mur, numa, ostm, pause, pressure, quotient, rdma, replica"
cs,11,2015–2020,2020–2025,2015–2020 → 2020–2025,0.54476,0.45524,"memory, transaction, datum, storage, store, object, transactional, concurrent, lustre, ng2c, processing, replication, wait, cache, cloud, concurrency, dram, emph, file, freedom, multiprocessor, mur, numa, ostm, pause, pressure, quotient, rdma, replica","datum, memory, storage, concurrent, latency, transaction, object, consistency, cxl, numa, pim, replication, serverless, transactional, cada, cloud, communication, concurrency, lxr, pushdown, rdma, read, replica, store, workload"
cs,12,2000–2005,2005–2010,2000–2005 → 2005–2010,0.221277,0.778723,"bit, graph, node, planar, coroutine, edge, expander, obdd, ordering, orderly, plane, realizer, beta_beta, bruck, canonical, clique, code, codeword, constructor, cover, iterative, message, parenthesis, phorma, polytope, roth, sipser, spielman, vertex, visibility","graph, algorithm, vertex, message, basis, cover, cut, cycle, log_log, space, spanner, topological, bit, code, codeword, coroutine, drawing, expander, gomory, greedy, hyperbolic, interval, iterative, labeling, minimum, nlog, online, ordering, polytope, product, scheme, seidel, streamsort, succinct, tilde_tilde, tree, zig_zag"
cs,12,2005–2010,2010–2015,2005–2010 → 2010–2015,0.553634,0.446366,"graph, algorithm, vertex, message, basis, cover, cut, cycle, log_log, space, spanner, topological, bit, code, codeword, coroutine, drawing, expander, gomory, greedy, hyperbolic, interval, iterative, labeling, minimum, nlog, online, ordering, polytope, product, scheme, seidel, streamsort, succinct, tilde_tilde, tree, zig_zag","algorithm, graph, vertex, planar, distance, edge, node, cycle, seidel, space, spanner, basis, chordless_cycle, code, cograph, cut, graphmat, index, interval, log, log_log, mimicking, rigel, stretch, terminal, textit, textsc, textsf_2ec, timeline, tree, truss, ultrametric"
cs,12,2010–2015,2015–2020,2010–2015 → 2015–2020,0.632305,0.367695,"algorithm, graph, vertex, planar, distance, edge, node, cycle, seidel, space, spanner, basis, chordless_cycle, code, cograph, cut, graphmat, index, interval, log, log_log, mimicking, rigel, stretch, terminal, textit, textsc, textsf_2ec, timeline, tree, truss, ultrametric","algorithm, edge, graph, vertex, subgraph, drawing, planar, spanner, tilde_tilde, girth, graphmat, textsf_2ec, ultrametric, chordless_cycle, cograph, cycle, graphlet, linkable, log_log, node, outdegree, timeline, uniprior"
cs,12,2015–2020,2020–2025,2015–2020 → 2020–2025,0.799018,0.200982,"algorithm, edge, graph, vertex, subgraph, drawing, planar, spanner, tilde_tilde, girth, graphmat, textsf_2ec, ultrametric, chordless_cycle, cograph, cycle, graphlet, linkable, log_log, node, outdegree, timeline, uniprior","algorithm, edge, graph, subgraph, vertex, triangle, planar, spanner, counting, cycle, connectivity, digraph, diskann, drawing, girth, gnn, graphlet, gumap, log_log, lso, node, parallel, tilde_tilde, tree"
cs,13,2000–2005,2005–2010,2000–2005 → 2005–2010,0.267914,0.732086,"archive, language, annotation, metadata, combi, document, linguistic, olac, resource, greek, harvesting, oai_pmh, tagger, aggregator, agtk, archival, asset, bootstrap, clir, database, digital, dublin, electronic, format, interface, metalinguistic, oai, olac_metadata, provider, similarity, tagset, tool","archival, archive, asset, digital, format, lexicon, metadata, metalinguistic, oai_pmh, standardization, adequacy, competence, concordance, dictionary, establishment, gesis, greek, harvesting, igm, inner_working, interface, international, komohe, language, lexica, linguistic, management, member, openmath, org, outlook, plan, project, resource, society, standard, swim, terminology, wiki, xml"
cs,13,2005–2010,2010–2015,2005–2010 → 2010–2015,0.026827,0.973173,"archival, archive, asset, digital, format, lexicon, metadata, metalinguistic, oai_pmh, standardization, adequacy, competence, concordance, dictionary, establishment, gesis, greek, harvesting, igm, inner_working, interface, international, komohe, language, lexica, linguistic, management, member, openmath, org, outlook, plan, project, resource, society, standard, swim, terminology, wiki, xml","openmath, annotation, ontology, inner_working, org, outlook, swim, wiki, dictionary, enrichment, member, ontorich, opennlp, rss, bulk, datum, dbpedia, dbpediawikidata, enriched, humanity, lode, ontologynavigator, plan, publishing, quality, semi, society, structured, uniprotkb, wikidata, wikidata_dbpedia, wikimedia, wikipedia, wordnet"
cs,13,2010–2015,2015–2020,2010–2015 → 2015–2020,0.151401,0.848599,"openmath, annotation, ontology, inner_working, org, outlook, swim, wiki, dictionary, enrichment, member, ontorich, opennlp, rss, bulk, datum, dbpedia, dbpediawikidata, enriched, humanity, lode, ontologynavigator, plan, publishing, quality, semi, society, structured, uniprotkb, wikidata, wikidata_dbpedia, wikimedia, wikipedia, wordnet","datum, metadata, open, dbpedia, ontology, vocabulary, wikidata, annotation, biosample, dataset, dbpediawikidata, dictionary, language, allusive, ase, citation, grapal, information, linguistic, lod, oie, publishing, rdf, scholarly, scisumm, search, semantic, slp, structured, termpicker, text, urban, wikidata_dbpedia, wikimedia, wikipedia"
cs,13,2015–2020,2020–2025,2015–2020 → 2020–2025,0.374571,0.625429,"datum, metadata, open, dbpedia, ontology, vocabulary, wikidata, annotation, biosample, dataset, dbpediawikidata, dictionary, language, allusive, ase, citation, grapal, information, linguistic, lod, oie, publishing, rdf, scholarly, scisumm, search, semantic, slp, structured, termpicker, text, urban, wikidata_dbpedia, wikimedia, wikipedia","metadata, dataset, datum, scholarly, language, text, annotation, knowledge, citation, corpus, legal, llm, retrieval, scientific, semantic, acl_ocl, acronym, aviation, domain, information, linguistic, metamap, open, rag, repository, typological"
cs,14,2010–2015,2015–2020,2010–2015 → 2015–2020,0.111486,0.888514,"dirichlet, duration, hdp, collection, conference_proceeding, continuous, cooccurrence, document, dynamical, explicitduration, hdsp, hierarchical, hmm, hsmm, inference, markov, markovianity, membership, morse, representation, scaling, speaker_diarization, structure, topic, topical, word","dialogue, word, attention, hdsp, representation, sentence, sequence, dirichlet, conversational, dialog, inference, response, scaling, topic, utterance, argument, conference_proceeding, context, cooccurrence, disan, dynamical, generation, hierarchical, language, membership, slu, text, voice"
cs,14,2015–2020,2020–2025,2015–2020 → 2020–2025,0.403301,0.596699,"dialogue, word, attention, hdsp, representation, sentence, sequence, dirichlet, conversational, dialog, inference, response, scaling, topic, utterance, argument, conference_proceeding, context, cooccurrence, disan, dynamical, generation, hierarchical, language, membership, slu, text, voice","dialog, dialogue, attention, response, conversation, text, topic, conversational, document, domain, generation, language, context, sentence, dataset, datum, llm, prompt, sequence, token, utterance"
cs,15,2000–2005,2005–2010,2000–2005 → 2005–2010,0.081364,0.918636,"key, keyserver, openpgp, pki, append, maintainer, pgp, aasl, aasls, administrative, allowable, archival, certificate_revocation, cht, digest, distributable, fault, hash, lockss, prokopius, public, replica, replication, secure, service, signer, snapshot, storage, synchronisation","fault, replica, byzantine, clock_synchronization, storage, byzantine_agreement, certificate_revocation, pki, replicas, replication, traitor, asynchronous, backup, byzantine_fault_tolerant, checkpoint, clock, coin_tossing, consistency, desktop, determinism, deterministic, hash, integrity, key, keyserver, malicious, nondeterminism, openpgp, peer, peer_peer, proceeding_7th, quicksand, randomness, secco, secure, security, stabilization, stdchk, trust, workshop"
cs,15,2005–2010,2010–2015,2005–2010 → 2010–2015,0.176898,0.823102,"fault, replica, byzantine, clock_synchronization, storage, byzantine_agreement, certificate_revocation, pki, replicas, replication, traitor, asynchronous, backup, byzantine_fault_tolerant, checkpoint, clock, coin_tossing, consistency, desktop, determinism, deterministic, hash, integrity, key, keyserver, malicious, nondeterminism, openpgp, peer, peer_peer, proceeding_7th, quicksand, randomness, secco, secure, security, stabilization, stdchk, trust, workshop","byzantine, consistency, bitcoin, protocol, transaction, disco, failure, healing, malleability, node, refund, replica, security, storage, trust, asynchronous, client, clock_synchronization, cloud, deposit, edge, eventual, fault, integrity, malicious, metadata, mmog, p2p, peer, peer_peer, podc, regenerating, regeneration, self, stabilization, subgraph, timed, workload"
cs,15,2010–2015,2015–2020,2010–2015 → 2015–2020,0.385183,0.614817,"byzantine, consistency, bitcoin, protocol, transaction, disco, failure, healing, malleability, node, refund, replica, security, storage, trust, asynchronous, client, clock_synchronization, cloud, deposit, edge, eventual, fault, integrity, malicious, metadata, mmog, p2p, peer, peer_peer, podc, regenerating, regeneration, self, stabilization, subgraph, timed, workload","protocol, transaction, byzantine, security, storage, bitcoin, blockchain, consensus, client, kmp, mmog, authentication, cft, cloud, consistency, consus, node, p2p, psum, rsm, secure, server, spv_client, trust, trustbase, xft"
