subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
physics,3,2015–2020,2020–2025,2015–2020 → 2020–2025,0.214962,0.785038,"rate, force, efficiency, numerical, space, mass, type, free, mean, mechanism, point, pressure, transition, calculation, cell, correlation, effective, linear, magnetic, molecular, motion, pattern, physics, polarization, possible, power, resolution, scheme, signal, source, strong, velocity","point, frequency, pattern, regime, pressure, rate, spectral, calculation, force, space, tool, change, efficiency, light, mass, stability, effective, growth, mechanism, neural_network, signal"
physics,4,2000–2005,2005–2010,2000–2005 → 2005–2010,0.451538,0.548462,"energy, field, beam, dynamic, effect, electron, phase, quantum, structure, theory, wave, atom, frequency, particle, term, behavior, dimensional, distribution, epic, function, gas, interaction, light, mode, network, plasma, property, rate, scale, space, transition","field, theory, dynamic, interaction, network, particle, phase, wave, beam, datum, distribution, effect, electron, flow, function, laser, measurement, order, property, quantum, structure, energy, light, mode, numerical, potential, space, term, transition"
physics,4,2005–2010,2010–2015,2005–2010 → 2010–2015,0.108372,0.891628,"field, theory, dynamic, interaction, network, particle, phase, wave, beam, datum, distribution, effect, electron, flow, function, laser, measurement, order, property, quantum, structure, energy, light, mode, numerical, potential, space, term, transition","atom, potential, experimental, beam, ion, distribution, frequency, laser, linear, molecule, order, property, rate, scale, single, detector, dimensional, flow, fluid, function, interaction, level, light, mode, numerical, particle, phase, photon, plasma, pulse, source, space, strong, surface, temperature"
physics,4,2010–2015,2015–2020,2010–2015 → 2015–2020,0.363513,0.636487,"atom, potential, experimental, beam, ion, distribution, frequency, laser, linear, molecule, order, property, rate, scale, single, detector, dimensional, flow, fluid, function, interaction, level, light, mode, numerical, particle, phase, photon, plasma, pulse, source, space, strong, surface, temperature","atom, function, force, information, interaction, mechanism, theoretical, detector, ion, magnetic, algorithm, beam, calculation, potential, condition, fluid, free, light, linear, molecule, multi, photon, regime, source, temperature, velocity"
physics,4,2015–2020,2020–2025,2015–2020 → 2020–2025,0.235472,0.764528,"atom, function, force, information, interaction, mechanism, theoretical, detector, ion, magnetic, algorithm, beam, calculation, potential, condition, fluid, free, light, linear, molecule, multi, photon, regime, source, temperature, velocity","calculation, classical, detector, function, spin, algorithm, channel, interaction, quantum, chemical, emission, information, insight, pressure, signal, theoretical, atom, band, contrast, dependent, electromagnetic, force, formation, magnetic_field, mechanism, pattern, structure, target"
physics,5,2000–2005,2005–2010,2000–2005 → 2005–2010,0.408342,0.591658,"energy, field, theory, wave, effect, dynamic, electron, quantum, beam, distribution, particle, structure, atom, condition, density, frequency, function, interaction, light, magnetic_field, mode, nonlinear, optical, order, potential, relativistic, resonance, space, term","theory, effect, function, particle, electron, energy, flow, interaction, phase, wave, distribution, field, property, scale, space, atom, beam, behavior, density, experimental, laser, level, light, measurement, network, optical, potential, single, structure, surface"
physics,5,2005–2010,2010–2015,2005–2010 → 2010–2015,0.18917,0.81083,"theory, effect, function, particle, electron, energy, flow, interaction, phase, wave, distribution, field, property, scale, space, atom, beam, behavior, density, experimental, laser, level, light, measurement, network, optical, potential, single, structure, surface","measurement, flow, non, order, potential, scale, space, function, level, particle, rate, single, theory, cavity, condition, density, dimensional, distribution, electron, energy, event, experimental, force, frequency, information, interaction, light, material, phase, radiation, self, source, surface, temperature, test, transition"
physics,5,2010–2015,2015–2020,2010–2015 → 2015–2020,0.093185,0.906815,"measurement, flow, non, order, potential, scale, space, function, level, particle, rate, single, theory, cavity, condition, density, dimensional, distribution, electron, energy, event, experimental, force, frequency, information, interaction, light, material, phase, radiation, self, source, surface, temperature, test, transition","phase, information, level, electron, efficiency, force, resolution, term, gas, ion, measurement, mechanism, source, cavity, change, charge, control, development, event, frequency, function, intensity, layer, magnetic, molecular, noise, prediction, radiation, scheme, self, theoretical"
physics,5,2015–2020,2020–2025,2015–2020 → 2020–2025,0.198866,0.801134,"phase, information, level, electron, efficiency, force, resolution, term, gas, ion, measurement, mechanism, source, cavity, change, charge, control, development, event, frequency, function, intensity, layer, magnetic, molecular, noise, prediction, radiation, scheme, self, theoretical","control, charge, frequency, change, interface, level, term, force, mechanical, mechanism, phenomenon, prediction, size, accurate, detector, development, efficiency, emission, environment, factor, formation, individual, line, phase, principle, ratio, resolution, response, scheme, speed, traditional"
physics,6,2000–2005,2005–2010,2000–2005 → 2005–2010,0.330156,0.669844,"theory, energy, wave, beam, effect, particle, field, atom, frequency, optical, quantum, space, structure, atomic, behavior, control, detector, distribution, dynamic, interaction, linac, measurement, medium, noise, numerical, phase, plasma, potential, previous, temperature","distribution, particle, structure, wave, field, flow, frequency, interaction, theory, datum, dynamic, effect, energy, light, optical, property, quantum, calculation, density, electron, fluid, laser, measurement, pattern, potential, scale, single, surface, transition"
physics,6,2005–2010,2010–2015,2005–2010 → 2010–2015,0.2015,0.7985,"distribution, particle, structure, wave, field, flow, frequency, interaction, theory, datum, dynamic, effect, energy, light, optical, property, quantum, calculation, density, electron, fluid, laser, measurement, pattern, potential, scale, single, surface, transition","effect, order, potential, distribution, energy, frequency, plasma, single, surface, dimensional, fluid, interaction, ion, laser, space, temperature, algorithm, atom, coupling, effective, experimental, force, level, linear, mode, particle, pattern, photon, property, scale, size, source"
physics,6,2010–2015,2015–2020,2010–2015 → 2015–2020,0.22194,0.77806,"effect, order, potential, distribution, energy, frequency, plasma, single, surface, dimensional, fluid, interaction, ion, laser, space, temperature, algorithm, atom, coupling, effective, experimental, force, level, linear, mode, particle, pattern, photon, property, scale, size, source","interaction, order, source, design, calculation, physical, theory, force, particle, power, coupling, space, effective, layer, linear, mass, mode, photon, plasma, possible, pressure, pulse, signal, velocity"
physics,6,2015–2020,2020–2025,2015–2020 → 2020–2025,0.255167,0.744833,"interaction, order, source, design, calculation, physical, theory, force, particle, power, coupling, space, effective, layer, linear, mass, mode, photon, plasma, possible, pressure, pulse, signal, velocity","force, space, velocity, dynamic, interaction, design, electron, particle, point, boundary, calculation, nonlinear, pressure, ratio, source, turbulent, amplitude, band, channel, evolution, order, physical, resolution, resonance, speed, theoretical"
physics,7,2000–2005,2005–2010,2000–2005 → 2005–2010,0.539171,0.460829,"field, theory, particle, wave, beam, dynamic, effect, energy, atom, datum, electron, structure, calculation, cavity, dimensional, experimental, flow, frequency, function, interaction, level, light, mass, network, optical, physics, potential, power, property, quantum, range, space, transition, velocity","datum, particle, theory, wave, field, frequency, function, structure, beam, distribution, dynamic, effect, flow, light, network, phase, surface, atom, average, electron, energy, interaction, measurement, optical, order, plasma, property, quantum, scale, space, velocity"
physics,7,2005–2010,2010–2015,2005–2010 → 2010–2015,0.166009,0.833991,"datum, particle, theory, wave, field, frequency, function, structure, beam, distribution, dynamic, effect, flow, light, network, phase, surface, atom, average, electron, energy, interaction, measurement, optical, order, plasma, property, quantum, scale, space, velocity","space, numerical, potential, frequency, measurement, non, beam, distribution, level, light, single, velocity, atom, average, cell, datum, density, experimental, flow, force, laser, mechanism, order, particle, plasma, power, property, rate, regime, source, temperature, theory, transition"
physics,7,2010–2015,2015–2020,2010–2015 → 2015–2020,0.168309,0.831691,"space, numerical, potential, frequency, measurement, non, beam, distribution, level, light, single, velocity, atom, average, cell, datum, density, experimental, flow, force, laser, mechanism, order, particle, plasma, power, property, rate, regime, source, temperature, theory, transition","beam, calculation, dynamic, local, potential, coupling, signal, size, behavior, cell, frequency, information, mean, mechanism, power, regime, temperature, evolution, force, free, light, linear, numerical, pressure, source, space, spatial, structure, type"
physics,7,2015–2020,2020–2025,2015–2020 → 2020–2025,0.13821,0.86179,"beam, calculation, dynamic, local, potential, coupling, signal, size, behavior, cell, frequency, information, mean, mechanism, power, regime, temperature, evolution, force, free, light, linear, numerical, pressure, source, space, spatial, structure, type","event, change, linear, point, scheme, structure, active, dynamic, information, local, signal, specific, capability, evolution, mechanism, radiation, behavior, electronic, formation, mass, principle, size, technology, term, transport"
physics,8,2000–2005,2005–2010,2000–2005 → 2005–2010,0.434429,0.565571,"electron, energy, field, function, theory, atom, dynamic, wave, beam, distribution, frequency, particle, phase, quantum, structure, classical, control, experimental, flow, ion, light, non, optical, plasma, potential, property, scale, single, space","field, function, wave, distribution, dynamic, effect, optical, theory, datum, electron, energy, flow, frequency, laser, non, property, scale, surface, atom, beam, density, dimensional, experimental, interaction, linear, measurement, phase, quantum, structure"
physics,8,2005–2010,2010–2015,2005–2010 → 2010–2015,0.242569,0.757431,"field, function, wave, distribution, dynamic, effect, optical, theory, datum, electron, energy, flow, frequency, laser, non, property, scale, surface, atom, beam, density, dimensional, experimental, interaction, linear, measurement, phase, quantum, structure","interaction, field, experimental, measurement, non, energy, potential, transition, atom, dimensional, numerical, order, single, temperature, correlation, datum, detector, distribution, function, laser, level, light, magnetic, power, property, rate, strong, surface, theory, water"
physics,8,2010–2015,2015–2020,2010–2015 → 2015–2020,0.23903,0.76097,"interaction, field, experimental, measurement, non, energy, potential, transition, atom, dimensional, numerical, order, single, temperature, correlation, datum, detector, distribution, function, laser, level, light, magnetic, power, property, rate, strong, surface, theory, water","measurement, power, condition, interaction, magnetic, response, coupling, energy, image, behavior, imaging, level, noise, calculation, cavity, charge, correlation, distribution, mass, nonlinear, numerical, physics, possible, pulse, signal, size, spatial, transition, water"
physics,8,2015–2020,2020–2025,2015–2020 → 2020–2025,0.154298,0.845702,"measurement, power, condition, interaction, magnetic, response, coupling, energy, image, behavior, imaging, level, noise, calculation, cavity, charge, correlation, distribution, mass, nonlinear, numerical, physics, possible, pulse, signal, size, spatial, transition, water","image, imaging, direction, emission, possible, atom, optical, cavity, coupling, development, measurement, noise, pressure, resonance, response, edge, essential, growth, mass, phenomenon, power, ray, self, spatial, speed, term, thermal, training, variable"
physics,9,2000–2005,2005–2010,2000–2005 → 2005–2010,0.431866,0.568134,"energy, field, particle, theory, beam, effect, electron, structure, wave, atom, datum, density, distribution, function, interaction, control, correlation, dynamic, fluid, frequency, light, molecule, non, optical, order, plasma, property, quantum, single, size","effect, theory, wave, energy, interaction, optical, particle, property, surface, density, electron, function, potential, atom, beam, correlation, datum, distribution, dynamic, field, flow, fluctuation, frequency, limit, network, non, plasma, quantum, rate, scale, single, space, structure, transition, velocity"
physics,9,2005–2010,2010–2015,2005–2010 → 2010–2015,0.111285,0.888715,"effect, theory, wave, energy, interaction, optical, particle, property, surface, density, electron, function, potential, atom, beam, correlation, datum, distribution, dynamic, field, flow, fluctuation, frequency, limit, network, non, plasma, quantum, rate, scale, single, space, structure, transition, velocity","scale, density, numerical, dimensional, non, rate, transition, distribution, function, level, motion, potential, property, velocity, algorithm, atom, detector, experimental, fluctuation, frequency, interaction, ion, light, nonlinear, order, particle, pattern, photon, physics, size, surface, temperature, theory, way"
physics,9,2010–2015,2015–2020,2010–2015 → 2015–2020,0.049916,0.950084,"scale, density, numerical, dimensional, non, rate, transition, distribution, function, level, motion, potential, property, velocity, algorithm, atom, detector, experimental, fluctuation, frequency, interaction, ion, light, nonlinear, order, particle, pattern, photon, physics, size, surface, temperature, theory, way","order, datum, transport, light, linear, physics, potential, spin, control, coupling, electron, energy, multi, power, response, condition, detection, domain, information, level, motion, nonlinear, numerical, particular, pattern, quantum, rate, region, scale, type, velocity, way"
physics,9,2015–2020,2020–2025,2015–2020 → 2020–2025,0.174219,0.825781,"order, datum, transport, light, linear, physics, potential, spin, control, coupling, electron, energy, multi, power, response, condition, detection, domain, information, level, motion, nonlinear, numerical, particular, pattern, quantum, rate, region, scale, type, velocity, way","physics, design, local, electron, quantum, theory, algorithm, control, energy, imaging, pattern, formation, molecular, transport, calculation, coupling, datum, kinetic, light, limit, matrix, multi, order, radiation, robust"
physics,10,2000–2005,2005–2010,2000–2005 → 2005–2010,0.389683,0.610317,"field, beam, energy, theory, dynamic, quantum, frequency, interaction, particle, structure, transition, wave, atom, atomic, datum, density, dimensional, experimental, flow, function, level, light, non, order, phase, property, radiation, ratio, scale, self, single, source, space","theory, dynamic, field, wave, datum, flow, particle, electron, laser, network, optical, potential, space, structure, atomic, beam, calculation, distribution, effect, energy, experimental, frequency, function, interaction, light, measurement, mode, non, order, phase, property, quantum, scale, surface"
physics,10,2005–2010,2010–2015,2005–2010 → 2010–2015,0.139962,0.860038,"theory, dynamic, field, wave, datum, flow, particle, electron, laser, network, optical, potential, space, structure, atomic, beam, calculation, distribution, effect, energy, experimental, frequency, function, interaction, light, measurement, mode, non, order, phase, property, quantum, scale, surface","experimental, interaction, order, flow, frequency, level, potential, surface, atom, cavity, mechanism, particle, range, scale, space, datum, density, dynamic, fluid, function, measurement, molecule, non, numerical, photon, property, rate, regime, single, source, spectral, theory, transition"
physics,10,2010–2015,2015–2020,2010–2015 → 2015–2020,0.138564,0.861436,"experimental, interaction, order, flow, frequency, level, potential, surface, atom, cavity, mechanism, particle, range, scale, space, datum, density, dynamic, fluid, function, measurement, molecule, non, numerical, photon, property, rate, regime, single, source, spectral, theory, transition","dynamic, source, magnetic_field, free, level, mechanism, regime, atom, distribution, imaging, molecule, property, resonance, behavior, calculation, cavity, condition, detection, diffusion, effective, efficient, experimental, force, frequency, laser, layer, mean, pattern, photon, range, size, theoretical, way"
physics,10,2015–2020,2020–2025,2015–2020 → 2020–2025,0.29981,0.70019,"dynamic, source, magnetic_field, free, level, mechanism, regime, atom, distribution, imaging, molecule, property, resonance, behavior, calculation, cavity, condition, detection, diffusion, effective, efficient, experimental, force, frequency, laser, layer, mean, pattern, photon, range, size, theoretical, way","distribution, dynamic, imaging, phase, factor, laser, stability, way, coefficient, magnetic_field, regime, point, pressure, diffusion, effective, level, mass, mean, non, ratio, resonance, source"
physics,11,2000–2005,2005–2010,2000–2005 → 2005–2010,0.366516,0.633484,"energy, field, particle, electron, atom, datum, effect, property, beam, function, light, structure, theory, wave, condition, constant, description, dimensional, distribution, geometry, laser, lifetime, mode, optical, photon, potential, propagation, quantum, space, term, transition","particle, theory, distribution, dynamic, effect, electron, structure, wave, beam, energy, network, property, atom, behavior, cavity, classical, dimensional, field, flow, frequency, interaction, ion, measurement, molecular, optical, phase, physics, potential, quantum, rate, single, source, space, surface, term"
physics,11,2005–2010,2010–2015,2005–2010 → 2010–2015,0.128086,0.871914,"particle, theory, distribution, dynamic, effect, electron, structure, wave, beam, energy, network, property, atom, behavior, cavity, classical, dimensional, field, flow, frequency, interaction, ion, measurement, molecular, optical, phase, physics, potential, quantum, rate, single, source, space, surface, term","ion, level, numerical, cell, frequency, surface, theory, dimensional, distribution, single, source, beam, density, experimental, fluid, force, information, laser, linear, measurement, molecular, molecule, non, order, particle, phase, physics, plasma, potential, property, range, rate, region, space, spectrum, strong, temperature, type, velocity"
physics,11,2010–2015,2015–2020,2010–2015 → 2015–2020,0.269094,0.730906,"ion, level, numerical, cell, frequency, surface, theory, dimensional, distribution, single, source, beam, density, experimental, fluid, force, information, laser, linear, measurement, molecular, molecule, non, order, particle, phase, physics, plasma, potential, property, range, rate, region, space, spectrum, strong, temperature, type, velocity","force, level, phase, wave, detector, behavior, calculation, cell, effective, frequency, molecule, physical, physics, pulse, region, source, velocity, fluid, information, magnetic, material, molecular, numerical, signal, size, spatial, spectrum"
physics,11,2015–2020,2020–2025,2015–2020 → 2020–2025,0.192669,0.807331,"force, level, phase, wave, detector, behavior, calculation, cell, effective, frequency, molecule, physical, physics, pulse, region, source, velocity, fluid, information, magnetic, material, molecular, numerical, signal, size, spatial, spectrum","pulse, linear, particle, classical, molecule, force, level, region, response, test, information, insight, particular, wave, atom, behavior, calculation, change, detection, detector, effective, impact, material, neural_network, principle, quality, theoretical"
physics,12,2000–2005,2005–2010,2000–2005 → 2005–2010,0.464423,0.535577,"energy, electron, field, atom, beam, dynamic, frequency, particle, quantum, theory, calculation, effect, structure, wave, atomic, classical, distribution, function, gas, ion, network, observation, oscillation, phase, physics, plasma, property, scale, size","electron, theory, field, datum, distribution, effect, energy, network, structure, dynamic, flow, interaction, phase, quantum, wave, atom, density, frequency, function, laser, light, medium, non, particle, property, scale, size, space, surface, temperature, transition"
physics,12,2005–2010,2010–2015,2005–2010 → 2010–2015,0.38004,0.61996,"electron, theory, field, datum, distribution, effect, energy, network, structure, dynamic, flow, interaction, phase, quantum, wave, atom, density, frequency, function, laser, light, medium, non, particle, property, scale, size, space, surface, temperature, transition","electron, scale, distribution, non, plasma, rate, algorithm, detector, linear, molecule, single, source, temperature, wave, atom, cell, condition, datum, density, experimental, flow, free, frequency, interaction, ion, light, mechanism, node, noise, phase, potential, strong, surface, theory"
physics,12,2010–2015,2015–2020,2010–2015 → 2015–2020,0.192327,0.807673,"electron, scale, distribution, non, plasma, rate, algorithm, detector, linear, molecule, single, source, temperature, wave, atom, cell, condition, datum, density, experimental, flow, free, frequency, interaction, ion, light, mechanism, node, noise, phase, potential, strong, surface, theory","source, theory, wave, flow, molecule, plasma, electron, force, magnetic_field, accuracy, information, transport, velocity, algorithm, atom, charge, classical, frequency, magnetic, mechanism, molecular, noise, photon, radiation, resolution, scale, strong, transition"
physics,12,2015–2020,2020–2025,2015–2020 → 2020–2025,0.234302,0.765698,"source, theory, wave, flow, molecule, plasma, electron, force, magnetic_field, accuracy, information, transport, velocity, algorithm, atom, charge, classical, frequency, magnetic, mechanism, molecular, noise, photon, radiation, resolution, scale, strong, transition","accuracy, photon, transition, transport, molecule, nonlinear, space, strong, flow, region, wave, charge, magnetic_field, source, theory, flux, gradient, self"
physics,13,2000–2005,2005–2010,2000–2005 → 2005–2010,0.307116,0.692884,"field, energy, particle, wave, atom, effect, function, structure, beam, dynamic, electron, phase, space, theory, velocity, calculation, control, dimensional, distribution, fluid, interaction, level, non, optical, order, plasma, property, quantum, radiation, transition","atom, network, theory, datum, phase, surface, wave, beam, distribution, dynamic, effect, energy, field, function, interaction, particle, property, space, structure, density, electron, force, frequency, numerical, optical, physics, quantum, temperature, velocity"
physics,13,2005–2010,2010–2015,2005–2010 → 2010–2015,0.331591,0.668409,"atom, network, theory, datum, phase, surface, wave, beam, distribution, dynamic, effect, energy, field, function, interaction, particle, property, space, structure, density, electron, force, frequency, numerical, optical, physics, quantum, temperature, velocity","network, beam, light, ion, non, atom, density, datum, distribution, fluid, social, temperature, algorithm, community, condition, dimensional, experimental, frequency, information, laser, level, linear, measurement, node, numerical, phase, plasma, scale, space, surface, theory, velocity"
physics,13,2010–2015,2015–2020,2010–2015 → 2015–2020,0.197788,0.802212,"network, beam, light, ion, non, atom, density, datum, distribution, fluid, social, temperature, algorithm, community, condition, dimensional, experimental, frequency, information, laser, level, linear, measurement, node, numerical, phase, plasma, scale, space, surface, theory, velocity","datum, linear, source, physical, plasma, atom, beam, calculation, condition, evolution, light, network, scheme, effective, fluid, formation, line, local, loss, magnetic_field, mass, molecular, multi, noise, nonlinear, observation, photon, power, regime, resolution, signal, size, spectral, temperature"
physics,13,2015–2020,2020–2025,2015–2020 → 2020–2025,0.176715,0.823285,"datum, linear, source, physical, plasma, atom, beam, calculation, condition, evolution, light, network, scheme, effective, fluid, formation, line, local, loss, magnetic_field, mass, molecular, multi, noise, nonlinear, observation, photon, power, regime, resolution, signal, size, spectral, temperature","effective, physical, calculation, detector, free, turbulence, fundamental, limit, possible, change, characteristic, factor, flux, interface, loss, non, source, coupling, datum, evolution, formation, linear, scheme, spectral"
physics,14,2000–2005,2005–2010,2000–2005 → 2005–2010,0.447221,0.552779,"electron, energy, function, dynamic, effect, structure, theory, atom, datum, beam, correlation, particle, phase, experimental, field, flow, fluctuation, frequency, interaction, laser, molecular, numerical, potential, rate, space, transition, type, wave","effect, electron, field, interaction, theory, wave, energy, particle, quantum, atom, beam, distribution, flow, function, network, property, transition, datum, dynamic, laser, mode, molecular, non, numerical, optical, rate, single, structure"
physics,14,2005–2010,2010–2015,2005–2010 → 2010–2015,0.109775,0.890225,"effect, electron, field, interaction, theory, wave, energy, particle, quantum, atom, beam, distribution, flow, function, network, property, transition, datum, dynamic, laser, mode, molecular, non, numerical, optical, rate, single, structure","temperature, transition, mode, potential, atom, detector, experimental, flow, frequency, function, ion, laser, numerical, plasma, property, single, theory, beam, cell, correlation, density, formation, interaction, light, measurement, mechanism, medium, non, nonlinear, order, particle, point, rate, response, size, transport"
