subject,topic_id,window,win_start,win_end,top_words,n_words
cs,6,2000–2005,2000,2005,"algorithm, information, datum, complexity, function, language, network, logic, constraint, design, order, program, class, classical, code, computer, graph, grid, policy, quantum, scheme, semantic, service, set, source, structure, tool, type",28
cs,6,2005–2010,2005,2010,"code, channel, function, information, algorithm, complexity, datum, network, class, graph, optimal, rate, scheme, set, structure, capacity, communication, constraint, error, finite, linear, order, polynomial, probability, program, protocol, sequence, signal, source, theory, tool",31
cs,6,2010–2015,2010,2015,"channel, function, algorithm, communication, complexity, node, optimal, structure, code, language, linear, order, property, set, capacity, class, constraint, distribution, dynamic, error, finite, human, information, multi, non, object, point, protocol, rate, representation, scheme, sequence, social, source, theory",35
cs,6,2015–2020,2015,2020,"human, algorithm, real, strategy, control, source, classifier, deep, channel, communication, complexity, linear, node, point, property, datum, expert, image, improvement, object, order, particular, power, probability, recognition, signal",26
cs,6,2020–2025,2020,2025,"expert, image, datum, deep, downstream, neural_network, social, source, advancement, control, graph, human, capable, classifier, common, real, strategy, benchmark, dataset, wise",20
cs,7,2000–2005,2000,2005,"algorithm, datum, information, network, graph, logic, constraint, function, language, program, scheme, set, theory, agent, channel, class, code, complexity, concept, construction, grid, order, policy, property, random, rate, semantic, service, structure, word",30
cs,7,2005–2010,2005,2010,"channel, graph, information, algorithm, datum, function, linear, network, structure, code, complexity, optimal, rate, scheme, concept, constraint, control, design, distribution, error, frequency, image, interference, previous, random, sequence, set, signal, term",29
cs,7,2010–2015,2010,2015,"rate, channel, node, size, structure, complexity, constraint, dynamic, function, graph, optimal, order, probability, class, code, communication, cost, distribution, energy, frequency, game, image, information, interference, non, point, previous, programming, property, scheme, sensor, sequence, set, software, term, tool, way, wireless",38
cs,7,2015–2020,2015,2020,"end, error, group, distribution, fast, property, computation, matrix, online, output, particular, pattern, possible, rate, word, action, behavior, complexity, control, dataset, dynamic, energy, factor, linear, machine_learning, node, objective, power, probability, scale, size, software, source, term, vector, well",36
cs,7,2020–2025,2020,2025,"dataset, classical, crucial, property, algorithm, device, distribution, end, datum, possible, reliable, fast, group, multi, reasoning, error, information, observation, output, well, word",21
cs,8,2000–2005,2000,2005,"algorithm, datum, graph, logic, class, network, set, code, constraint, information, language, program, property, quantum, theory, agent, channel, classical, complexity, computation, function, grammar, grid, knowledge, mechanism, polynomial, production, rule, service, software, structure, type, variable",33
cs,8,2005–2010,2005,2010,"code, datum, information, channel, set, class, function, graph, scheme, algorithm, capacity, complexity, network, optimal, theory, design, field, linear, matrix, non, order, polynomial, property, quantum, rate, real, single, structure",28
cs,8,2010–2015,2010,2015,"algorithm, code, node, function, order, rate, set, channel, communication, complexity, distribution, non, probability, scheme, space, structure, theory, capacity, class, efficient, energy, graph, image, information, optimal, power, property, random, real, scale, strategy, term, type",33
cs,8,2015–2020,2015,2020,"matrix, specific, available, field, recognition, theory, algorithm, function, machine_learning, pattern, previous, energy, power, property, constraint, decision, deep_learning, edge, linear, non, order, question, robust, scale, size, source, type",27
cs,8,2020–2025,2020,2025,"machine_learning, robust, flow, vector, accurate, pattern, source, synthesis, deep_learning, geometric, specific, attribute, field, potential, recognition, available, matrix, multi, robot, static",20
cs,9,2000–2005,2000,2005,"algorithm, datum, code, function, information, network, set, complexity, language, logic, program, programming, representation, theory, channel, common, computational, control, decision, development, distribution, extension, management, non, order, polynomial, quantum, query, scheme, semantic, service, space, structure, tool, xml",35
cs,9,2005–2010,2005,2010,"channel, datum, information, code, algorithm, complexity, efficient, function, network, matrix, rate, scheme, set, basis, class, decision, environment, error, graph, language, node, non, order, pattern, polynomial, property, real, signal, size, space, structure",31
cs,9,2010–2015,2010,2015,"node, scheme, structure, channel, dataset, efficient, property, set, size, code, constraint, dynamic, function, object, way, accuracy, class, complexity, information, matrix, mechanism, non, order, particular, pattern, point, rate, signal, standard, theory, variable",31
cs,9,2015–2020,2015,2020,"accuracy, code, dataset, object, constraint, algorithm, approximation, computational, datum, property, sequence, signal, cost, dynamic, game, language, memory, node, particular, pattern, scheme, single, term, theory",24
cs,9,2020–2025,2020,2025,"computational, code, gaussian, requirement, semantic, attack, datum, language, structural, access, accuracy, augmentation, available, constraint, dataset, design, information, llm, object, order, algorithm, approximation, structure, vlm",24
cs,10,2000–2005,2000,2005,"datum, algorithm, information, logic, network, language, program, structure, class, code, function, set, access, channel, complexity, condition, graph, group, internet, metadata, order, pattern, property, quantum, query, rate, resource, semantic, theory, tree, way",31
cs,10,2005–2010,2005,2010,"channel, information, rate, algorithm, code, datum, function, network, non, optimal, class, graph, order, power, random, scheme, set, complexity, constraint, distribution, logic, node, pattern, protocol, source, tree",26
cs,10,2010–2015,2010,2015,"function, complexity, random, channel, class, multi, node, optimal, design, distribution, efficient, non, property, scheme, wireless, algorithm, communication, constraint, estimation, graph, information, language, linear, matrix, order, parallel, point, probability, scale, set, structure, way",32
cs,10,2015–2020,2015,2020,"multi, attention, particular, self, function, property, setting, space, diverse, random, strong, class, communication, complexity, design, distribution, efficiency, estimation, field, game, interaction, layer, local, matrix, memory, node, power, query, reconstruction, scale, service, software, term, way, wireless",35
cs,10,2020–2025,2020,2025,"diverse, reconstruction, strong, protocol, distribution, physical, variable, fundamental, language, local, self, space, adaptation, multi, particular, attention, lack, optimal, setting",19
cs,11,2000–2005,2000,2005,"algorithm, logic, information, network, datum, order, complexity, graph, language, program, quantum, set, tool, type, annotation, area, database, function, grid, internet, knowledge, node, object, optimal, particular, property, rate, representation, scheme, semantic, service, software, theory",33
cs,11,2005–2010,2005,2010,"graph, datum, information, algorithm, code, function, network, node, optimal, rate, channel, complexity, constraint, order, scheme, structure, class, communication, density, distribution, efficient, linear, logic, particular, possible, property, quantum, single, space, theory",30
cs,11,2010–2015,2010,2015,"code, structure, communication, linear, node, optimal, order, rate, channel, class, distribution, efficient, non, property, random, set, space, architecture, complexity, design, error, function, graph, information, level, matrix, object, point, power, real, term, theory",32
cs,11,2015–2020,2015,2020,"way, area, power, software, algorithm, architecture, attack, available, communication, linear, network, point, action, approximation, challenging, classification, code, community, computation, context, cost, datum, event, field, form, game, matrix, node, non, order, pattern, program, property, query, real, scenario, security, selection, series, service, source, structure, term",43
cs,11,2020–2025,2020,2025,"datum, network, computation, planning, classification, shift, architecture, attack, code, design, public, scientific, series, gain, neural_network, way, algorithm, area, software",19
cs,12,2000–2005,2000,2005,"algorithm, information, logic, datum, language, network, program, set, structure, semantic, space, channel, class, code, complexity, computational, environment, evolution, function, group, internet, knowledge, object, order, quantum, query, service, strategy, theory, tool, way",31
cs,12,2005–2010,2005,2010,"channel, code, information, datum, algorithm, network, order, rate, communication, complexity, graph, knowledge, property, set, capacity, class, design, efficient, function, group, linear, node, pattern, polynomial, power, protocol, scheme, source, space, structure, type",31
cs,12,2010–2015,2010,2015,"channel, code, complexity, efficient, node, optimal, structure, communication, linear, non, order, point, property, rate, scheme, space, strategy, class, constraint, distribution, dynamic, edge, function, graph, language, matrix, multi, optimization, polynomial, probability, set, size",32
cs,12,2015–2020,2015,2020,"local, attack, complexity, metric, way, memory, pattern, region, constraint, energy, rate, real, speech, channel, code, domain, efficient, estimation, individual, node, noise, non, order, point, probability, property, search, selection, size, source, strategy, structure, tool",33
cs,12,2020–2025,2020,2025,"region, search, speech, probability, sparse, metric, attack, classification, domain, prompt, term, extraction, human, local, real, technology, energy, matrix, non",19
cs,13,2000–2005,2000,2005,"algorithm, information, logic, datum, network, code, program, set, function, language, order, point, rule, semantic, theory, channel, complexity, constraint, graph, internet, knowledge, polynomial, quantum, random, scheme, service, software, structure",28
cs,13,2005–2010,2005,2010,"channel, code, datum, information, rate, algorithm, network, function, graph, linear, node, scheme, class, communication, complexity, decision, design, development, game, logic, noise, optimal, order, point, polynomial, property, protocol, random, set, space, structure",31
cs,13,2010–2015,2010,2015,"channel, code, function, scheme, efficient, node, optimization, property, rate, class, communication, error, linear, probability, set, constraint, datum, distribution, game, image, information, language, non, optimal, particular, point, protocol, quantum, region, service, size, structure",32
cs,13,2015–2020,2015,2020,"function, graph, optimization, sequence, video, network, extensive, motion, property, size, instance, point, robot, robust, constraint, cost, dimensional, efficient, error, matrix, node, rate, source, tree",24
cs,13,2020–2025,2020,2025,"dimensional, extensive, motion, algorithm, efficient, graph, capacity, energy, function, instance, text, tree, video, automatic, great, sequence, community, difference, network",19
cs,14,2000–2005,2000,2005,"information, function, algorithm, code, language, program, logic, network, datum, graph, quantum, set, structure, channel, common, complexity, computer, distribution, grid, node, order, point, programming, proof, representation, technology, theory, tree, type, web",30
cs,14,2005–2010,2005,2010,"code, information, channel, rate, set, algorithm, datum, function, network, complexity, graph, optimal, point, property, scheme, structure, finite, linear, matrix, node, order, polynomial, quantum, region, single, strategy, theory",27
cs,14,2010–2015,2010,2015,"channel, structure, node, optimal, scheme, algorithm, code, function, rate, linear, multi, non, set, size, approximation, class, communication, control, design, error, graph, information, learning, network, point, polynomial, property, single, term, theory",30
cs,14,2015–2020,2015,2020,"algorithm, architecture, channel, device, error, game, previous, class, datum, deep_learning, memory, output, property, search, single, term, able, approximation, common, communication, complexity, computation, concept, context, individual, linear, local, mechanism, node, power, relationship, scheme, size, strategy, vertex",35
cs,14,2020–2025,2020,2025,"relationship, datum, additional, architecture, class, client, lightweight, algorithm, deep_learning, end, importance, sample, common, device, field, scalability, search, dataset, environment, output, relation",21
cs,15,2000–2005,2000,2005,"algorithm, information, network, datum, program, logic, quantum, structure, code, function, knowledge, language, rule, set, channel, constraint, efficient, internet, level, programming, query, semantic, sequence, software, theory, tool, type, way",28
cs,15,2005–2010,2005,2010,"channel, information, code, datum, algorithm, function, network, rate, scheme, set, graph, optimal, structure, class, communication, complexity, design, error, language, linear, matrix, node, non, power, quantum, receiver, sequence, signal, tool, type, wireless",31
cs,15,2010–2015,2010,2015,"set, channel, structure, class, code, function, node, power, communication, linear, order, property, scheme, wireless, architecture, complexity, design, distribution, dynamic, efficient, graph, language, logic, measure, object, optimal, point, rate, scale, size, social, theory, type",33
cs,15,2015–2020,2015,2020,"architecture, set, layer, channel, scenario, structure, well, error, finding, level, objective, output, approximation, available, complexity, computation, medical, memory, node, object, particular, possible, power, previous, property, rate, safety, scale, size, social",30
cs,15,2020–2025,2020,2025,"finding, medical, safety, category, real, superior, attention, loss, group, set, architecture, level, objective, datum, difference, layer, relative, scenario, validation, well",20
cs,16,2000–2005,2000,2005,"algorithm, datum, information, logic, function, language, program, quantum, computer, network, non, semantic, structure, theory, code, complexity, element, file, graph, grid, local, node, order, programming, rule, scheme, service, space, web",29
cs,16,2005–2010,2005,2010,"code, datum, function, information, algorithm, channel, graph, class, error, linear, network, non, protocol, scheme, set, communication, complexity, design, distribution, finite, matrix, order, power, probability, program, property, quantum, random, rate, relay, structure, way",32
cs,16,2010–2015,2010,2015,"channel, node, distribution, code, function, class, error, matrix, optimal, optimization, point, property, scheme, set, space, strategy, structure, complexity, condition, design, efficient, input, local, measure, non, probability, program, protocol, scale, size, theory, threshold, tool",33
cs,16,2015–2020,2015,2020,"distribution, error, space, matrix, efficiency, real_world, function, mechanism, sensor, strategy, average, channel, code, complexity, constraint, convolutional_neural_network, decision, design, game, interaction, node, non, objective, point, property, random, relation, resource, signal, single, size, step, training, tree",34
cs,16,2020–2025,2020,2025,"average, real_world, space, learning, recommendation, function, perception, self, training, core, error, game, robot, sensor, view, distribution, step",17
cs,17,2000–2005,2000,2005,"algorithm, datum, code, information, program, set, logic, network, theory, constraint, function, graph, language, architecture, attribute, channel, class, computer, domain, game, grid, level, point, programming, property, protocol, scheme, semantic, software, tool",30
cs,17,2005–2010,2005,2010,"network, channel, code, datum, graph, information, set, function, algorithm, complexity, distribution, linear, order, property, rate, design, dynamic, error, game, language, maximum, node, programming, random, scheme, structure",26
cs,17,2010–2015,2010,2015,"graph, network, channel, code, node, communication, complexity, property, structure, dynamic, efficient, game, learning, rate, single, class, distribution, function, information, language, linear, matrix, optimal, random, set, size",26
cs,17,2015–2020,2015,2020,"learning, single, size, effective, network, complexity, game, graph, group, mechanism, objective, pattern, property, rate, way, approximation, condition, dynamic, edge, key, language, metric, modality, power, security, software, strategy, theory, visual",29
cs,17,2020–2025,2020,2025,"effective, mechanism, modality, objective, original, theory, deep, group, advanced, class, learning, assumption, game, single, minimal, proof, size, style",18
cs,18,2000–2005,2000,2005,"algorithm, function, information, network, program, datum, distribution, logic, quantum, semantic, complexity, order, set, channel, code, design, domain, entropy, graph, knowledge, language, level, proof, resource, rule, selection, software, structure, way",29
cs,18,2005–2010,2005,2010,"channel, code, function, graph, information, order, algorithm, class, datum, network, rate, set, complexity, control, entropy, language, probability, programming, property, protocol, random, relay, semantic, signal, source, space, theory, way",28
cs,18,2010–2015,2010,2015,"class, code, function, set, channel, complexity, efficient, language, linear, node, order, property, scheme, size, approximation, constraint, control, cost, effect, error, graph, image, information, matrix, measure, multi, non, optimal, probability, protocol, random, rate, signal, single, social, space, structure, tree, video",39
cs,18,2015–2020,2015,2020,"algorithm, approximation, neural, signal, view, well, adaptive, constraint, control, insight, linear, pattern, power, random, rate, software, action, adversarial, class, code, communication, context, end, factor, information, matrix, measure, order, popular, possible, probability, query, rule, uncertainty, video",35
cs,18,2020–2025,2020,2025,"adaptive, insight, causal, hierarchical, pattern, theory, view, precision, series, popular, precise, neural, well, algorithm, approximation, factor, information, navigation",18
cs,19,2000–2005,2000,2005,"algorithm, information, network, program, datum, language, logic, class, code, rule, channel, competition, complexity, distribution, domain, function, grid, internet, measure, modeling, particular, procedure, proof, protocol, quantum, query, rate, relation, scheme, semantic, service, set, space, theory, way",35
cs,19,2005–2010,2005,2010,"channel, code, function, graph, information, algorithm, network, rate, scheme, communication, error, language, node, set, bound, class, complexity, control, datum, design, distribution, game, optimal, order, pair, protocol, relay, sequence, strategy, tool",30
cs,19,2010–2015,2010,2015,"channel, code, function, node, optimal, order, property, capacity, complexity, rate, scheme, set, source, bound, change, class, communication, design, dynamic, efficient, energy, graph, information, knowledge, linear, multi, non, optimization, player, relay, scale, sequence, tree",33
cs,19,2015–2020,2015,2020,"complexity, text, game, memory, action, edge, energy, robust, social, aware, layer, pattern, property, rate, channel, computation, design, dynamic, efficiency, knowledge, node, optimization, power, query, scale, second, sequence, service, size, source, tree",31
cs,19,2020–2025,2020,2025,"action, aware, second, complexity, processing, test, text, point, document, structure, deep_learning, edge, layer, robust, competitive, game, memory, open_source",18
cs,20,2000–2005,2000,2005,"algorithm, datum, language, information, code, complexity, graph, logic, particular, property, quantum, rule, way, channel, complete, constraint, development, environment, error, function, grid, inference, level, linear, multi, network, node, probability, program, scheme, semantic, sequence, set, software, stable, strategy, structure, view",38
cs,20,2005–2010,2005,2010,"channel, information, algorithm, code, datum, graph, property, function, network, order, particular, scheme, set, structure, capacity, complexity, constraint, design, distribution, impact, level, linear, node, pattern, point, power, quantum, rate, sequence, size, space, spreadsheet, theory, way, wireless",35
cs,20,2010–2015,2010,2015,"channel, node, class, design, optimal, property, scheme, structure, code, constraint, dynamic, order, size, capacity, communication, complexity, cost, efficient, graph, group, information, input, non, point, random, sensor, sequence, set, signal, theory, tree, type, web, word",34
cs,20,2015–2020,2015,2020,"design, property, network, cnn, effectiveness, real_world, efficiency, quantum, size, available, behavior, channel, class, common, complexity, cost, edge, error, input, limitation, map, neural, node, optimal, order, power, probability, random, region, setting, single, social, strategy, term, transfer, tree, type",37
cs,20,2020–2025,2020,2025,"effectiveness, limitation, neural, non, advantage, architecture, property, vision, collaborative, network, series, cnn, generation, input, real_world, transfer, design, quantum",18
cs,21,2000–2005,2000,2005,"algorithm, information, datum, logic, network, function, complexity, graph, object, programming, rule, scheme, theory, access, capacity, channel, class, code, design, effective, environment, infrastructure, interface, internet, language, order, program, property, quantum, random, resource, semantic, set, structure",34
cs,21,2005–2010,2005,2010,"algorithm, channel, graph, scheme, class, datum, information, order, random, set, code, communication, node, optimal, capacity, complexity, constraint, finite, function, language, level, network, non, protocol, quantum, rate, source, space",28
cs,21,2010–2015,2010,2015,"algorithm, channel, node, class, communication, non, order, scheme, structure, code, optimal, approximation, complexity, design, dynamic, function, graph, image, key, linear, mechanism, power, protocol, rate, semantic, set, size, space, strategy, type, variable",31
cs,21,2015–2020,2015,2020,"non, experimental, power, source, environment, able, datum, node, pattern, recognition, accuracy, algorithm, alignment, approximation, average, behavior, channel, communication, cost, distance, energy, fine, game, mechanism, output, path, program, query, resource, robust, sequence, signal, standard, structure, tree, type",36
cs,21,2020–2025,2020,2025,"accuracy, alignment, experimental, fine, path, possible, datum, non, field, surface, common, language, network, able, environment, image, metric, source",18
cs,22,2000–2005,2000,2005,"algorithm, network, structure, datum, function, information, program, complexity, graph, language, logic, order, quantum, service, set, theory, channel, code, constraint, efficient, event, grid, internet, object, parallel, property, query, random, relation, sequence, software, term",32
cs,22,2005–2010,2005,2010,"channel, code, datum, error, algorithm, function, graph, information, linear, rate, communication, network, bound, class, complexity, development, language, level, logic, non, optimal, order, property, quantum, random, scheme, sequence, set, signal, space, structure, type",32
cs,22,2010–2015,2010,2015,"channel, order, complexity, structure, code, function, communication, distribution, efficient, linear, node, random, signal, class, concept, constraint, development, dynamic, factor, graph, group, information, multi, optimal, point, program, property, scheme, sequence, set, software, theory, type, wireless",34
cs,22,2015–2020,2015,2020,"order, structure, channel, available, multi, network, property, temporal, complexity, constraint, edge, linear, matrix, random, signal, stage, area, concept, game, node, processing, size, social, strategy, theory, understanding, vertex",27
cs,22,2020–2025,2020,2025,"stage, temporal, understanding, operation, promising, transformer, deep_learning, explicit, input, multi, structure, available, computing, mapping, network, processing, edge, order, potential",19
cs,23,2000–2005,2000,2005,"algorithm, information, datum, logic, set, theory, channel, complexity, function, graph, language, network, order, program, scheme, class, code, computation, computer, constraint, domain, grid, group, linear, non, object, rule, semantic, strategy, structure, tree, virtual, xml",33
cs,23,2005–2010,2005,2010,"channel, function, code, information, algorithm, communication, datum, graph, network, property, rate, set, complexity, optimal, point, constraint, distribution, language, linear, logic, scheme, semantic, size, space, structure, variable",26
cs,23,2010–2015,2010,2015,"channel, structure, function, optimal, code, communication, design, error, linear, non, order, property, rate, space, algorithm, class, dynamic, efficient, energy, environment, graph, image, information, language, matrix, message, node, power, probability, protocol, random, semantic, set, size, software, theory, tree, way, wireless",39
cs,23,2015–2020,2015,2020,"algorithm, node, linear, structure, accuracy, action, communication, energy, event, map, risk, selection, semantic, theory, available, control, design, dimensional, estimation, group, improvement, machine, matrix, order, particular, property, region, resolution, search, sensor, size, step, term, vector, way, word",36
cs,23,2020–2025,2020,2025,"map, resolution, risk, selection, event, fusion, reinforcement_learning, image, node, segmentation, semantic, accuracy, correlation, algorithm, graph, group, online, representation",18
cs,24,2000–2005,2000,2005,"algorithm, datum, information, language, logic, network, program, graph, quantum, code, level, order, accuracy, channel, class, communication, complexity, error, function, linear, market, property, query, random, rule, semantic, sequence, service, set, structure",30
cs,24,2005–2010,2005,2010,"channel, code, information, function, graph, algorithm, datum, linear, network, error, logic, multi, set, structure, theory, complexity, distribution, matrix, node, probability, rate, scheme, sequence, source, spreadsheet, test, tree",27
cs,24,2010–2015,2010,2015,"node, channel, code, distribution, function, linear, structure, classification, communication, dynamic, optimal, set, training, type, approximation, class, design, energy, free, graph, image, information, matrix, message, multi, point, quality, rate, resource, signal, size, space, term",33
cs,24,2015–2020,2015,2020,"classification, quality, training, term, behavior, design, effect, gradient, scheme, source, structure, power, random, approximation, communication, complexity, input, matrix, node, property, rate, signal, single, type, way",25
cs,24,2020–2025,2020,2025,"behavior, quality, power, deployment, direction, input, word, scheme, term, classification, effect, execution, gradient, graph, level, neural, optimization, calibration, independent, network, progress, training",22
cs,25,2000–2005,2000,2005,"algorithm, information, logic, structure, datum, graph, language, network, order, code, constraint, quantum, semantic, channel, design, distribution, function, knowledge, programming, property, rate, resource, rule, service, set, size, space, strategy, theory, word",30
cs,25,2005–2010,2005,2010,"channel, code, information, function, rate, algorithm, graph, scheme, set, datum, error, linear, network, particular, property, capacity, complexity, constraint, image, logic, node, optimal, order, polynomial, single, space, spreadsheet, theory",28
cs,25,2010–2015,2010,2015,"channel, function, language, linear, rate, scheme, set, term, code, communication, complexity, cost, design, domain, optimal, point, type, class, constraint, efficient, game, graph, image, information, level, node, non, polynomial, prediction, property, single, space, tree",33
cs,25,2015–2020,2015,2020,"domain, language, prediction, datum, property, computation, attention, complexity, critical, edge, level, point, signal, term, theory, behavior, class, content, control, cost, decision, field, function, linear, particular, quantum, scheme, standard",28
cs,25,2020–2025,2020,2025,"content, critical, decision, quantum, attention, prediction, conventional, datum, domain, joint, level, programming, dynamic, gpu, language, operator, segmentation, text",18
cs,26,2000–2005,2000,2005,"algorithm, logic, datum, constraint, network, semantic, class, code, graph, information, language, program, property, quantum, rule, set, channel, complexity, computing, formalism, internet, linear, order, programming, query, scheme, service, sharing, structure, term, theory",31
cs,26,2005–2010,2005,2010,"datum, graph, channel, scheme, algorithm, code, function, property, information, language, logic, network, random, rate, set, theory, class, complexity, design, error, linear, minimum, non, optimal, order, semantic, spreadsheet, structure, tool, type",30
cs,26,2010–2015,2010,2015,"channel, code, datum, node, scheme, class, order, set, complexity, efficient, function, optimal, probability, rate, theory, tree, design, distribution, factor, graph, image, information, linear, local, point, property, random, size, strategy, structure",30
