subject,topic_id,first_year,last_year,n_years,cosine_sim,ttd,words_first,words_last
cs,19,2000,2025,26,0.0,1.0,"algorithm, logic, proof, procedure, set, complexity, measure, modeling, program, rule","structure, aware, test, action, point, second, processing, open_source, document, competitive"
cs,20,2000,2025,26,0.0,1.0,"program, language, logic, algorithm, rule, particular, probability, inference, view, stable","generation, effectiveness, limitation, input, non, vision, architecture, advantage, collaborative, neural"
cs,21,2000,2025,26,0.0,1.0,"algorithm, semantic, logic, program, set, information, function, rule, graph, programming","language, accuracy, alignment, fine, experimental, path, field, surface, common, possible"
cs,22,2000,2025,26,0.0,1.0,"logic, algorithm, query, program, language, constraint, function, graph, order, term","transformer, temporal, understanding, stage, deep_learning, operation, promising, explicit, potential, input"
cs,23,2000,2025,26,0.0,1.0,"algorithm, constraint, rule, logic, information, object, computation, xml, language, theory","image, risk, segmentation, selection, reinforcement_learning, fusion, map, resolution, online, correlation"
cs,24,2000,2025,26,0.0,1.0,"algorithm, logic, language, query, program, rule, sequence, accuracy, information, datum","level, network, behavior, quality, deployment, neural, direction, execution, progress, calibration"
cs,25,2000,2025,26,0.014636,0.985364,"logic, algorithm, theory, language, semantic, information, function, programming, structure, rule","dynamic, critical, decision, quantum, conventional, gpu, programming, joint, operator, content"
cs,26,2000,2025,26,0.0,1.0,"program, language, set, algorithm, logic, constraint, formalism, information, semantic, rule","comprehensive, layer, score, reward, previous, effect, software, reliability, goal, label"
cs,27,2000,2025,26,0.0,1.0,"logic, program, quantum, rule, resource, algorithm, information, datum, set, theory","gap, multi, step, privacy, embedding, flexible, effort, heuristic, specific, scalable"
cs,28,2000,2025,26,0.022228,0.977772,"logic, information, theory, algorithm, program, datum, constraint, function, code, calculus","diffusion, constraint, set, standard, sequence, fine_tuning, shot, node, hybrid, interpretable"
cs,29,2000,2025,26,0.0,1.0,"logic, information, word, algorithm, knowledge, software, program, language, set, rule","context, foundation, type, trajectory, long, exploration, phase, online, position, post"
cs,30,2000,2025,26,0.008657,0.991343,"logic, information, theory, algorithm, semantic, set, property, order, language, quantum","dataset, video, generalization, neural_network, security, annotation, impact, wise, information, image"
cs,31,2000,2025,26,0.0,1.0,"algorithm, function, rule, domain, logic, program, non, tool, corpus, natural","agent, prior, size, datum, machine, essential, impact, stable, artificial_intelligence, powerful"
cs,32,2000,2025,26,0.0,1.0,"algorithm, language, proof, random, information, constraint, programming, retrieval, topic, aixi","function, practical, ability, hardware, tree, event, recognition, noise, set, sequential"
cs,33,2000,2025,26,0.0,1.0,"logic, algorithm, semantic, program, word, relation, datum, language, set, graph","reasoning, latent, continuous, term, edge, observation, benefit, difficulty, scene, embedding"
cs,34,2000,2025,26,0.0,1.0,"algorithm, logic, information, program, condition, language, datum, set, constraint, semantic","llm, strategy, traditional, depth, frequency, role, distinct, evidence, safe, review"
cs,35,2000,2025,26,0.257644,0.742356,"algorithm, language, program, agent, logic, set, semantic, theory, computer, reasoning","algorithm, free, uncertainty, consistent, fidelity, autonomous, program, construction, range, capacity"
cs,36,2000,2025,26,0.022228,0.977772,"algorithm, rule, semantic, datum, logic, program, class, type, reasoning, information","class, complexity, audio, instruction, assessment, length, community, particular, area, comparable"
cs,37,2000,2025,26,0.0,1.0,"program, algorithm, logic, language, information, set, constraint, network, function, rule","datum, domain, scenario, bias, noise, open, need, latency, compression, sensor"
cs,38,2000,2025,26,0.0,1.0,"algorithm, logic, language, semantic, document, program, theory, property, order, tree","prediction, generative, robustness, signal, response, dual, strategy, stability, interpretability, answer"
cs,39,2000,2025,26,0.0,1.0,"logic, information, word, grammar, algorithm, constraint, class, quantum, programming, property","improvement, question, weight, instance, representation, reduction, scale, generation, student, early"
cs,40,2000,2025,26,0.0,1.0,"algorithm, program, function, rule, logic, information, set, property, database, available","error, quality, cross, objective, modern, domain, boundary, principle, textual, fairness"
cs,41,2000,2025,26,0.014636,0.985364,"algorithm, logic, datum, semantic, program, programming, rule, non, automatic, axiom","key, tool, condition, paradigm, way, gpt, input, datum, sub, heterogeneous"
cs,42,2000,2025,26,0.0,1.0,"logic, algorithm, program, structure, function, constraint, class, word, representation, particular","training, detection, rule, patient, material, activation, common, potential, language, term"
cs,43,2000,2025,26,0.0,1.0,"algorithm, information, program, datum, set, theory, constraint, logic, language, function","efficiency, object, cost, rate, source, synthetic, preference, feedback, empirical, channel"
cs,44,2000,2025,26,0.0,1.0,"algorithm, logic, program, information, quantum, agent, database, datum, language, set","specific, spatial, scalable, pre, factor, relevant, form, mllm, predictive, efficient"
cs,45,2000,2025,26,0.0,1.0,"logic, program, set, semantic, programming, grammar, extension, theory, function, non","learning, inference, memory, concept, gradient, scene, alternative, challenging, outcome, measure"
cs,46,2000,2025,26,0.0,1.0,"algorithm, logic, term, decision, information, type, word, computer, relevant, language","optimization, clinical, well, substantial, measurement, external, realistic, advance, service, motion"
cs,47,2000,2025,26,0.0,1.0,"algorithm, program, complexity, class, logic, information, datum, rule, type, tree","scale, single, resource, token, query, structured, code_available, encoder, similar, distance"
cs,48,2000,2025,26,0.0,1.0,"constraint, algorithm, logic, semantic, rule, way, description, information, set, query","module, target, content, unified, convergence, sampling, scheme, change, physics, unseen"
cs,49,2000,2025,26,0.0,1.0,"algorithm, logic, datum, program, set, constraint, function, rule, complexity, complete","communication, individual, integration, perspective, dataset, world, bound, body, series, collection"
