subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
math,6,2005–2010,2010–2015,2005–2010 → 2010–2015,0.687541,0.312459,"convex, mathbb, points, polytope, polytopes, bodies, lattice, sets, varlambda, dimensional, polyhedra, set, vertices, apollonian, ehrhart, packing, plane, triangulations","bodies, convex, mathbb, points, polytope, polytopes, set, sets, lattice, plane, polyhedra, euclidean, mathcal, packing, polygons, problem, vertices"
math,6,2010–2015,2015–2020,2010–2015 → 2015–2020,0.900973,0.099027,"bodies, convex, mathbb, points, polytope, polytopes, set, sets, lattice, plane, polyhedra, euclidean, mathcal, packing, polygons, problem, vertices","bodies, convex, mathbb, mathcal, points, polytope, polytopes, set, sets, problem, lattice, polygons, polyhedra"
math,6,2015–2020,2020–2025,2015–2020 → 2020–2025,0.944528,0.055472,"bodies, convex, mathbb, mathcal, points, polytope, polytopes, set, sets, problem, lattice, polygons, polyhedra","bodies, convex, mathbb, mathcal, points, polytope, polytopes, set, sets, problem, leq, frac"
math,7,2000–2005,2005–2010,2000–2005 → 2005–2010,0.858959,0.141041,"entropy, ergodic, maps, measures, measure, diffeomorphisms, hausdorff, dynamical, fractals, dimension, la, mathbb, systems, topological, arnold, creases, diff, fractal, mendes, periodic, pfaff","entropy, ergodic, maps, mathbb, measure, measures, systems, dynamical, hausdorff, dimension, invariant, la, set, topological"
math,7,2005–2010,2010–2015,2005–2010 → 2010–2015,0.949043,0.050957,"entropy, ergodic, maps, mathbb, measure, measures, systems, dynamical, hausdorff, dimension, invariant, la, set, topological","entropy, ergodic, maps, mathbb, measure, measures, set, dynamical, systems, hausdorff, invariant, mathcal, dimension, topological"
math,7,2010–2015,2015–2020,2010–2015 → 2015–2020,0.755189,0.244811,"entropy, ergodic, maps, mathbb, measure, measures, set, dynamical, systems, hausdorff, invariant, mathcal, dimension, topological","dynamical, entropy, ergodic, maps, mathbb, measure, measures, set, systems, topological, dimension, mathcal"
math,7,2015–2020,2020–2025,2015–2020 → 2020–2025,0.75754,0.24246,"dynamical, entropy, ergodic, maps, mathbb, measure, measures, set, systems, topological, dimension, mathcal","dimension, dynamical, entropy, ergodic, maps, mathbb, measure, measures, systems, mathcal, set, topological"
math,8,2000–2005,2005–2010,2000–2005 → 2005–2010,0.634893,0.365107,"distribution, random, distributions, variables, limit, statistics, empirical, moment, quicksort, cal, gaussian, rosenthal, stein, sums, tail, anlytic, edeleman, inequalities, jackknife, mathbb, probability, processes, sequences, sum","distribution, distributions, limit, probability, processes, random, sum, variables, infty, mathbb, gaussian, empirical, mathsf, stein"
math,8,2005–2010,2010–2015,2005–2010 → 2010–2015,0.836568,0.163432,"distribution, distributions, limit, probability, processes, random, sum, variables, infty, mathbb, gaussian, empirical, mathsf, stein","distribution, distributions, gaussian, limit, mathbb, random, sum, variables, probability, processes, moments"
math,8,2010–2015,2015–2020,2010–2015 → 2015–2020,0.930685,0.069315,"distribution, distributions, gaussian, limit, mathbb, random, sum, variables, probability, processes, moments","distribution, distributions, gaussian, limit, mathbb, probability, random, variables, convergence, sum, infty, processes"
math,8,2015–2020,2020–2025,2015–2020 → 2020–2025,0.95754,0.04246,"distribution, distributions, gaussian, limit, mathbb, probability, random, variables, convergence, sum, infty, processes","distribution, distributions, gaussian, limit, mathbb, probability, random, sum, variables, convergence, mathcal"
math,9,2000–2005,2005–2010,2000–2005 → 2005–2010,0.744493,0.255507,"ideal, ideals, macaulay, modules, ring, rings, cohen, module, gorenstein, rr, graded, cohomology, janet, monomial, noetherian, pommaret, schemes","gorenstein, ideal, ideals, macaulay, modules, ring, rings, rr, module, cohen, noetherian"
math,9,2005–2010,2010–2015,2005–2010 → 2010–2015,0.7611,0.2389,"gorenstein, ideal, ideals, macaulay, modules, ring, rings, rr, module, cohen, noetherian","ideal, ideals, macaulay, modules, ring, rings, rr, cohen, module, gorenstein, mathfrak, noetherian, graded"
math,9,2010–2015,2015–2020,2010–2015 → 2015–2020,0.985364,0.014636,"ideal, ideals, macaulay, modules, ring, rings, rr, cohen, module, gorenstein, mathfrak, noetherian, graded","ideal, ideals, macaulay, modules, ring, rings, rr, mathfrak, module, gorenstein, cohen, noetherian"
math,9,2015–2020,2020–2025,2015–2020 → 2020–2025,0.910072,0.089928,"ideal, ideals, macaulay, modules, ring, rings, rr, mathfrak, module, gorenstein, cohen, noetherian","ideal, ideals, macaulay, mathfrak, modules, ring, rings, rr, noetherian, gorenstein, graded, module"
math,10,2000–2005,2005–2010,2000–2005 → 2005–2010,0.690375,0.309625,"mathbb, operators, infty, spaces, operator, beta, bmo, bnat, boundedness, ce, dunkl, frac, maximal, ref, transform, 1h, abs, bounded, condition, doubling, ell, estimates, hardy, inequality, int, integral, leq, nyman, periodizations, sec, tr, zr","mathbb, operator, operators, spaces, hardy, infty, mathcal, bmo, dunkl, estimates, frac, integral, transform, functions, leq, maximal, orlicz, pmb, ri, space"
math,10,2005–2010,2010–2015,2005–2010 → 2010–2015,0.490958,0.509042,"mathbb, operator, operators, spaces, hardy, infty, mathcal, bmo, dunkl, estimates, frac, integral, transform, functions, leq, maximal, orlicz, pmb, ri, space","bmo, frac, hardy, infty, mathbb, mathcal, operator, operators, spaces, boundedness, varphi, estimates, functions"
math,10,2010–2015,2015–2020,2010–2015 → 2015–2020,0.970679,0.029321,"bmo, frac, hardy, infty, mathbb, mathcal, operator, operators, spaces, boundedness, varphi, estimates, functions","bmo, frac, hardy, infty, mathbb, mathcal, operator, operators, spaces, boundedness, leq, varphi"
math,10,2015–2020,2020–2025,2015–2020 → 2020–2025,0.738433,0.261567,"bmo, frac, hardy, infty, mathbb, mathcal, operator, operators, spaces, boundedness, leq, varphi","frac, hardy, infty, mathbb, mathcal, operator, operators, spaces, boundedness, leq, bmo, int"
math,11,2000–2005,2005–2010,2000–2005 → 2005–2010,0.648404,0.351596,"homology, invariants, knot, knots, link, links, jones, khovanov, vassiliev, concordance, legendrian, alexander, invariant, knotted, linking, polynomial, skein, virtual","alexander, homology, invariants, khovanov, knot, knots, link, links, floer, concordance, legendrian, polynomial, jones, tangles"
math,11,2005–2010,2010–2015,2005–2010 → 2010–2015,0.718518,0.281482,"alexander, homology, invariants, khovanov, knot, knots, link, links, floer, concordance, legendrian, polynomial, jones, tangles","floer, homology, invariants, khovanov, knot, knots, link, links, legendrian, alexander, concordance, virtual, surgery"
math,11,2010–2015,2015–2020,2010–2015 → 2015–2020,0.978115,0.021885,"floer, homology, invariants, khovanov, knot, knots, link, links, legendrian, alexander, concordance, virtual, surgery","floer, homology, invariants, khovanov, knot, knots, link, links, concordance, virtual, alexander, invariant, legendrian, surgery"
math,11,2015–2020,2020–2025,2015–2020 → 2020–2025,0.954173,0.045827,"floer, homology, invariants, khovanov, knot, knots, link, links, concordance, virtual, alexander, invariant, legendrian, surgery","floer, homology, invariants, khovanov, knot, knots, link, links, legendrian, mathbb, alexander, invariant, virtual"
math,12,2000–2005,2005–2010,2000–2005 → 2005–2010,0.859637,0.140363,"algebra, algebras, lie, mathfrak, modules, quantum, sl, gl, mathcal, representations, goth, enveloping, frak, module, rm, weight","algebra, algebras, gl, lie, mathfrak, modules, quantum, sl, mathcal, mathbb, representations, affine, weight"
math,12,2005–2010,2010–2015,2005–2010 → 2010–2015,0.909447,0.090553,"algebra, algebras, gl, lie, mathfrak, modules, quantum, sl, mathcal, mathbb, representations, affine, weight","algebra, algebras, gl, lie, mathcal, mathfrak, modules, sl, mathbb, quantum, frak, representations, weyl"
math,12,2010–2015,2015–2020,2010–2015 → 2015–2020,0.958683,0.041317,"algebra, algebras, gl, lie, mathcal, mathfrak, modules, sl, mathbb, quantum, frak, representations, weyl","algebra, algebras, gl, lie, mathbb, mathcal, mathfrak, modules, quantum, sl"
math,12,2015–2020,2020–2025,2015–2020 → 2020–2025,1.0,0.0,"algebra, algebras, gl, lie, mathbb, mathcal, mathfrak, modules, quantum, sl","algebra, algebras, gl, lie, mathbb, mathcal, mathfrak, modules, quantum, sl"
math,13,2000–2005,2005–2010,2000–2005 → 2005–2010,0.839499,0.160501,"algebra, algebras, mathcal, unital, group, von, banach, crossed, cuntz, operator, morita, neumann, ast, cal, cl, hilbert, krieger, oa, tracial","algebra, algebras, banach, mathcal, unital, von, cuntz, group, neumann, crossed, tracial, aa, mathbb, cl"
math,13,2005–2010,2010–2015,2005–2010 → 2010–2015,0.888745,0.111255,"algebra, algebras, banach, mathcal, unital, von, cuntz, group, neumann, crossed, tracial, aa, mathbb, cl","algebra, algebras, mathcal, unital, von, banach, crossed, cuntz, neumann, mathbb, aa, group, fa"
math,13,2010–2015,2015–2020,2010–2015 → 2015–2020,0.653942,0.346058,"algebra, algebras, mathcal, unital, von, banach, crossed, cuntz, neumann, mathbb, aa, group, fa","aa, algebra, algebras, banach, mathbb, mathcal, unital, von, mathfrak, cuntz, neumann, crossed"
math,13,2015–2020,2020–2025,2015–2020 → 2020–2025,0.660332,0.339668,"aa, algebra, algebras, banach, mathbb, mathcal, unital, von, mathfrak, cuntz, neumann, crossed","algebra, algebras, mathbb, mathcal, mathfrak, unital, von, banach, group, aa, neumann, tracial"
math,14,2000–2005,2005–2010,2000–2005 → 2005–2010,0.7062,0.2938,"control, systems, nonlinear, output, controller, feedback, adaptation, adaptive, compensators, domination, laws, monotonic, parametrization, spr, stall, attitude, cart, engine, greitzer, input, inverted, lineal, lyapunov, matching, pendulum, prospective, regulation, state, surge, texpara","control, nonlinear, systems, controller, feedback, time, optimal, attitude, adaptive, constraints, stabilization, state, adaptation, compensators, domination, dynamics, lyapunov, monotonic, output, parametrization, problem, robust, spacecraft, stability"
math,14,2005–2010,2010–2015,2005–2010 → 2010–2015,0.71814,0.28186,"control, nonlinear, systems, controller, feedback, time, optimal, attitude, adaptive, constraints, stabilization, state, adaptation, compensators, domination, dynamics, lyapunov, monotonic, output, parametrization, problem, robust, spacecraft, stability","control, controller, feedback, nonlinear, optimal, state, systems, time, controllers, design, output, stabilization, stability"
math,14,2010–2015,2015–2020,2010–2015 → 2015–2020,0.879712,0.120288,"control, controller, feedback, nonlinear, optimal, state, systems, time, controllers, design, output, stabilization, stability","control, controller, controllers, nonlinear, optimal, state, systems, time, design, feedback, stability, optimization"
math,14,2015–2020,2020–2025,2015–2020 → 2020–2025,0.808894,0.191106,"control, controller, controllers, nonlinear, optimal, state, systems, time, design, feedback, stability, optimization","control, controller, optimal, optimization, state, systems, time, feedback, mpc, nonlinear, controllers, design, safety"
math,15,2000–2005,2005–2010,2000–2005 → 2005–2010,0.803519,0.196481,"curvature, hypersurfaces, mathbb, surfaces, minimal, space, surface, euclidean, geometry, mean, embedded, manifold, metric, cmc, immanent, immersed, proj, riemannian, sphere","curvature, hypersurfaces, mathbb, mean, minimal, space, surface, surfaces, constant, gauss, riemannian, willmore, curves, laguerre, manifold"
math,15,2005–2010,2010–2015,2005–2010 → 2010–2015,0.785538,0.214462,"curvature, hypersurfaces, mathbb, mean, minimal, space, surface, surfaces, constant, gauss, riemannian, willmore, curves, laguerre, manifold","curvature, curves, hypersurfaces, mathbb, mean, minimal, space, surface, surfaces, curve, constant, timelike, times, willmore"
math,15,2010–2015,2015–2020,2010–2015 → 2015–2020,0.901002,0.098998,"curvature, curves, hypersurfaces, mathbb, mean, minimal, space, surface, surfaces, curve, constant, timelike, times, willmore","curvature, curves, hypersurfaces, mathbb, minimal, space, surface, surfaces, mean, euclidean, boldsymbol, curve, willmore"
math,15,2015–2020,2020–2025,2015–2020 → 2020–2025,0.941105,0.058895,"curvature, curves, hypersurfaces, mathbb, minimal, space, surface, surfaces, mean, euclidean, boldsymbol, curve, willmore","curvature, curves, hypersurfaces, mathbb, minimal, space, surface, surfaces, mean, hypersurface, willmore, boldsymbol, times"
math,16,2000–2005,2005–2010,2000–2005 → 2005–2010,0.700784,0.299216,"einstein, hler, kaehler, manifold, manifolds, metrics, complex, kahler, curvature, metric, bundle, hyperk, compact","complex, einstein, hler, kaehler, kahler, manifold, manifolds, metrics, curvature, metric, hermitian, holomorphic"
math,16,2005–2010,2010–2015,2005–2010 → 2010–2015,0.861414,0.138586,"complex, einstein, hler, kaehler, kahler, manifold, manifolds, metrics, curvature, metric, hermitian, holomorphic","complex, curvature, einstein, hler, kahler, manifold, manifolds, metrics, holomorphic, kaehler, metric, hermitian, mathit"
math,16,2010–2015,2015–2020,2010–2015 → 2015–2020,0.930271,0.069729,"complex, curvature, einstein, hler, kahler, manifold, manifolds, metrics, holomorphic, kaehler, metric, hermitian, mathit","complex, curvature, einstein, hler, holomorphic, manifold, manifolds, metrics, kahler, hermitian, metric, bundle"
math,16,2015–2020,2020–2025,2015–2020 → 2020–2025,0.925818,0.074182,"complex, curvature, einstein, hler, holomorphic, manifold, manifolds, metrics, kahler, hermitian, metric, bundle","complex, curvature, einstein, hermitian, hler, holomorphic, manifold, manifolds, metrics, bundle, compact, kahler, metric"
math,17,2000–2005,2005–2010,2000–2005 → 2005–2010,0.633498,0.366502,"words, number, pattern, permutations, patterns, permutation, trees, avoiding, subsequence, continued, generating, longest, paths, 2j, bijection, catalan, combinatorial, emptyset, foata, friedman, increasing, length, mn3, return, tr, word","number, pattern, patterns, permutation, permutations, words, avoiding, length, dyck, paths, sequences, trees, word, bijection, combinatorial, partitions"
math,17,2005–2010,2010–2015,2005–2010 → 2010–2015,0.680664,0.319336,"number, pattern, patterns, permutation, permutations, words, avoiding, length, dyck, paths, sequences, trees, word, bijection, combinatorial, partitions","length, number, pattern, permutation, permutations, word, words, dyck, sequences, paths, patterns, sf, tableaux"
math,17,2010–2015,2015–2020,2010–2015 → 2015–2020,0.955961,0.044039,"length, number, pattern, permutation, permutations, word, words, dyck, sequences, paths, patterns, sf, tableaux","length, number, pattern, permutation, permutations, sequences, word, words, patterns, paths, tableaux, avoiding, dyck, sf"
math,17,2015–2020,2020–2025,2015–2020 → 2020–2025,0.86072,0.13928,"length, number, pattern, permutation, permutations, sequences, word, words, patterns, paths, tableaux, avoiding, dyck, sf","length, number, permutation, permutations, sequences, word, words, pattern, dyck, patterns, mathcal, parking, avoiding, paths"
math,18,2000–2005,2005–2010,2000–2005 → 2005–2010,0.917582,0.082418,"eisenstein, forms, functions, hecke, modular, cusp, series, weight, maass, automorphic, adic, arakelov, conjecture, formula, fourier, frac, quadratic, selberg, siegel, unimodular","eisenstein, forms, functions, hecke, modular, series, adic, weight, automorphic, gl, maass, cusp, siegel"
math,18,2005–2010,2010–2015,2005–2010 → 2010–2015,0.883002,0.116998,"eisenstein, forms, functions, hecke, modular, series, adic, weight, automorphic, gl, maass, cusp, siegel","eisenstein, forms, hecke, modular, cusp, weight, adic, automorphic, functions, gl, maass, series, siegel, mathbb"
math,18,2010–2015,2015–2020,2010–2015 → 2015–2020,0.901808,0.098192,"eisenstein, forms, hecke, modular, cusp, weight, adic, automorphic, functions, gl, maass, series, siegel, mathbb","eisenstein, forms, hecke, mathbb, modular, cusp, weight, adic, functions, maass, gl, ll, series, siegel"
math,18,2015–2020,2020–2025,2015–2020 → 2020–2025,0.767734,0.232266,"eisenstein, forms, hecke, mathbb, modular, cusp, weight, adic, functions, maass, gl, ll, series, siegel","eisenstein, forms, functions, gl, hecke, ll, mathbb, modular, adic, weight, mathrm, automorphic, series"
math,19,2000–2005,2005–2010,2000–2005 → 2005–2010,0.552166,0.447834,"equation, noise, stochastic, diffusion, differential, forcing, ito, solutions, equations, solution, subthreshold, time, burgers, dx, frequencies, heat, hoelder, initiale, invariant, loi, measure, nu, regularity, resonance, rough, semilinear, signal, spde, uniqueness","differential, diffusion, equation, equations, noise, solution, solutions, stochastic, processes, driven, process, time, ito"
math,19,2005–2010,2010–2015,2005–2010 → 2010–2015,0.952247,0.047753,"differential, diffusion, equation, equations, noise, solution, solutions, stochastic, processes, driven, process, time, ito","differential, diffusion, equation, equations, noise, processes, solutions, stochastic, solution, driven, process, sdes, time"
math,19,2010–2015,2015–2020,2010–2015 → 2015–2020,0.938967,0.061033,"differential, diffusion, equation, equations, noise, processes, solutions, stochastic, solution, driven, process, sdes, time","differential, diffusion, equation, equations, noise, solution, solutions, stochastic, processes, time, driven, mathbb"
math,19,2015–2020,2020–2025,2015–2020 → 2020–2025,0.988173,0.011827,"differential, diffusion, equation, equations, noise, solution, solutions, stochastic, processes, time, driven, mathbb","differential, diffusion, equation, equations, noise, solution, solutions, stochastic, time, mathbb, driven, processes, sdes"
math,20,2000–2005,2005–2010,2000–2005 → 2005–2010,0.864154,0.135846,"curvature, einstein, manifold, manifolds, metric, metrics, riemannian, lie, bundle, geometry, space, conformal, ew, killing, osserman, spaces, structures, tensor","curvature, einstein, lie, manifold, manifolds, metric, metrics, riemannian, geometry, conformal, connection, killing, structures"
math,20,2005–2010,2010–2015,2005–2010 → 2010–2015,0.709112,0.290888,"curvature, einstein, lie, manifold, manifolds, metric, metrics, riemannian, geometry, conformal, connection, killing, structures","conformal, curvature, einstein, lie, manifold, manifolds, metric, metrics, riemannian, connection, lorentzian, nabla"
math,20,2010–2015,2015–2020,2010–2015 → 2015–2020,0.705942,0.294058,"conformal, curvature, einstein, lie, manifold, manifolds, metric, metrics, riemannian, connection, lorentzian, nabla","curvature, einstein, lie, manifold, manifolds, metric, metrics, riemannian, nabla, conformal, killing, invariant, mathcal, mathfrak"
math,20,2015–2020,2020–2025,2015–2020 → 2020–2025,0.936322,0.063678,"curvature, einstein, lie, manifold, manifolds, metric, metrics, riemannian, nabla, conformal, killing, invariant, mathcal, mathfrak","curvature, einstein, lie, manifold, manifolds, metric, metrics, riemannian, invariant, nabla, lorentzian, mathbb, mathcal"
math,21,2000–2005,2005–2010,2000–2005 → 2005–2010,0.503145,0.496855,"hamiltonian, periodic, systems, bifurcation, bf, dot, equations, solutions, homoclinic, orbits, body, lienard, om, steady, 2d, energy, euler, function, laskar, nonlinear, sl","bifurcation, body, hamiltonian, orbits, periodic, solutions, systems, equations, stability, bifurcations, bf, differential, dot, dynamical, dynamics, homoclinic"
math,21,2005–2010,2010–2015,2005–2010 → 2010–2015,0.901893,0.098107,"bifurcation, body, hamiltonian, orbits, periodic, solutions, systems, equations, stability, bifurcations, bf, differential, dot, dynamical, dynamics, homoclinic","bifurcation, body, hamiltonian, orbits, periodic, solutions, stability, systems, bifurcations, equations, cycles, dynamics, homoclinic, mathbb, overrightarrow, problem"
math,21,2010–2015,2015–2020,2010–2015 → 2015–2020,0.750334,0.249666,"bifurcation, body, hamiltonian, orbits, periodic, solutions, stability, systems, bifurcations, equations, cycles, dynamics, homoclinic, mathbb, overrightarrow, problem","bifurcation, bifurcations, dynamics, hamiltonian, orbits, periodic, solutions, systems, body, stability, dynamical, equations"
math,21,2015–2020,2020–2025,2015–2020 → 2020–2025,0.862769,0.137231,"bifurcation, bifurcations, dynamics, hamiltonian, orbits, periodic, solutions, systems, body, stability, dynamical, equations","bifurcation, bifurcations, body, hamiltonian, orbits, periodic, solutions, systems, dynamics, stability, dot, problem"
math,22,2000–2005,2005–2010,2000–2005 → 2005–2010,0.705231,0.294769,"boundary, navier, stokes, equations, solutions, incompressible, reynolds, viscous, fluid, initial, solution, clopeau, compressible, couette, data, drag, geostrophic, langley, layer, nabla, nard, regularity, resolvent, stockholm, time, ve, velocity, veps","boundary, equations, fluid, incompressible, navier, solutions, stokes, compressible, viscous, initial, time, global, regularity, transonic, veps"
math,22,2005–2010,2010–2015,2005–2010 → 2010–2015,0.732093,0.267907,"boundary, equations, fluid, incompressible, navier, solutions, stokes, compressible, viscous, initial, time, global, regularity, transonic, veps","compressible, equations, fluid, incompressible, navier, solutions, stokes, initial, boundary, global, velocity, viscous"
math,22,2010–2015,2015–2020,2010–2015 → 2015–2020,0.939419,0.060581,"compressible, equations, fluid, incompressible, navier, solutions, stokes, initial, boundary, global, velocity, viscous","compressible, equations, fluid, incompressible, initial, navier, solutions, stokes, boundary, velocity, global, solution"
