subject,topic_id,window,win_start,win_end,top_words,n_words
math,2,2000–2005,2000,2005,"algebra, bethe, vertex, lie_algebra, belavin, bethe_ansatz, gaudin, ggs, hexagon, irf, matrix, yang_baxter, yangian, affine, chain, critical, dynamical, felder, gervais, hofstadter, jordanian, kazhdan_lusztig, loop, lusztig, master, miura_oper, module, neveu, oper, p15, pattern, population, quantum, representation, spin, wakimoto, wronski, xxz",38
math,2,2005–2010,2005,2010,"algebra, affine, group, module, quantum, kazhdan_lusztig, lie_algebra, lusztig, chi, schr_dinger_virasoro, schur, vertex, weight, cala_cala, cell, cherednik, expansion, gaudin, hat_hat, hecke, level, lie, loop, miura_oper, oper, p15, qsl, representation, ternary, virasoro, wakimoto, witt",32
math,2,2010–2015,2010,2015,"algebra, quantum, module, lie_algebra, algebras, bethe, cluster, cpm, group, matrix, representation, vertex, yangian, affine, affinisation_mathfrak_mathfrak, bethe_subalgebras, covariant, eigenvector, gaudin, kazhdan_lusztig, lie, mathfrak_mathfrak, onsager, sector, spin, subalgebra, superintegrable_chiral_pott, ternary, virasoro, witt, yangians",31
math,2,2015–2020,2015,2020,"algebra, quantum, lie_algebra, mathfrak_mathfrak, module, yangian, mathfrak, affine, affinisation_mathfrak_mathfrak, bethe, flag_variety, kazhdan_lusztig, algebras, basis, equivariant, hessenberg_variety, imath, jmath, mbox_hess, mfrak_mfrak, representation, spin, twisted, type, ufo, vertex",26
math,2,2020–2025,2020,2025,"algebra, mathfrak_mathfrak, quantum, mathfrak, module, affine, flag_variety, lie_algebra, yangian, vertex, mathfrak_hbar, nichols, basis, equivariant, hat, kazhdan_lusztig, mathcal, reflection, relative_rota_baxter, twisted, yetter_module",21
math,3,2000–2005,2000,2005,"ideal, divisor, multipli, toric_variety, variety, scheme, apparent, assessor, gvb, proj_proj, projective, sedenion, sheaf, singularity, arithmetic, arrangement, canonical, double, fujita, gieseker, hilbert_kunz, log, modulus_stack, occurence, otime_otime, quartet, quasiadjunction, rec, theta, witten",30
math,3,2005–2010,2005,2010,"divisor, ideal, multipli, sheaf, toric, comb, curve, modulus_space, projective, psh, theta, toric_variety, variety, vector_bundle, acc, arrangement, bsi, castelnuovo, flip, fujita, gvb, mathcal, mhu, perp, poincare, scheme, stiefel_whitney, surface, threshold, torsion, valuative, van, witten",33
math,3,2010–2015,2010,2015,"divisor, ideal, sheaf, curve, multipli, projective, surface, variety, chow, hilbert, index, mather, modulus_space, singularity, toric, bsi, hilbert_kunz, kudla_rapoport, mhu, plurisubharmonic, ppav, resolution, scheme, stiefel_whitney",24
math,3,2015–2020,2015,2020,"divisor, sheaf, variety, surface, ideal, curve, projective, scheme, singularity, toric, hilbert, multipli, smooth, bir, chow, class, log, masur_veech_volume, mather, mmp, modulus_space, operatorname_nev, shtukas, toric_variety, toy",25
math,3,2020–2025,2020,2025,"curve, divisor, sheaf, variety, projective, mathbb, mathcal, nef, overline, scheme, singularity, toric, bigl, bigr, bundle, class, cone, ideal, mathbb_mathbb, quot, rank, seshadri_constant, smooth, surface, tautological, toric_variety",26
math,4,2000–2005,2000,2005,"foliation, groupoid, manifold, fundamental, group, hyperbolic, leaf, correspondent, cover, diffeomorphism, geodesic, taut_foliation, amenability, aspherical, automorphism, bolic, branch, conformal, handlebodie, homoclinic_heteroclinic, lamination, lie, metric, norm, orbit, quasicompact, smooth, surface, tcb, torus, transversal, universal",32
math,4,2005–2010,2005,2010,"foliation, group, hyperbolic, manifold, space, surface, fundamental, leaf, aspherical, geodesic, groupoid, metric, action, catalogue, compact, contact, coverable, fol, haefliger, pseudo_anosov, riemannian_manifold, schottky, tcb, tetrahedra, transversal",25
math,4,2010–2015,2010,2015,"action, foliation, group, hyperbolic, manifold, pseudo_anosov, anosov, flow, leaf, space, orbit, compact, cover, diffeomorphism, fundamental, geodesic, lner, metric, overlay, rotopulsator, spacetime, surface",22
math,4,2015–2020,2015,2020,"action, flow, foliation, group, hyperbolic, manifold, anosov, surface, diffeomorphism, lnp, space, center, compact, fuchsian, fundamental, graph, map, newton, orbit, pseudo_anosov",20
math,4,2020–2025,2020,2025,"action, anosov, flow, foliation, group, hyperbolic, manifold, surface, space, pseudo_anosov, circle, fuchsian, isovariant, orbit, quasigeodesic, thurston",16
math,5,2000–2005,2000,2005,"algebra, hopf_algebra, algebras, clifford, group, fuzzy, hat_inftyrep, mathtt, modop, module, noncommutative, operator, rack, representation, bar, biconvolution, cal, cycop, hat, hopf_gebra, nichols, operad, peak, poisson, quantum, rep, ring, space, unstable",29
math,5,2005–2010,2005,2010,"algebra, group, hopf_algebra, algebras, module, representation, ach, lie_algebra, tmop, bar, bialgebra, block, cal, deformation, dimensional, fuzzy, gabor, gabor_frame, hopf, invariant, nichols, noncommutative, peak, poisson, pseudogroup, quantum, ring, rock, semigroup, vertex",30
math,5,2010–2015,2010,2015,"algebra, group, hopf_algebra, lie_algebra, module, algebras, representation, quantum, dimensional, finite, qtr, action, ast, bialgebra, cayley, drep, hopf, invariant, lie_group, noncommutative, sayd, schur, tensor",23
math,5,2015–2020,2015,2020,"algebra, algebras, group, hopf_algebra, representation, finite, clifford, lie_algebra, module, category, ltlt, frak_frak, hopf, lie_group, majorana, mathbb, psl_mathbb, schur, tensor, triangularization",20
math,5,2020–2025,2020,2025,"algebra, algebras, group, representation, mathbb, category, lie_algebra, clifford, hopf_algebra, mathbb_mathbb, mathcal, mathfrak, module, conj, ltlt, mathfrak_mathfrak, preprojective, quantum, tensor, triangularization, twisted",21
math,6,2000–2005,2000,2005,"algebra, algebras, operator, banach, nest, atom, circ, frak, hyperatomic, ideal, manifold, pseudodifferential, space, unital, amenability, amenable, bidual, class, containment, csl, endomorphism, extension, function, hahn_banach, linear, mathbf, monotone, norm, quasidiagonal, riesz, semigroup, ternary, von_neumann_algebras",33
math,6,2005–2010,2005,2010,"algebra, algebras, banach, operator, amenability, chet, derivation, frame, module, peak, semigroup, amenable, approximate, aren, banach_space, bidual, conne_amenability, contractibility, ell_ell, face, frechet, ideal, mathcal_mathcal, monotone, resolvent, schauder, semicontinuous, subspace, ternary, ultrapower, unital, vmo, widetilde",33
math,6,2010–2015,2010,2015,"algebra, algebras, banach, operator, amenability, banach_space, property, semigroup, unital, continuous, kirchberg, module, aren, cla, closability, contractibility, convex, dilation, ell_ell, haagerup, ideal, otimesmin, positive, radical, vmo",25
math,6,2015–2020,2015,2020,"algebra, algebras, banach, banach_space, operator, property, space, unital, amenability, amenable, bse, convex, dilation, cla, continuous, coz, function, mathcal, mathcal_mathcal, norm, positive, rnp, semialgebraic, semigroup",24
math,6,2020–2025,2020,2025,"algebra, algebras, banach, operator, property, banach_space, space, semigroup, amenability, boldsymbol, mathscr, amenable, compact, continuous, lattice, map, mathcal, nonseparable, norm, overcomplete, riesz_multimorphism, topology",22
math,7,2000–2005,2000,2005,"algebra, group, quantum, representation, coaction, module, action, amenability, basis, braid, car, corepresentation, hopf_algebra, affine, algebras, code, convolution, dimensional, hat_frak, heisenberg_virasoro, irreducible, krammer, nichols, qkzb, rat, self_dual, tensor_product, trace, weight",29
math,7,2005–2010,2005,2010,"algebra, group, module, quantum, representation, irreducible, braid, hopf_algebra, weight, algebras, category, heisenberg_virasoro, cluster, dimensional, hat, rat, subfactor, tracial_rokhlin, unitary",19
math,7,2010–2015,2010,2015,"algebra, group, quantum, representation, hopf_algebra, module, category, weight, braid, algebras, tensor_product, affine, chargeon, cluster, finite, fluxion, hat, lambda_lambda, mathbb_mathbb, soergel_bimodule, teardrop, varpi_varpi",22
math,7,2015–2020,2015,2020,"algebra, category, group, module, quantum, representation, hopf_algebra, algebras, mathfrak, tensor_product, affine, bar, braid, cluster, finite, groupoid, mathbb_mathbb, mathfrak_mathfrak, polyadic, upsilon, weight",21
math,7,2020–2025,2020,2025,"algebra, group, hopf_algebra, module, quantum, representation, category, mathfrak, braid, mathbf, cluster, frakk_frakk, mathcal, mathfrak_mathfrak, matrix, pm1, upsilon, varepsilon",18
math,8,2000–2005,2000,2005,"monomial_ideal, hilbert, ring, cohomology, ideal, module, ext, glicci, gorenstein_liaison, local, monomial, multiplicity, polynomial, acm, algebra, annihilator, betti, degree, forest, graph, lambda, macdonald, multr, orlik_solomon, pfaffian, ree, residue, semigroup, sextic, subforest, union",31
math,8,2005–2010,2005,2010,"cohomology, monomial_ideal, ring, algebra, ideal, module, local, polynomial, annihilator, lambda, monomial, multiplicity, subword, frobenius, graph, hilbert, hypergraph, macdonald_ruijsenaar, polymatroid, residue, sdepth, stanley, sth",23
math,8,2010–2015,2010,2015,"cohomology, ideal, local, module, ring, algebra, monomial, monomial_ideal, stanley, polynomial, pure, ass, fraksl, mesoprimary, milnor_witt, multiplicity, quintasymptotic, sequence, sth",19
math,8,2015–2020,2015,2020,"cohomology, ideal, module, monomial_ideal, polynomial, ring, local, algebra, monomial, betti, alexander, ass, duality, hessenberg_variety, matroid, mesoprimary, milnor_witt, multipartition, pol, stanley_stembridge, star_star",21
math,8,2020–2025,2020,2025,"ideal, module, monomial_ideal, polynomial, ring, algebra, ext, monomial, cohomology, submodule, betti, hessenberg_variety, hilbert_kunz, hmf, mathfrak, mathrm, multipartition, multiplicity, operatorname, resurgence, squarefree_monomial, stanley_reisner, ultragraph_leavitt_path",23
math,9,2000–2005,2000,2005,"pattern, tree, generating_function, permutation, catalan, continued_fraction, incidence, discontinuity, ensemble, fraction, random, statistic, chebyshev, edit_distance, enumeration, enumerator, leaf, letter, matrix, mn3, motzkin_path, origin, planar, plancherel, robertson, subsequence, toolbox, vertex, viterbi, wilf, young_tableau",31
math,9,2005–2010,2005,2010,"pattern, permutation, tree, graph, generating_function, combinatorial, derangement, dumont_permutation, enumeration, partition, patience, random, viterbi, bijection, bijective, catalan, defect, edit_distance, eigenfunction, ensemble, excess, flaw_preference, hdot, matrix, motzkin_path, multigraph, nomial, planar, polynomial, prudent_walk, subsequence, vicious_walker",32
math,9,2010–2015,2010,2015,"graph, pattern, permutation, tree, length, random, sequence, vertex, distance, generating_function, bijection, catalan, combinatorial, defect, distribution, dyck_path, edge, excess, fibonacci, hdot, interval, lazy_cop, moebius, pascal, polynomial, spectral_gap, walk, young_tableaux",28
math,9,2015–2020,2015,2020,"graph, pattern, permutation, random, tree, vertex, sequence, catalan, edge, enumeration, cycle, length, eulerian, matrix, simsun",15
math,9,2020–2025,2020,2025,"graph, pattern, permutation, random, tree, vertex, cycle, sequence, catalan, length, edge, parking, eigenvalue, forest, matrix, rainbow, statistic",17
math,10,2000–2005,2000,2005,"operator, schr_dinger_operator, spectral, potential, schrodinger, gordon, schroedinger, spectrum, alphaf, function, oscillatory, quasiperiodic, self_adjoint, titchmarsh, amplitude, bochner_riesz, boundary_condition, coulomb, discreteness, dispersive, eigenvalue, energy, pdem, resonance, sturm_liouville, unif",26
math,10,2005–2010,2005,2010,"eigenvalue, operator, potential, schr_dinger_operator, spectral, spectrum, resolvent, sturm_liouville, self_adjoint, eigenfunction, resonance, schroedinger, semiclassical, boundary_condition, hill, pdem, perturbation, schrodinger",18
math,10,2010–2015,2010,2015,"eigenvalue, operator, potential, resolvent, schr_dinger_operator, spectral, spectrum, eigenfunction, resonance, asymptotic, domain, log2, perturbation, schrodinger, self_adjoint, selfadjoint, semiclassical",17
math,10,2015–2020,2015,2020,"eigenfunction, eigenvalue, operator, potential, schr_dinger_operator, spectral, spectrum, resonance, self_adjoint, resolvent, perturbation, dirac, transmission",13
math,10,2020–2025,2020,2025,"eigenvalue, operator, potential, schr_dinger_operator, spectral, spectrum, resonance, self_adjoint, dirac, eigenfunction, wave, resolvent, transmission, semiclassical",14
math,11,2000–2005,2000,2005,"quantum, algebra, group, representation, superconformal, affine, deformation, involution, jack_superpolynomial, schrodinger, smorodinsky, superalgebra, superalgebras, winternitz, berezin, boson, charge, crystal, ext, generator, lie_algebra, matrix, oscillator, realization, stcms, supergroup, superintegrability, superintegrable, superplane, superpolynomial, supersymmetric, supersymmetry, weyl",33
math,11,2005–2010,2005,2010,"algebra, quantum, module, group, super, affine, algebras, basis, deformation, parabosonic, pbw, schur, superalgebra, superspecie, bosonisation, character, cluster, ext, hopf_algebra, jack_superpolynomial, jucys_murphy_element, kirillov_reshetikhin, kms, laced, paraboson, quasiconformal, quea, representation, smorodinsky, subalgebra, supersymmetric, untwisted, weyl, widetilde_widetilde, winternitz",35
math,11,2010–2015,2010,2015,"algebra, module, quantum, algebras, representation, group, hat_frak, basis, fri, mathcal, superalgebra, superalgebras, weyl, affine, category, cluster, imaginary, laced, mathbb, mathfrak, overset_circ, parabosonic, schur, super, supergroup, underline_rep",26
math,11,2015–2020,2015,2020,"algebra, group, module, quantum, superalgebra, mathfrak, representation, mathfrak_mathfrak, category, lie_superalgebra, weyl, affine, bigvee, braid, cri_frak_vert, heisenberg, quantization, super, superalgebras, superconformal, underline_rep",21
math,11,2020–2025,2020,2025,"algebra, mathfrak, module, quantum, superalgebra, group, mathfrak_mathfrak, affine, category, algebras, lie_superalgebra, super, bms, hat, hbar, mathcal, representation, schur",18
math,12,2000–2005,2000,2005,"group, subgroup, diagram, free, amalgamation, automorphism, bbb, braid, platonov, plotkin, schmidt, solvable, superrigid, thompson, asymptotic, aut, basis, blow, class, dim, finite, folding, hierarchomorphism, isotopy, jsj_decomposition, kerphi, map, nilpotent, reflection, reflexible, relator, tessellation, tiling",33
math,12,2005–2010,2005,2010,"finite, group, subgroup, braid, artin, free, hyperbolic, presentation, cat, fic, arb_ara_arb_ara, automorphism, baumslag_solitar_group, bbb, bbc, commensurator, coxeter, graph, isocohomological, lie_group, map, nilpotent, outer_automorphism, parageometric, quotient, reflexible, tilde, tree",28
math,12,2010–2015,2010,2015,"finite, graph, group, subgroup, free, hyperbolic, space, artin, braid, cat, quotient, abelian, automorphism, commensurator, geodesic, gottlieb, isometry, mathscr, nilpotent, operad, product, quasi, quasimorphism, sofic, tree",25
math,12,2015–2020,2015,2020,"finite, free, graph, group, hyperbolic, subgroup, automorphism, braid, space, action, tree, artin, geodesic, homomorphism, misorientation, sofic, text, word",18
math,12,2020–2025,2020,2025,"finite, free, graph, group, hyperbolic, subgroup, braid, action, artin, automorphism, groupoid, mathbb_mathbb, misorientation, mot_underline, quasi, quasifold, space, text",18
math,13,2000–2005,2000,2005,"invariant, knot, link, vassiliev, casson_gordon, concordance, contact, cyclic, eta, framing, legendrian, legendrian_knot, reidemeister_move, seifert, transverse, triple, alexander, branched_covering, bridge, diagram, fibred, heegaard_floer_homology, heegaard_splitting, hfa, ieie, knot_concordance, markov, sliceness, sphere",29
math,13,2005–2010,2005,2010,"knot, link, genus, manifold, surgery, invariant, concordance, heegaard_splitting, bridge, contact, crossing, fibred, heegaard_floer_homology, ieie, alexander, diagram, eta, floer_homology, legendrian, legendrian_knot, open_book, pant, seifert, sphere, tunnel",25
math,13,2010–2015,2010,2015,"genus, knot, link, manifold, heegaard_splitting, invariant, legendrian, surgery, concordance, heegaard_floer_homology, slice, crossing, floer_homology, legendrian_knot, bipolar, homology, pant, pseudoknot",18
math,13,2015–2020,2015,2020,"genus, knot, link, manifold, surgery, concordance, crossing, invariant, slice, handlebody, seifert, bridge, complement, diagram, floer_homology, heegaard_floer_homology, heegaard_splitting, knot_concordance, legendrian, subcentric, tst",21
math,13,2020–2025,2020,2025,"genus, knot, link, surgery, homology, invariant, manifold, legendrian, seifert, contact, crossing, slice, cable, complement, concordance, concordant, handlebody, hfl, mathbb",19
math,14,2000–2005,2000,2005,"bundle, curve, fano_threefold, fan, rational, sheaf, fano_variety, intersection, calabi_yau_threefold, canonical, cohomology, csck, degree, equivariant, fano, formal, hilb_hilb, hilbert, hler, iitaka, invariant, line, list, manifold, math, poincare, prym, quasi, rationality, regularity, semistable, slope, surface, syzygy, tilde, tilde_tilde, toric_variety, tsen, vector_bundle, virtual, ystad",41
math,14,2005–2010,2005,2010,"curve, fano, projective, vector_bundle, bundle, semistable, smooth, csck, fano_fold, fano_variety, manifold, picard, seshadri_constant, sheaf, compactified_jacobian, contraction, defect, deligne, deligne_mumford_stack, hacon_mckernan, hler, hler_ricci, jet, line_bundle, morse, orbifold, rank, rational, rho_rho, scheme, slope",31
math,14,2010–2015,2010,2015,"vector_bundle, line_bundle, picard, fano, curve, projective, seshadri_constant, sheaf, bundle, fano_fold, fano_variety, mok, stable, ample_line_bundle, categorical, cominuscule, compactified_jacobian, contraction, fibre, genus, hler_ricci, homogeneous, hwang, monoid, morel, nef, representability, scheme, stability, tangent_bundle, variety",31
math,14,2015–2020,2015,2020,"bundle, fano, vector_bundle, curve, line_bundle, variety, projective, scheme, sheaf, ample, fano_variety, nef, smooth, gonality, hodge, locus, morel, picard, stability, syzygy, tangent_bundle, textrm_quot",22
math,14,2020–2025,2020,2025,"bundle, curve, projective, variety, fano, sheaf, smooth, vector_bundle, fano_variety, line_bundle, picard, rank, ample_line_bundle, characteristic, hodge, nef, textrm_quot",17
math,15,2000–2005,2000,2005,"category, functor, axiomatic, homotopy, stable, additive, bousfield, bridge, dependent, homological, homology, ideal, nilpotence, arch, bank, beijing, bimorphism, choice, contravariant, enrichment, fair, franke, icm, localisation, localized, mainstream, monomorphism, movability, principal, proceeding, representability, representable, restriction, semiorthogonal_decomposition, spectra, subcategorie, thick_subcategory, usual",38
math,15,2005–2010,2005,2010,"category, functor, homotopy, object, theory, spectra, stable, cubical, fair, ttf_triple, astc_ast, astc_ast_algebra, axiomatic, benson, colimit, colocalisation, coproduct, corigid, dgas, drep, enlargement, enrichment, factorisation, hoshino, injectivity, limit, partial, restriction, sss, structure, subcategorie, thick_subcategory, torsionfree",33
math,15,2010–2015,2010,2015,"category, functor, object, homotopy, abelian, colimit, theory, module, representability, topos, algebra, anafunctor, astc_ast, astc_ast_algebra, auslander, categorical, cellularization, center, cometic, coreflective, cubical, drep, heller, localisation, monoidal, pro, protoadditive, recollement, reflector, spectra, sss, track, wallman",33
math,15,2015–2020,2015,2020,"category, functor, abelian, homotopy, object, auslander, spectra, exact, morphism, recollement, mathcal_mathcal, module, underline, assignment, categorical, cometic, encoding, hspace, impredicative, pro, subfactor, text, track",23
math,15,2020–2025,2020,2025,"category, functor, homotopy, object, mathcal, theory, abelian, mathcal_mathcal, categorical, derivator, exact, mathscr, morphism, recollement, spectra, subcategorie, infty_infty, mathrm, module, perf, ring, structure, tilting",23
math,16,2000–2005,2000,2005,"mirror_symmetry, brane, category, elliptic_curve, gromov_witten, widetilde_widetilde, kontsevich, chiral, dictionary, fukaya_category, orientifold, spin, string, theory, worldsheet, compactification, cosmological_constant, equivalence, flag, iwase, kono, lagrangian_submanifold, mimura, mirror, mwgt, neck, orbifold, supersymmetric, tcft, twisted, wgt",31
math,16,2005–2010,2005,2010,"string, theory, orbifold, algebra, brane, category, field, minitwistor, mirror_symmetry, space, spin, background, bundle, chiral, cohomology, conformal, delta, dkg, drinfel_double, duality, fivebrane, gauge, group, heterotic_string, iwase, kono, massless, master, mimura, minrep, moishezon_twistor, mwgt, open, osp, supermultiplet, symmetry, tcft, tft, unitary, wgt, worldsheet",41
math,16,2010–2015,2010,2015,"string, theory, brane, field, gauge, structure, twisted, ashtekar, conformal, orbifold, supermultiplet, symmetry, topological, adinkra, algebra, belyi, brunnian, chern_simon, duality, gravitational_descendant, instanton, massless, mathbb_mathbb, minrep, mirror, nonabelian, osp, quantum, refined, spin, unitary",31
math,16,2015–2020,2015,2020,"brane, gauge, string, symmetry, theory, quantum, algebra, group, mathbb_mathbb, mathcal, orbifold, spin, topological, anomaly, chern_simon, circ, conformal, duality, field, gromov_witten, invariant, mathbf_bigtriangleup, metaplectic, vec",24
math,16,2020–2025,2020,2025,"brane, gauge, symmetry, theory, mathcal, quantum, group, spin, string, bps, bundle, category, coulomb_branch, anomaly, conformal, fukaya_category, mathbf_bigtriangleup, overline, syk",19
math,17,2000–2005,2000,2005,"modular, modular_form, conjecture, curve, elliptic_curve, galois, group, meromorphic, mod, abelian_variety, barth, gouvea_mazur, map, nieto, representation, siegel_modular, abelian, arrangement, bloch_kato, bosonic, conformal, eisenstein_series, ell_ell, exceptional, function, heegner, mirror, moonshine, narasimhan_ramanan, quadratic",30
math,17,2005–2010,2005,2010,"curve, modular_form, conjecture, elliptic_curve, genus, group, siegel_modular, abelian_variety, cusp_form, hecke, modular, quadratic, cohomology, congruence, field, form, galois, heegner, hep, jacobi, jacobian, kolyvagin, mod, paramodular, selmer, shimura, spectra, tamagawa, torsion, weight",30
math,17,2010–2015,2010,2015,"curve, elliptic_curve, modular_form, genus, conjecture, modular, congruence, group, selmer, shimura, abelian, function, torsion, abelian_variety, arithmetic, cohomology, cycle, field, galois, jacobi, mathieu, modulus_space, paramodular, surface",24
math,17,2015–2020,2015,2020,"conjecture, curve, group, modular, modular_form, elliptic_curve, field, selmer, function, genus, period, surface, abelian_variety, adic, arithmetic, automorphic, congruence, galois, hurwitz, iwasawa, teichm_ller_curve",21
math,17,2020–2025,2020,2025,"conjecture, curve, elliptic_curve, group, modular, modular_form, selmer, field, adic, automorphic, abelian_variety, genus, mathbb_mathbb, period, shimura, shimura_variety, torsion",17
math,18,2000–2005,2000,2005,"group, field, galois, ell_ell, newton_polygon, representation, abelian_variety, bala, carter, drinfel, finite, gal_gal, mod, unipotent, absolute_galois, algebraic, curve, degree, ell, gal, invariant, jacobian, mapping, octahedral, projective, projectivity, rational, reciprocity_law, richardson, symmetry, toral, vignera",32
math,18,2005–2010,2005,2010,"field, galois, group, representation, character, finite, prime, characteristic, goth_goth, irreducible, rational, rcft, subgroup, abelian_variety, absolute_galois, algebraic, degree, endomorphism, extension, invariant, jacobian, ring, semiabelian, supercharacter, sylow_subgroup, unipotent, variety",27
math,18,2010–2015,2010,2015,"field, galois, group, representation, character, polynomial, prime, finite, irreducible, extension, mathbb, mathbb_mathbb, module, variety, algebraic, characteristic, endomorphism, ggg_ggg, rational, subgroup, sylow_subgroup, unipotent",22
math,18,2015–2020,2015,2020,"field, galois, group, mathbb_mathbb, representation, character, finite, mathbb, unipotent, algebraic, irreducible, module, polynomial, subgroup, cox_ring, ell, prime, skew_brace",18
math,18,2020–2025,2020,2025,"field, galois, group, mathbb, mathbb_mathbb, representation, finite, character, irreducible, mathrm, pgl, subgroup, characteristic, cox_ring, ell, esl, operatorname, skew_brace",18
math,19,2000–2005,2000,2005,"group, surface, curve, automorphism, genus, modulus_space, cubic, smooth, bbb_bbb, extremal, restrained, tautological, abelian, action, aut_aut, canonical, cornalba_harris, danielewski, divisorial_contraction, fieseler, hyperelliptic_curve, ift, moduli_space, monodromy, mordell_weil, point, projective, quadruple, quotient",29
math,19,2005–2010,2005,2010,"curve, genus, group, surface, rational, automorphism, birational, hyperelliptic_curve, modulus_space, epw_sextic, involution, plane, projective, abelian, bicanonical, double_cover, gizatullin, hovel, ift, quartic, sextic, threefold, torelli",23
math,19,2010–2015,2010,2015,"automorphism, curve, genus, group, rational, surface, action, birational, fibration, bimonster, ccm, conic, enrique_surface, gizatullin, hyperbolic, hyperelliptic, mathbb, plane, point, projective, quadratic, quartic, quotient, sextic, subgroup, threefold, type",27
math,19,2015–2020,2015,2020,"automorphism, curve, genus, group, surface, mathbb_mathbb, rational, projective, action, mathbb, mathcal, point, quartic, del_pezzo_surface, enrique_surface, hyperelliptic, locus, map, minimal, overline, psl_mathbb, quotient",22
math,19,2020–2025,2020,2025,"automorphism, curve, group, mathbb_mathbb, surface, genus, rational, mathbb, mathcal, point, fibration, hyperelliptic, projective, cover, degree, map, mod, modulus_space",18
math,20,2000–2005,2000,2005,"average, density, discrepancy, drunkard, lim_to0, moderate_deviation, potential, random, random_walk, schr_dinger_operator, sinai, spectral, alloy, conservative, dispersive, empirical, frac, functionnal, glauber_dynamic, greven, hollander, integrated, kawasaki, kge, lpy, rate, strichartz_estimate, walk",28
math,20,2005–2010,2005,2010,"random, estimate, density, schr_dinger_operator, random_walk, spectral, brownian_motion, decay, deviation, heat_kernel, kge, magnetic_field, moderate_deviation, potential, rate, sharp, allen_cahn, asymptotic, attractor, average, big, cdot, central_limit, environment, function, greven, hardy, hollander, ind, infty, wegner",31
math,20,2010–2015,2010,2015,"estimate, schr_dinger_operator, potential, random, density, function, operator, random_walk, brownian_motion, decay, erw, heat_kernel, measure, sharp, delta, deviation, dimension, domain, environment, half, infty, korobov, levy, mathbb, mathbb_mathbb, particle, radial, saw, schr_dinger, skellam, sle",31
math,20,2015–2020,2015,2020,"estimate, function, mathbb, potential, random, mathbb_mathbb, operator, schr_dinger_operator, cdot, decay, heat_kernel, measure, random_walk, ckn, convergence, energy, frac, frac_frac, hardy, hypoellipticity, infty, int, probability, rate, wfd",25
