subject,topic_id,window,win_start,win_end,top_words,n_words
physics,7,2000–2005,2000,2005,"viscosity, vortex, asymptotic, attractor, bubble, cyclonic, disturbance, flow, growth, rotation, transient, 1ga, accretion, cauchy, characteristic, circulation, dependance, eigenfrequencie, ekman, enstrophy, fluid, geophysical, heuristic, ill, inertial, instability, jet, keplerian, lifespan, modelisation, morphology, poincar, rayleigh_taylor, reynold, richtmyer_meshkov, rossby, twisting",37
physics,7,2005–2010,2005,2010,"flow, rotation, fluid, instability, wave, cyclonic, disturbance, growth, reynold, sphere, turbulence, turbulent, vacillation, vortex, accretion, bifurcation, black, convection, cylinder, deformation, dynamic, heteroclinic, inviscid, jet, keplerian, rayleigh_plateau, rossby, shear, spiral, transient, unstable, wake",32
physics,7,2010–2015,2010,2015,"flow, fluid, instability, rotation, turbulent, cylinder, reynold, turbulence, vortex, wave, jet, libration, closure, convection, dynamic, neck, outer, roll, sph, spiral, viscosity, vorticity, wall",23
physics,7,2015–2020,2015,2020,"flow, fluid, instability, reynold, turbulence, turbulent, vortex, wave, boundary_layer, rotation, shear, cylinder, ekman, scale, velocity, vorticity, wake",17
physics,7,2020–2025,2020,2025,"flow, fluid, instability, reynold, turbulence, vortex, wave, turbulent, cylinder, wake, wall, shear, velocity, viscous, vorticity",15
physics,8,2000–2005,2000,2005,"anti_stoke, car, cnot_gate, coherence, massive, quantum, qubit, superposition, tfrcar, vibronic",10
physics,8,2005–2010,2005,2010,"optical, cavity, noncollinear, nonlinear, polarization, xor_xnor, beam, cascadable, eit, input, instability, logic, mechanical, nanocavity, nanoslab, optomechanic, optomechanical, output, practicality, restoration, rubidium_vapor, switch, switching",23
physics,8,2010–2015,2010,2015,"optical, light, photon, quantum, noncollinear, nonlinear, optomechanical, polarization, signal, fiber, mechanical, opo, optomechanic, spfl, xor_xnor, cavity, circuit, converter, device, eit, entangled_photon, logic, microwave, mode, photonic, rng, scheme, single_photon, tripod",29
physics,8,2015–2020,2015,2020,"light, optical, optomechanical, photon, quantum, mode, photonic, vortex, device, fiber, nonlinear, oam, waveguide, circuit, gear, signal, single_photon, synthetic, topological, valley",20
physics,8,2020–2025,2020,2025,"device, light, optical, photonic, quantum, vortex, nonlinear, photon, mode, optomechanical, topological, phase, chiral, valley",14
physics,9,2000–2005,2000,2005,"atom, cluster, micromaser, quantum, rdm, decoherence, fock, superposition, architecture, bottleneck, cavity, coherent, cold_atom, crystalline, deformation, density, diagonal, electronic, hbar, hierarchy, holstein_primakoff, level, malbouisson, mesoscopic, multiphonon, na2, nanocluster, neto, operation, optical, phonon, photoabsorption, qubit, ratchet, relaxation, tavis, zeeman_sublevel",37
physics,9,2005–2010,2005,2010,"atom, quantum, spin, environment, transition, beating, decoherence, echo, lattice, level, mode, optical, relaxation, swapping, tse, bath, boltzmann, bottleneck, coherence, coherent, deformation, electronic, gaas, gradient, hbar_hbar, lambda, locking, memory, multiphonon, nanocluster, operation, photon, quasiinvariant, qws, rabi, rabi_oscillation",36
physics,9,2010–2015,2010,2015,"atom, optical, quantum, spin, dynamic, lattice, coherence, rabi_oscillation, ensemble, oscillation, quasiinvariant, relaxation, body, cavity, collective, excited, field, frequency, gradient, iqd, level, memory, microlaser, mode, nanolaser, open, superatom",27
physics,9,2015–2020,2015,2020,"atom, dynamic, quantum, spin, optical, cavity, ensemble, excitation, field, superatom, lattice, mode, photon, rydberg, array, atomic, body, clock, collective, excited, gqme, tcmt, transition",23
physics,9,2020–2025,2020,2025,"atom, dynamic, optical, quantum, spin, atomic, interaction, body, cavity, collective, ensemble, qubit, array, clock, coherence, excitation, field, light, mode, protocol, qudit, rydberg",22
physics,10,2000–2005,2000,2005,"pixel, detector, chamber, lhcb, muon, rpc, test, atlas, calorimeter, electrode, epic, event, lhc, mos, preliminary, antiproton, board, ccd, cern, pamela, prototype, ray, resistivity, shower, smuon, xmm_newton",26
physics,10,2005–2010,2005,2010,"atlas, detector, muon, pixel, lhc, test, beam, calorimeter, cosmic_ray, ilc, prototype, chamber, readout, trigger, barrel, cms, lhcb, rpc, silicon, smuon",20
physics,10,2010–2015,2010,2015,"atlas, beam, detector, lhc, muon, pixel, prototype, sensor, calorimeter, readout, silicon, test, cosmic_ray, detection, gem, neutron, resolution",17
physics,10,2015–2020,2015,2020,"beam, detector, lhc, muon, pixel, sensor, prototype, atlas, silicon, readout, resolution, chamber, detection, energy, gem, tpc",16
physics,10,2020–2025,2020,2025,"beam, detector, muon, pixel, prototype, readout, resolution, sensor, lhc, energy, neutron, silicon, particle",13
physics,11,2000–2005,2000,2005,"accelerator, beam, pulse, collider, nlc, structure, cell, linac, loading, wakefield, 2pi, 5pi, backflow, bbu, bunch, crystal, extraction, feedback, ihep, ion, jlc_nlc, kekb, linear, manifold, micromegas, rfq, slc, spoiler, vpac",29
physics,11,2005–2010,2005,2010,"beam, laser, electron, laser_pulse, bunch, clic, fel, ion, linac, luminosity, proton, backscatter, beamsplitter, collider, coma, doppler_shift, drive, emission, field, fusion, hard_ray, lcls, lmt, needle, nucleus, petawatt, ray, target, thomson",29
physics,11,2010–2015,2010,2015,"beam, electron, ion, proton, accelerator, laser, acceleration, collimation, target, bunch, carbon, collider, energy, luminosity, bent_crystal, collimator, fel, ffag, gev, hard_ray, laser_pulse, lcls, lhc, ray",24
physics,11,2015–2020,2015,2020,"acceleration, accelerator, beam, electron, energy, ion, laser, proton, bunch, target, collider, lhc, luminosity, plasma",14
physics,11,2020–2025,2020,2025,"accelerator, beam, electron, energy, laser, bunch, plasma, collider, luminosity, acceleration, ion, proton, pulse, emittance, ray",15
physics,12,2000–2005,2000,2005,"turbulence, scaling, epsilon, exponent, anomalous, fluctuation, mhd, scale, correlation, function, fusion, geomagnetic, index, kolmogorov, order, solar_wind, astrophysical, dissipation, energy, galaxy, gsf, hour, increment, ladder, mpc, sridhar, statistic, turbulent, velocity",29
physics,12,2005–2010,2005,2010,"scale, turbulence, fluctuation, energy, mhd, turbulent, coronal, inertial, isotropic, loop, pdfs, plasma, scaling, statistic, axial, cascade, collisionless, dissipation, epsilon, fusion, galaxy, heating, increment, ism, kolmogorov, law, magnetic_field, mpc, similarity, stripy, yaglom",31
physics,12,2010–2015,2010,2015,"scale, turbulence, turbulent, plasma, solar_wind, cascade, fluctuation, kinetic, anisotropy, increment, magnetic_field, mhd, alpha, collisionless, energy, fragmentation, pdfs, proton, reynold, scaling, sfe, statistic, yaglom",23
physics,12,2015–2020,2015,2020,"kinetic, scale, solar_wind, turbulence, turbulent, energy, fluctuation, anisotropy, cascade, plasma, flow, inertial, law, magnetic_field, mhd, particle, perp, spacecraft, spectra, statistical",20
physics,12,2020–2025,2020,2025,"fluctuation, scale, solar_wind, turbulence, turbulent, anisotropy, magnetic_field, energy, inertial, mhd, plasma, kinetic, perp, alfv_nic, intermittency, ion, pvi, subrange, wave",19
physics,13,2000–2005,2000,2005,"flow, statistic, turbulent, turbulence, moment, scale, beck, convecting, derivative, morphology, shear, universality, velocity, dissipation, entropy, exact, forced, frequency, hydrodynamic, increment, intermittency, isotropy, lyapunov, nonextensive, ppm, rate, rayleigh, remeshing, roll, signal, stationary, trace, vorticity",33
physics,13,2005–2010,2005,2010,"dissipation, flow, scale, turbulence, turbulent, velocity, reynold, cascade, energy, vorticity, lagrangian, statistic, increment, inertial, intermittency, lan, ppm, statistical, vortex",19
physics,13,2010–2015,2010,2015,"energy, flow, reynold, scale, turbulence, turbulent, velocity, cascade, dissipation, fluid, lagrangian, moment, navi_stoke_alpha, rnl, statistic, statistical, vortex, vorticity",18
physics,13,2015–2020,2015,2020,"energy, flow, reynold, scale, turbulence, turbulent, velocity, cascade, dissipation, fluid, rnl, wall, inertial, scalar, shear, statistical, vorticity",17
physics,13,2020–2025,2020,2025,"energy, flow, reynold, scale, turbulence, turbulent, velocity, dissipation, cascade, fluid, scalar, statistic, fluctuation, vortex, vorticity",15
physics,14,2000–2005,2000,2005,"fractal, silver, absorption, affine, afm, aperture, colloid, contours, cutoff, depolarization, electrodynamic, far_field, field, green, metal, nanocrystal, nanoscale, optical, polydisperse, schouten, ser, slit, sol, speckle, spectra, surface, surface_plasmon, tip",28
physics,14,2005–2010,2005,2010,"metal, surface_plasmon, optical, spp, tip, field, plasmonic, surface, afm, light, microscopy, plasmon, ser, slit, subwavelength, antenna, aperture, cdew, depolarization, enhancement, illumination, mode, nanocrystal, polariton, polariton_spp, raman, schouten, semicontinuous, silver_nanoshell, wave",30
physics,14,2010–2015,2010,2015,"metal, optical, plasmonic, surface_plasmon, field, plasmon, spp, light, nanowire, gold, mode, polariton, antenna, enhancement, film, microscopy, nanoantenna, nanoparticle, nanoplasmonic, nanostructure, nonlocal, resonance, slit",23
physics,14,2015–2020,2015,2020,"nanostructure, optical, plasmon, plasmonic, surface_plasmon, field, graphene, metal, emitter, enhancement, light, nanoparticle, surface, dielectric, film, gold, nanoantenna, nanoplasmonic, quantum, resonance, tip",21
physics,14,2020–2025,2020,2025,"field, nanostructure, optical, plasmon, plasmonic, surface_plasmon, nanoparticle, emission, enhancement, light, metal, resonance, surface, coupling, gold, graphene, material, mode, polarization, response",20
physics,15,2000–2005,2000,2005,"cluster, atom, icosahedral, magnetic, metal, shell, bar_bar, inequality, ncu, sjm, spin, structure, twist, 2as, 45n, 4as, alternation, arsenic, bar_bar_bar_bar, chen, decahedral, ferromagnetic, ferromagnetism, ground, icosahedron, jellium, mackay, manganese, minima, moment, odd, paramagnetism, polyicosahedral, scissor, sim40, sutton, van_vleck",37
physics,15,2005–2010,2005,2010,"cluster, magnetic, icosahedral, moment, spin, arsenic, atom, manganese, 2as, 4as, cuboctohedral, ferromagnetism, isomer, dimentional, dmc, energy, ferrimagnetic, ferromagnetic, gold_nanocluster, magnetization, mdi, metallic, nhs, noncollinear, platinum, polarizability, size, smm, stoner_wohlfarth, tunneling",30
physics,15,2010–2015,2010,2015,"cluster, magnetic, spin, magnetization, tunneling, atom, density_functional, electronic, ferromagnetic, icosahedral, magnetic_field, orbital, smm, structure, 2as, cuboctohedral, cucl2, dmc, gbs, gpa, impurity, iron, itinerant, mdi, molecule, nanocluster, qmc, singlet, stm, surface, symmetry, transition",32
physics,15,2015–2020,2015,2020,"magnetic, magnetization, spin, cluster, spintronic, electronic, ferromagnetic, metal, anisotropy, antiferromagnetic, exchange, material, orbital, skyrmion, crystal, gpa, hab, itinerant, magnetic_field, magnonic, nanocluster, rashba, slct, spin_orbit, structure, surface, transition",27
physics,15,2020–2025,2020,2025,"magnetic, magnetization, material, spin, spintronic, ferromagnetic, spin_orbit, metal, orbital, antiferromagnetic, cluster, skyrmion, altermagnet, altermagnetic, anisotropy, cri, magnet, monolayer, structure, temperature, torque",21
physics,16,2000–2005,2000,2005,,0
physics,16,2005–2010,2005,2010,"detector, single_photon, optical, nanowire, photon, pnd, sensitivity, atom, avalanche_apds, photonic, receiver, repetition, semiconductor_quantum_dot, telecom_wavelength, electrical, electrothermal, entanglement, lidar, pnr, qds, quantum, single, spdc, transmitter",24
physics,16,2010–2015,2010,2015,"detector, optical, photon, quantum, single_photon, detection, nanowire, efficiency, entanglement, frequency_comb, memory, atom, cavity, chip, dcr, fiber, jitter, measurement, pnd, readout, receiver, source, spdc, transmitter",24
physics,16,2015–2020,2015,2020,"detection, detector, nanowire, optical, photon, quantum, single_photon, source, efficiency, jitter, cavity, communication, dcr, device, measurement, microcomb, snspd",17
physics,16,2020–2025,2020,2025,"detection, detector, nanowire, optical, photon, quantum, single_photon, source, communication, efficiency, noise, protocol, signal, snspds",14
physics,17,2000–2005,2000,2005,"magnetic_field, turbulence, dynamo, magnetic, reconnection, scale, field, flow, galactic, fluid, kinematic, mhd, resistivity, turbulent, bihelical, cancellation, dynamo_action, energy, fast, helicity, line, perp, reversal_symmetry, stochasticity",24
physics,17,2005–2010,2005,2010,"dynamo, flow, magnetic, magnetic_field, turbulence, scale, dynamos, turbulent, fluctuation, hmri, perp, reynold, cancellation, energy, field, helicity, magnetohydrodynamic, mhd, plasma, reversal, solar_wind",21
physics,17,2010–2015,2010,2015,"dynamo, flow, magnetic, magnetic_field, scale, turbulence, turbulent, helicity, magnetohydrodynamic, mhd, energy, dynamo_action, fluctuation, growth, instability, magnetorotational, reynold, solar_wind",18
physics,17,2015–2020,2015,2020,"dynamo, flow, magnetic, magnetic_field, scale, turbulence, turbulent, mhd, instability, reconnection, energy, helicity, plasma, dynamos, magnetohydrodynamic",15
physics,17,2020–2025,2020,2025,"dynamo, magnetic, magnetic_field, turbulence, turbulent, flow, mhd, plasma, scale, reconnection, instability, solar_wind, switchback, helicity",14
physics,18,2000–2005,2000,2005,"tokamak, turbulence, barrier, drift, flow, plasma, transport, collisionality, interchange, magnetic, toroidal, varrho, zonal, ballooning, beta, braginskii, gam, geodesic, noble, resistivity, scrape_layer, shaping, solitary, stringer, winsor",25
physics,18,2005–2010,2005,2010,"plasma, turbulence, tokamak, toroidal, transport, poloidal, magnetic, turbulent, barrier, flow, flux, mode, radial, ttms, confinement, equilibrium, gradient, kink, lapd, reconnection, resistivity, shaping, shear, tearing, temperature",25
physics,18,2010–2015,2010,2015,"flow, plasma, tokamak, turbulence, turbulent, poloidal, magnetic, shear, transport, gradient, mode, toroidal, instability, jet, magnetic_field, mhd, temperature, vortex",18
physics,18,2015–2020,2015,2020,"flow, magnetic, plasma, tokamak, turbulence, flux, magnetic_field, transport, instability, poloidal, electron, neoclassical, zonal, etg, gyrokinetic, ion, mode, reconnection, turbulent",19
physics,18,2020–2025,2020,2025,"magnetic, plasma, tokamak, turbulence, transport, turbulent, electron, flux, gyrokinetic, magnetic_field, flow, ion, toroidal, etg, fusion, instability, mhd, mode, reconnection, zonal",20
physics,19,2000–2005,2000,2005,"lattice_boltzmann, flow, continuum, fluid, lax_wendroff, millimetric, reactive, slip, steering, appreciable, barrier, boiling, boltzmann, boundary_condition, coalescence, efficiency, electrokinetic, grid, knudsen, liquid, micro, multiphase, navi, particle, reaction, sizeable, vapor, wall",28
physics,19,2005–2010,2005,2010,"flow, fluid, lattice_boltzmann, slip, wall, boltzmann, erythrocyte, roughness, surface, hydrophobic, membrane, velocity, biconcave, capillary, continuum, galilean_invariance, grid, hydrodynamic, knudsen, mesoscopic, molecular, particle, steering, thermal, tread, vesicle",26
physics,19,2010–2015,2010,2015,"flow, fluid, lattice_boltzmann, numerical, lbm, multiphase, scheme, slip, collision, nanobubble, particle, velocity, boltzmann, distribution, force, hydrodynamic, kmclib, knudsen, moment, pseudopotential, roughness, solver, surface, surface_tension, upscaled, wall",26
physics,19,2015–2020,2015,2020,"flow, fluid, lattice_boltzmann, lbm, particle, scheme, gas, knudsen, multiphase, collision, dugks, kinetic, numerical, slip, velocity, boltzmann, discrete, porous_medium, solver, suspension",20
physics,19,2020–2025,2020,2025,"flow, fluid, lattice_boltzmann, lbm, particle, numerical, multiphase, boltzmann, gas, velocity, collision, droplet, dsmc, discrete, kinetic, scheme, slip, solid, wall",19
physics,20,2000–2005,2000,2005,"alice, calorimeter, calorimetry, cdf, container, d0sar, deconvoluter, finder, grid, hep, lhc, multiplicity, pax, pbpb_collision, physics, recognition, tbar, tevatron, toolkit, upgrade",20
physics,20,2005–2010,2005,2010,"trigger, atlas, calorimeter, detector, cms, d0sar, event, lhc, proton, cern_hadron, level, pax, cdf, configuration, container, contexts, datum, decision, ftk, granular, grid, hadron_calorimeter, hadronic_shower, hep, luminosity, lvl1, physics, reconstruction, shower, taking, tau, tbar, tevatron, toolkit",34
physics,20,2010–2015,2010,2015,"detector, trigger, calorimeter, event, reconstruction, cms, lhc, energy, hadron_calorimeter, hadron_collider, shower, software, track, alice, castor, emcal, granular, hadronic_shower, lat, muon, online, pixel, tau, tmine, tracking",25
physics,20,2015–2020,2015,2020,"detector, event, lhc, muon, reconstruction, track, trigger, cms, tracking, algorithm, datum, calorimeter, gpu, pixel, telescope",15
physics,20,2020–2025,2020,2025,"detector, event, reconstruction, trigger, algorithm, track, calorimeter, datum, lhc, physics, cms, particle, tracking, energy, muon",15
physics,21,2000–2005,2000,2005,"community, dissimilarity, network, node, vertex, innovation, selforganization, attractor, brownian, clarification, distance, epidemic, firm, graph, leq_leq, protein, random, theory",18
physics,21,2005–2010,2005,2010,"community, epidemic, network, node, graph, social, disease, dynamic, geographical, innovation, agent, dissimilarity, degree, infection, pandemic, random, selforganization, structure, vertex, weighted, world",21
physics,21,2010–2015,2010,2015,"community, disease, epidemic, infection, network, node, social, degree, graph, dynamic, information, pandemic, contact, individual, threshold, world",16
physics,21,2015–2020,2015,2020,"disease, epidemic, infection, network, node, social, community, degree, contagion, contact, information, covid, dynamic, graph, individual, outbreak, population, threshold, vaccination",19
physics,21,2020–2025,2020,2025,"covid, disease, epidemic, infection, network, node, social, contagion, population, contact, individual, vaccination, dynamic, outbreak, pandemic, spread",16
physics,22,2000–2005,2000,2005,"negative, composite, dielectric, medium, permittivity_permeability, hcm, left, material, spft, srr, wire, bruggeman_homogenization_formalism, chiral, effective, faraday, ferrite, lamellar, lenght, negative_refraction, phase, propagation, real, velocity",23
physics,22,2005–2010,2005,2010,"medium, negative, metamaterial, wave, dielectric, dispersion, refractive_index, anisotropic, composite, hcm, material, negative_refraction, propagation, birefringent, chiral, counterposition, electromagnetic, frequency, homogenization, lamellar, nim, permeability, phase, refraction, rod, slab, spft, srr, velocity",29
physics,22,2010–2015,2010,2015,"dielectric, medium, metamaterial, wave, dispersion, negative, frequency, hyperbolic_metamaterial, material, propagation, effective, waveguide, dispersive, electromagnetic, ferrofluid, homogenization, hyperbolic, index, negative_refraction, pbg, refractive_index, slab, voigt",23
physics,22,2015–2020,2015,2020,"hyperbolic, medium, metamaterial, propagation, wave, dispersion, material, hyperbolic_metamaterial, permittivity, dielectric, electromagnetic, willis, acoustic, anisotropic, dispersive, dyakonov, effective, frequency, waveguide",19
physics,22,2020–2025,2020,2025,"hyperbolic, material, medium, metamaterial, wave, elastic, electromagnetic, dispersion, frequency, hyperbolic_metamaterial, propagation, extremal, metasurface, negative, permittivity, piezoelectric, willis",17
physics,23,2000–2005,2000,2005,"electron, plasma, beam, intense, bunch, laser, positron, electron_positron, relativistic, acceleration, pulse, rfq, target, asynchronac, compton, ion, isotropization, laser_pulse, layer, lazer, megagauss, overdense, parabolic, polarised, ultrahigh",25
physics,23,2005–2010,2005,2010,"acceleration, electron, laser, plasma, beam, ion, laser_pulse, relativistic, energy, overdense, bunch, electron_positron, polarised, target, compton, monoenergetic, positron, proton",18
physics,23,2010–2015,2010,2015,"acceleration, beam, electron, laser, laser_pulse, plasma, target, ion, proton, relativistic, energy, shock, bunch, particle",14
physics,23,2015–2020,2015,2020,"acceleration, beam, electron, energy, laser, laser_pulse, plasma, relativistic, target, accelerator, particle, ion, proton",13
physics,23,2020–2025,2020,2025,"acceleration, beam, electron, laser, laser_pulse, particle, plasma, accelerator, energy, relativistic, positron, target",12
physics,24,2000–2005,2000,2005,"nonlinear, wave, hysteresis, left_handed, magnetic, magneto_optical, medium, metamaterial, monolayer, nonmagnetic, permeability, response, second_harmonic, soliton, band, broadening, converge, eigenstate, interface, material, plate, slab, surface",23
