subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
physics,2,2010–2015,2015–2020,2010–2015 → 2015–2020,0.742286,0.257714,"dna, folding, protein, proteins, model, coarse, grained, binding, denaturation, folded, rna, tmao, backbone, base, crosslink, force, hp1, hydrogen, loop, melting, molecular, multiscaal, residue, ssdna, stranded, trp, zinc","dna, folding, model, protein, proteins, rna, binding, chromatin, molecular, chromosome, conformational, epigenetic, grained, boldsymbol, coarse, force, nucleosome, simulations, transcription"
physics,2,2015–2020,2020–2025,2015–2020 → 2020–2025,0.699272,0.300728,"dna, folding, model, protein, proteins, rna, binding, chromatin, molecular, chromosome, conformational, epigenetic, grained, boldsymbol, coarse, force, nucleosome, simulations, transcription","dna, model, molecular, protein, proteins, chromatin, conformational, dynamics, folding, cell, rna, simulations, binding, drug, emerin, md, supercoiled, t1"
physics,3,2000–2005,2005–2010,2000–2005 → 2005–2010,0.717471,0.282529,"atoms, cooling, laser, optical, trap, cesium, evaporative, mot, sideband, trapping, violet, 10muk, 300nk, 3p, 3s, atom, cooled, ld, metastable, molecules, nm, sigma, storage, trapped, traps, vibrational, yb","atoms, cooling, optical, trap, atom, laser, mot, trapping, magnetic, lattice, textrm, 3s, chip, cold, dimple, diode, dipole, nm, rf, trapped, vibrational"
physics,3,2005–2010,2010–2015,2005–2010 → 2010–2015,0.602968,0.397032,"atoms, cooling, optical, trap, atom, laser, mot, trapping, magnetic, lattice, textrm, 3s, chip, cold, dimple, diode, dipole, nm, rf, trapped, vibrational","atom, atoms, cooling, laser, optical, trap, trapping, molecules, ultracold, atomic, cold, doppler, evaporative, lattice, magneto, mot, state, vibrational"
physics,3,2010–2015,2015–2020,2010–2015 → 2015–2020,0.653718,0.346282,"atom, atoms, cooling, laser, optical, trap, trapping, molecules, ultracold, atomic, cold, doppler, evaporative, lattice, magneto, mot, state, vibrational","atoms, cooling, laser, optical, trap, trapping, atom, doppler, molecules, quantum, mot, trapped, magneto, nm, rightarrow, temperature, textrm"
physics,3,2015–2020,2020–2025,2015–2020 → 2020–2025,0.905711,0.094289,"atoms, cooling, laser, optical, trap, trapping, atom, doppler, molecules, quantum, mot, trapped, magneto, nm, rightarrow, temperature, textrm","atoms, cooling, laser, optical, quantum, trap, trapping, molecules, mot, atom, trapped, textrm, cold"
physics,4,2000–2005,2005–2010,2000–2005 → 2005–2010,0.548737,0.451263,"crystal, generation, harmonic, impedance, matching, microcavities, nonlinear, photonic, rectification, terahertz","harmonic, nonlinear, generation, photonic, terahertz, crystal, microcavities, second, cavity, dfg, dielectric, fom, matching, metallo, optical, phasematched, rectification, cmos, conversion, impedance, kws, microcavity, overlap, phasematching, semiconductor, silicon, waveguides, zincblende"
physics,4,2005–2010,2010–2015,2005–2010 → 2010–2015,0.63818,0.36182,"harmonic, nonlinear, generation, photonic, terahertz, crystal, microcavities, second, cavity, dfg, dielectric, fom, matching, metallo, optical, phasematched, rectification, cmos, conversion, impedance, kws, microcavity, overlap, phasematching, semiconductor, silicon, waveguides, zincblende","harmonic, nonlinear, optical, generation, second, terahertz, graphene, ir, shg, slab, soliton, acousto, cmos, comb, dfg, fom, frequency, fwm, indefinite, matching, mathrm, permittivities, photonic, plasmon, quadratic, silicon, waveguides, wgm"
physics,4,2010–2015,2015–2020,2010–2015 → 2015–2020,0.449954,0.550046,"harmonic, nonlinear, optical, generation, second, terahertz, graphene, ir, shg, slab, soliton, acousto, cmos, comb, dfg, fom, frequency, fwm, indefinite, matching, mathrm, permittivities, photonic, plasmon, quadratic, silicon, waveguides, wgm","frequency, generation, graphene, harmonic, nonlinear, optical, waveguides, comb, photonic, second, shg, combs, thz"
physics,4,2015–2020,2020–2025,2015–2020 → 2020–2025,0.861032,0.138968,"frequency, generation, graphene, harmonic, nonlinear, optical, waveguides, comb, photonic, second, shg, combs, thz","frequency, generation, harmonic, nonlinear, optical, graphene, comb, shg, niobate, photonic, integrated, thz, combs, high, lithium, materials, silicon, soliton, waveguides"
physics,5,2000–2005,2005–2010,2000–2005 → 2005–2010,0.617921,0.382079,"fermi, boson, fermion, gases, atoms, collisions, fermionic, sisyphus, stability, superfluid, superfluidity, ak, wave, bose, contact, cooling, energy, field, gas, hotter, mean, pairing, plasma, pm, scattering, temperature, trapped, traps","fermi, fermion, gases, boson, gas, temperature, phase, superfluid, bose, pairing, ultracold, yukawa, ak, alt, atomic, atoms, chnc, density, dimer, eff, ell, mathcal, mathrm, nucleation, plasma, quartic, spin, superfluidity, tf, wave"
physics,5,2005–2010,2010–2015,2005–2010 → 2010–2015,0.521785,0.478215,"fermi, fermion, gases, boson, gas, temperature, phase, superfluid, bose, pairing, ultracold, yukawa, ak, alt, atomic, atoms, chnc, density, dimer, eff, ell, mathcal, mathrm, nucleation, plasma, quartic, spin, superfluidity, tf, wave","bose, fermi, gas, gases, phase, quantum, ultracold, temperature, superfluid, atomic, eff, mathcal, atoms, density, gf, mathrm, roton, spin, textnormal, vortex, wave"
physics,5,2010–2015,2015–2020,2010–2015 → 2015–2020,0.849435,0.150565,"bose, fermi, gas, gases, phase, quantum, ultracold, temperature, superfluid, atomic, eff, mathcal, atoms, density, gf, mathrm, roton, spin, textnormal, vortex, wave","bose, fermi, gas, gases, quantum, temperature, body, superfluid, phase, ultracold, supersolid, atomic, atoms, condensates, lattice, unitarity"
physics,5,2015–2020,2020–2025,2015–2020 → 2020–2025,0.862529,0.137471,"bose, fermi, gas, gases, quantum, temperature, body, superfluid, phase, ultracold, supersolid, atomic, atoms, condensates, lattice, unitarity","bose, fermi, gas, gases, quantum, phase, temperature, body, superfluid, interactions, liquid, supersolid, component, density, dipolar, droplets, impurity, polaron, quartet, states, yrast"
physics,6,2000–2005,2005–2010,2000–2005 → 2005–2010,0.52136,0.47864,"equations, fluid, clumpy, deforming, incompressible, newtonian, relativistic, alembert, automatically, discontinuities, energetic, ertel, inherit, invariants, navier, reference, relabeling, variational, abscence, articulating, clebsch, descriptions, design, discretisations, environments, flows, laboratory, principle, recursion, riemann, shock, sound, stokes","equations, fluid, relativistic, discontinuities, euler, hydrodynamics, invariants, kuzmin, oseledets, pnm, variational, ader, ads, bdb, bnabla, clumpy, compressible, dilaton, equation, ertel, fluids, gravitational, gravity, horizon, newtonian, perpetuum, principle, relabeling, riemann, ripplons, schemes, solutions, sph, stiff, superfluid, superfluids, weno"
physics,6,2005–2010,2010–2015,2005–2010 → 2010–2015,0.481683,0.518317,"equations, fluid, relativistic, discontinuities, euler, hydrodynamics, invariants, kuzmin, oseledets, pnm, variational, ader, ads, bdb, bnabla, clumpy, compressible, dilaton, equation, ertel, fluids, gravitational, gravity, horizon, newtonian, perpetuum, principle, relabeling, riemann, ripplons, schemes, solutions, sph, stiff, superfluid, superfluids, weno","fluid, hydrodynamics, relativistic, equations, equation, riemann, shock, sph, euler, solutions, weno, bdb, bnabla, boltzmann, compressible, cosmological, eccentric, flows, inviscid, kinds, metric, navier, newtonian, nh, nsf, phantom, pnm, tensor, viscosity"
physics,6,2010–2015,2015–2020,2010–2015 → 2015–2020,0.549392,0.450608,"fluid, hydrodynamics, relativistic, equations, equation, riemann, shock, sph, euler, solutions, weno, bdb, bnabla, boltzmann, compressible, cosmological, eccentric, flows, inviscid, kinds, metric, navier, newtonian, nh, nsf, phantom, pnm, tensor, viscosity","equations, fluid, hydrodynamics, relativistic, flows, fluids, gravity, dynamics, equation, solutions, spacetime, weno, cosmological, curl, formulation, hydrostatic, incompressible, kinds, metric, navier, rmhd, sph, stress, tensor, viscoelastic, viscosity"
physics,6,2015–2020,2020–2025,2015–2020 → 2020–2025,0.612058,0.387942,"equations, fluid, hydrodynamics, relativistic, flows, fluids, gravity, dynamics, equation, solutions, spacetime, weno, cosmological, curl, formulation, hydrostatic, incompressible, kinds, metric, navier, rmhd, sph, stress, tensor, viscoelastic, viscosity","flows, fluid, hydrodynamics, relativistic, equations, flow, fluids, sph, gravity, incompressible, smoothed, spacetime, textbf, viscosity, hydrostatic, method, order, particle, shock, warp"
physics,7,2000–2005,2005–2010,2000–2005 → 2005–2010,0.331628,0.668372,"rotating, attractor, cyclonic, disturbances, growth, rotation, transient, viscosity, vortices, accretion, attractors, bubble, bubbles, cauchy, circulation, eigenfrequencies, ekman, enstrophy, flow, fluid, geophysical, ill, inertial, instability, jets, keplerian, lifespan, ll, meshkov, modelisation, morphology, oint, poincar, problem, ras, reynolds, richtmyer, rossby, rt, vortex","flow, rotating, fluid, rotation, flows, turbulence, couette, cyclonic, disturbances, growth, instability, reynolds, turbulent, vacillation, accretion, bifurcations, black, convection, cylinder, deformation, dynamics, heteroclinic, inviscid, keplerian, shear, sphere, transient, travelling, vortices"
physics,7,2005–2010,2010–2015,2005–2010 → 2010–2015,0.753316,0.246684,"flow, rotating, fluid, rotation, flows, turbulence, couette, cyclonic, disturbances, growth, instability, reynolds, turbulent, vacillation, accretion, bifurcations, black, convection, cylinder, deformation, dynamics, heteroclinic, inviscid, keplerian, shear, sphere, transient, travelling, vortices","flow, fluid, rotating, rotation, flows, instability, turbulent, cylinder, reynolds, turbulence, convection, couette, dynamics, le, libration, neck, s3t, sph, ta, vortex, vorticity, wall"
physics,7,2010–2015,2015–2020,2010–2015 → 2015–2020,0.705671,0.294329,"flow, fluid, rotating, rotation, flows, instability, turbulent, cylinder, reynolds, turbulence, convection, couette, dynamics, le, libration, neck, s3t, sph, ta, vortex, vorticity, wall","flow, flows, fluid, reynolds, rotating, turbulence, turbulent, waves, boundary, instability, rotation, vortex, convection, cylinder, ekman, shear, vortices"
physics,7,2015–2020,2020–2025,2015–2020 → 2020–2025,0.917638,0.082362,"flow, flows, fluid, reynolds, rotating, turbulence, turbulent, waves, boundary, instability, rotation, vortex, convection, cylinder, ekman, shear, vortices","flow, flows, fluid, reynolds, rotating, turbulence, turbulent, vortex, boundary, convection, cylinder, instability, shear, viscous, wake, wall, waves"
physics,8,2000–2005,2005–2010,2000–2005 → 2005–2010,0.0,1.0,"cars, cnot, coherences, quantum, qubit, resolved, ro, superpositions, tfrcars, vibronic","optical, logic, noncollinear, nonlinear, polarization, xnor, xor, cascadable, eit, electromagnetically, gallium, input, nanocavity, nanoslab, optomechanical, output, practicality, restoration, switch, switching, transistor, ws"
physics,8,2005–2010,2010–2015,2005–2010 → 2010–2015,0.485079,0.514921,"optical, logic, noncollinear, nonlinear, polarization, xnor, xor, cascadable, eit, electromagnetically, gallium, input, nanocavity, nanoslab, optomechanical, output, practicality, restoration, switch, switching, transistor, ws","optical, light, photon, quantum, noncollinear, nonlinear, optomechanical, polarization, fiber, logic, opo, photonic, signals, spfl, xnor, xor, circuits, converter, crystal, eit, electromagnetically, entangled, flying, mechanical, microwave, oam, optomechanics, photons, spin, tripod"
physics,8,2010–2015,2015–2020,2010–2015 → 2015–2020,0.510977,0.489023,"optical, light, photon, quantum, noncollinear, nonlinear, optomechanical, polarization, fiber, logic, opo, photonic, signals, spfl, xnor, xor, circuits, converter, crystal, eit, electromagnetically, entangled, flying, mechanical, microwave, oam, optomechanics, photons, spin, tripod","light, oam, optical, optomechanical, quantum, photon, photonic, photons, topological, nonlinear, spin, waveguides, circuits, fiber, gears, information, integrated, processing, synthetic, valley"
physics,8,2015–2020,2020–2025,2015–2020 → 2020–2025,0.680419,0.319581,"light, oam, optical, optomechanical, quantum, photon, photonic, photons, topological, nonlinear, spin, waveguides, circuits, fiber, gears, information, integrated, processing, synthetic, valley","light, optical, photonic, quantum, nonlinear, optomechanical, phase, topological, integrated, oam, vortex, chiral, photon, valley, information, mode, neural, processing"
physics,9,2000–2005,2005–2010,2000–2005 → 2005–2010,0.299238,0.700762,"micromaser, quantum, rdm, states, atoms, clusters, decoherence, na5, alkalis, architecture, bottleneck, coherent, deformations, density, diagonal, distortion, electronic, fock, gate, hbar, holstein, malbouisson, mesoscopic, mesoscopically, multiphonon, na2, nanoclusters, operations, optical, primakoff, quasitrapped, quasitrapping, qubit, ratchet, relaxation, rt, superposition, write","atoms, quantum, spin, environment, hbar, relaxation, decoherence, lattice, modes, nanoclusters, optical, swapping, tse, bath, beating, boltzmann, bottleneck, coherences, coherent, decay, deformations, detuned, distortion, echo, electronic, gaas, gradient, hbarhbar, level, locking, memory, multiphonon, oscillation, quasiinvariant, qws, rabi, time"
physics,9,2005–2010,2010–2015,2005–2010 → 2010–2015,0.507569,0.492431,"atoms, quantum, spin, environment, hbar, relaxation, decoherence, lattice, modes, nanoclusters, optical, swapping, tse, bath, beating, boltzmann, bottleneck, coherences, coherent, decay, deformations, detuned, distortion, echo, electronic, gaas, gradient, hbarhbar, level, locking, memory, multiphonon, oscillation, quasiinvariant, qws, rabi, time","atoms, optical, quantum, atom, lattice, spin, dynamics, oscillations, rabi, coherences, pulling, relaxation, state, cavity, collective, dephasing, excitation, field, frequency, gradient, iqd, memory, microlaser, quasiinvariant, states, systems"
physics,9,2010–2015,2015–2020,2010–2015 → 2015–2020,0.399019,0.600981,"atoms, optical, quantum, atom, lattice, spin, dynamics, oscillations, rabi, coherences, pulling, relaxation, state, cavity, collective, dephasing, excitation, field, frequency, gradient, iqd, memory, microlaser, quasiinvariant, states, systems","dynamics, quantum, state, states, atoms, optical, rydberg, spin, atom, time, atomic, bar, cavity, collective, dephasing, excited, field, gqme, lz, mmst, qh, quench, squeezing, superatom, superatoms, tcmt"
physics,9,2015–2020,2020–2025,2015–2020 → 2020–2025,0.640657,0.359343,"dynamics, quantum, state, states, atoms, optical, rydberg, spin, atom, time, atomic, bar, cavity, collective, dephasing, excited, field, gqme, lz, mmst, qh, quench, squeezing, superatom, superatoms, tcmt","atoms, dynamics, optical, quantum, spin, states, state, atom, rydberg, systems, time, light, atomic, body, cavity, squeezing"
physics,10,2000–2005,2005–2010,2000–2005 → 2005–2010,0.453061,0.546939,"pixel, detector, lhcb, muon, atlas, chamber, chambers, rpc, aging, calorimeter, detectors, electrode, epic, lhc, mos, test, antiprotons, beam, board, ccds, cern, events, pamela, positrons, preliminary, radiation, satellite, steadily, xmm","atlas, detector, detectors, lhc, pixel, muon, calorimeter, cosmic, ilc, readout, beam, chambers, radiation, barrel, cern, gem, lhcb, prototype, ray, trigger"
physics,10,2005–2010,2010–2015,2005–2010 → 2010–2015,0.837328,0.162672,"atlas, detector, detectors, lhc, pixel, muon, calorimeter, cosmic, ilc, readout, beam, chambers, radiation, barrel, cern, gem, lhcb, prototype, ray, trigger","atlas, detector, detectors, lhc, muon, pixel, beam, gem, readout, calorimeter, cosmic, performance, sensors, collider, kev, prototype, resolution, silicon, tpc, tracking"
physics,10,2010–2015,2015–2020,2010–2015 → 2015–2020,0.648994,0.351006,"atlas, detector, detectors, lhc, muon, pixel, beam, gem, readout, calorimeter, cosmic, performance, sensors, collider, kev, prototype, resolution, silicon, tpc, tracking","detector, detectors, lhc, pixel, tpc, muon, atlas, readout, resolution, silicon, sensors, beam, chambers, gem, kev, ray"
physics,10,2015–2020,2020–2025,2015–2020 → 2020–2025,0.625677,0.374323,"detector, detectors, lhc, pixel, tpc, muon, atlas, readout, resolution, silicon, sensors, beam, chambers, gem, kev, ray","beam, detector, detectors, lhc, pixel, readout, resolution, muon, high, performance, ray, silicon, atlas, prototype, sensor, timing, tpc"
physics,11,2000–2005,2005–2010,2000–2005 → 2005–2010,0.371472,0.628528,"beam, nlc, accelerator, beams, linac, collider, loading, ma, pulse, rf, 5pi, backflow, bunches, cells, channeling, circuit, colliders, feedback, funneling, high, ihep, jlc, micromegas, rfq, slc, spoilers, structure, vpac, wakefield, wakefields","beam, laser, collider, fel, ion, clic, electron, linac, lmt, backscattering, beams, beamsplitter, bunch, cathodes, coma, doppler, drive, emission, field, fusion, high, incidence, lcls, luminosity, nif, petawatt, pn, proton, pulse, ray, target, thomson"
physics,11,2005–2010,2010–2015,2005–2010 → 2010–2015,0.629136,0.370864,"beam, laser, collider, fel, ion, clic, electron, linac, lmt, backscattering, beams, beamsplitter, bunch, cathodes, coma, doppler, drive, emission, field, fusion, high, incidence, lcls, luminosity, nif, petawatt, pn, proton, pulse, ray, target, thomson","beam, ion, laser, collider, beams, electron, proton, acceleration, accelerator, collimation, lhc, target, bunch, carbon, collimator, energy, fel, ffag, gev, high, lcls, lmt, luminosity, pulses, ray"
physics,11,2010–2015,2015–2020,2010–2015 → 2015–2020,0.577602,0.422398,"beam, ion, laser, collider, beams, electron, proton, acceleration, accelerator, collimation, lhc, target, bunch, carbon, collimator, energy, fel, ffag, gev, high, lcls, lmt, luminosity, pulses, ray","accelerator, beam, energy, ion, laser, acceleration, electron, beams, lhc, accelerators, collider, high, luminosity, target, bunch, mev, proton"
physics,11,2015–2020,2020–2025,2015–2020 → 2020–2025,0.760849,0.239151,"accelerator, beam, energy, ion, laser, acceleration, electron, beams, lhc, accelerators, collider, high, luminosity, target, bunch, mev, proton","accelerator, beam, laser, electron, high, plasma, beams, energy, acceleration, accelerators, ion, luminosity, collider, wakefield, lhc, pulse, ray"
physics,12,2000–2005,2005–2010,2000–2005 → 2005–2010,0.509367,0.490633,"scaling, turbulence, ae, anomalous, exponents, mhd, ast, epsilon, fluctuations, functions, geomagnetic, indices, kolmogorov, small, wind, astrophysical, au, correlation, dissipation, energy, fluctuation, fusion, goldreich, gsf, k41, mpc, parameter, scale, solar, sridhar, statistics, turbulent, velocity","scaling, turbulence, energy, mhd, scale, fluctuation, scales, turbulent, coronal, inertial, magnetic, axial, collisionless, conditioned, dissipation, ell, fluctuations, functions, fusion, heating, increment, ism, isotropic, kolmogorov, lagrangian, laws, mpc, pdfs, plasma, plasmas, statistics, stripy"
physics,12,2005–2010,2010–2015,2005–2010 → 2010–2015,0.432107,0.567893,"scaling, turbulence, energy, mhd, scale, fluctuation, scales, turbulent, coronal, inertial, magnetic, axial, collisionless, conditioned, dissipation, ell, fluctuations, functions, fusion, heating, increment, ism, isotropic, kolmogorov, lagrangian, laws, mpc, pdfs, plasma, plasmas, statistics, stripy","turbulence, turbulent, scale, scales, solar, wind, magnetic, fluctuations, mhd, scaling, anisotropy, cascade, perp, bf, collisionless, conditioned, functions, increment, kinetic, lagrangian, pdfs, plasmas"
physics,12,2010–2015,2015–2020,2010–2015 → 2015–2020,0.574166,0.425834,"turbulence, turbulent, scale, scales, solar, wind, magnetic, fluctuations, mhd, scaling, anisotropy, cascade, perp, bf, collisionless, conditioned, functions, increment, kinetic, lagrangian, pdfs, plasmas","scales, solar, turbulence, turbulent, wind, kinetic, scale, scaling, cascade, energy, magnetic, perp, ra, anisotropy, flows, fluctuations, inertial, mhd, rm, spacecraft"
physics,12,2015–2020,2020–2025,2015–2020 → 2020–2025,0.600579,0.399421,"scales, solar, turbulence, turbulent, wind, kinetic, scale, scaling, cascade, energy, magnetic, perp, ra, anisotropy, flows, fluctuations, inertial, mhd, rm, spacecraft","scale, solar, turbulence, turbulent, wind, fluctuations, magnetic, perp, scales, alfv, mhd, mathrm, anisotropy, ell, rm, vsf"
physics,13,2000–2005,2005–2010,2000–2005 → 2005–2010,0.402138,0.597862,"turbulence, statistics, turbulent, flow, moments, beck, convecting, decaying, entropy, morphologies, shear, universality, velocity, bottleneck, dissipation, equations, forced, frequency, heat, hydrodynamic, increments, intermittency, isotropy, le, lyapunov, navier, nonextensive, ppm, rayleigh, remeshing, rolls, scale, stationary, vorticity","dissipation, turbulence, turbulent, velocity, flow, reynolds, flows, vorticity, cascade, energy, lagrangian, scale, stokes, bottleneck, circulations, forced, increments, intermittency, lans, navier, ppm, scales, scaling, statistics, strain"
physics,13,2005–2010,2010–2015,2005–2010 → 2010–2015,0.492944,0.507056,"dissipation, turbulence, turbulent, velocity, flow, reynolds, flows, vorticity, cascade, energy, lagrangian, scale, stokes, bottleneck, circulations, forced, increments, intermittency, lans, navier, ppm, scales, scaling, statistics, strain","flow, flows, reynolds, turbulence, turbulent, velocity, energy, scale, dissipation, forcing, navier, stokes, equations, lagrangian, ra, rm, rnl, s3t, scales, statistical, vorticity"
physics,13,2010–2015,2015–2020,2010–2015 → 2015–2020,0.670584,0.329416,"flow, flows, reynolds, turbulence, turbulent, velocity, energy, scale, dissipation, forcing, navier, stokes, equations, lagrangian, ra, rm, rnl, s3t, scales, statistical, vorticity","energy, flow, flows, reynolds, turbulence, turbulent, velocity, scale, dissipation, rnl, scales, cascade, ij, scalar, shear, statistical, vorticity, wall"
physics,13,2015–2020,2020–2025,2015–2020 → 2020–2025,0.928714,0.071286,"energy, flow, flows, reynolds, turbulence, turbulent, velocity, scale, dissipation, rnl, scales, cascade, ij, scalar, shear, statistical, vorticity, wall","energy, flow, flows, reynolds, turbulence, turbulent, velocity, scale, dissipation, model, scalar, scales, dns, ij, statistics, vorticity"
physics,14,2000–2005,2005–2010,2000–2005 → 2005–2010,0.102952,0.897048,"fractal, silver, affine, afm, apertures, colloid, colloids, cutoff, depolarization, dipole, disagree, far, field, nanoscale, ncs, near, optical, pl, polydisperse, scattered, sers, slit, sol, speckle, spectra, surface, tip, tips","surface, plasmon, field, optical, spp, tip, metal, plasmonic, apertures, ncs, sers, slit, spps, subwavelength, afm, cdew, depolarization, illumination, light, microscopy, nanoplasmonic, nanoshells, pl, plasmonics, polaritons, raman, semicontinuous, tips, waves"
physics,14,2005–2010,2010–2015,2005–2010 → 2010–2015,0.448715,0.551285,"surface, plasmon, field, optical, spp, tip, metal, plasmonic, apertures, ncs, sers, slit, spps, subwavelength, afm, cdew, depolarization, illumination, light, microscopy, nanoplasmonic, nanoshells, pl, plasmonics, polaritons, raman, semicontinuous, tips, waves","metal, optical, plasmon, plasmonic, surface, field, light, plasmonics, spp, gold, 4ppl, enhancement, graphene, nanoantenna, nanostructures, nanowires, nonlocal, plasmons, polariton, polaritons, spps"
physics,14,2010–2015,2015–2020,2010–2015 → 2015–2020,0.570117,0.429883,"metal, optical, plasmon, plasmonic, surface, field, light, plasmonics, spp, gold, 4ppl, enhancement, graphene, nanoantenna, nanostructures, nanowires, nonlocal, plasmons, polariton, polaritons, spps","field, nanostructures, optical, plasmon, plasmonic, surface, graphene, plasmons, light, metal, gold, quantum, enhancement, nanoantenna, spp"
physics,14,2015–2020,2020–2025,2015–2020 → 2020–2025,0.749512,0.250488,"field, nanostructures, optical, plasmon, plasmonic, surface, graphene, plasmons, light, metal, gold, quantum, enhancement, nanoantenna, spp","field, light, optical, plasmon, plasmonic, surface, nanoparticles, plasmons, gold, emission, metal, nanoparticle, nanostructures, near, graphene"
