subject,year_from,year_to,target_topic,n_sources,source_topics,source_sims,target_words
cs,2020,2021,8,2,"[8, 18]","[0.9099, 0.4355]","adversarial, attacks, robustness, attack, perturbations, examples, against, robust, box, defense"
cs,2020,2021,138,2,"[126, 138]","[0.2703, 0.6118]","flow, optical, event, ddcnet, motion, events, cameras, dvs, v2e, sensors"
cs,2020,2021,139,2,"[139, 217]","[0.5639, 0.2703]","energy, renewable, microgrids, grid, microgrid, power, pricing, buildings, macsac, hvac"
cs,2020,2021,177,2,"[177, 212]","[0.6043, 0.3138]","word, sentence, embeddings, embedding, sts, similarity, glove, simcse, words, cognifnn"
cs,2020,2021,19,2,"[19, 132]","[0.8163, 0.3845]","pose, body, 3d, human, person, motion, estimation, shape, mesh, clothing"
cs,2020,2021,152,2,"[149, 152]","[0.309, 0.7829]","speaker, diarization, verification, voxceleb, plda, sv, rsknet, mtsp, vad, speech"
cs,2020,2021,25,2,"[25, 220]","[0.4096, 0.3138]","codes, mathbb, list, reed, solomon, bch, linear, code, lcd, mathrm"
cs,2020,2021,28,2,"[28, 180]","[0.8223, 0.2053]","action, video, temporal, recognition, videos, skeleton, localization, supervised, actions, contrastive"
cs,2020,2021,62,2,"[54, 62]","[0.4042, 0.3948]","clinical, patient, health, survival, patients, covid, ehr, prediction, hospital, diabetes"
cs,2020,2021,159,2,"[42, 159]","[0.2703, 0.5608]","agent, marl, agents, reinforcement, multi, decom, policy, sharing, learning, environment"
cs,2021,2022,192,2,"[191, 192]","[0.2867, 0.4977]","quantization, bit, efloat, quantized, qdnns, floating, qonnx, quantune, binarization, exponent"
cs,2021,2022,67,2,"[67, 257]","[0.735, 0.4744]","games, nash, equilibrium, equilibria, game, player, players, stackelberg, gne, payoff"
cs,2021,2022,8,2,"[8, 18]","[0.9007, 0.6103]","adversarial, robustness, attacks, attack, perturbations, examples, against, defense, transferability, robust"
cs,2021,2022,41,3,"[41, 226, 227]","[0.6975, 0.2703, 0.5492]","privacy, dp, private, differentially, differential, clipping, synthetic, frac, utility, ldp"
cs,2021,2022,136,2,"[136, 237]","[0.6927, 0.2372]","backdoor, attacks, attack, trigger, poisoning, backdoors, dnn, poisoned, dnns, against"
cs,2021,2022,43,2,"[43, 180]","[0.5468, 0.3503]","video, grounding, temporal, retrieval, videos, text, visual, frames, modal, language"
cs,2021,2022,48,2,"[48, 246]","[0.7145, 0.4391]","anomaly, detection, anomalies, unsupervised, normal, series, autoencoder, abnormal, anomalous, mvtec"
cs,2021,2022,123,2,"[55, 123]","[0.2219, 0.5964]","compression, video, codecs, coding, distortion, bitrate, learned, hevc, lossless, rdo"
cs,2021,2022,158,2,"[121, 158]","[0.2956, 0.6212]","pruning, compression, pruned, network, filter, resnet, neural, weights, dropnet, networks"
cs,2022,2023,192,2,"[191, 192]","[0.4486, 0.5104]","quantization, quantized, precision, bit, binarization, a2q, accuracy, accumulator, neural, fp8"
cs,2022,2023,99,2,"[92, 99]","[0.2219, 0.6304]","retrieval, relevance, search, ranking, queries, query, documents, document, click, dense"
cs,2022,2023,67,3,"[67, 102, 257]","[0.7013, 0.4659, 0.451]","games, game, player, nash, equilibria, equilibrium, ne, vec, repeated, players"
cs,2022,2023,10,2,"[10, 149]","[0.8352, 0.5608]","speech, audio, speaker, sound, acoustic, voice, tts, enhancement, spectrogram, separation"
cs,2022,2023,45,2,"[45, 172]","[0.6527, 0.2417]","translation, multilingual, mt, machine, nmt, languages, translations, language, quality, sanskrit"
cs,2022,2023,25,2,"[25, 243]","[0.6629, 0.3769]","codes, mathbb, mathcal, cyclic, reed, bound, code, binary, pomset, length"
cs,2022,2023,155,2,"[155, 241]","[0.3326, 0.3503]","iot, ddos, internet, rpl, devices, traffic, packet, pts, attack, cosec"
cs,2023,2024,192,2,"[191, 192]","[0.4406, 0.5921]","quantization, bit, quantized, precision, bitwidth, bnn, hif8, bfp, fqt, bbs"
cs,2023,2024,167,2,"[167, 206]","[0.4865, 0.5389]","students, education, genai, teachers, ai, chatgpt, student, educational, tutoring, educators"
cs,2023,2024,8,2,"[8, 18]","[0.7645, 0.6058]","adversarial, attacks, robustness, attack, perturbations, defense, examples, against, box, robust"
cs,2023,2024,41,3,"[41, 226, 227]","[0.8651, 0.2703, 0.4625]","privacy, dp, private, differential, differentially, utility, data, varepsilon, synthetic, tabular"
cs,2023,2024,139,2,"[139, 217]","[0.6271, 0.2703]","energy, electricity, renewable, grid, storage, h2, bids, market, hvac, prosumers"
cs,2023,2024,241,2,"[155, 241]","[0.3372, 0.3728]","iot, smart, home, parking, things, internet, iomt, automation, house, practices"
cs,2023,2024,53,2,"[53, 249]","[0.7882, 0.209]","segmentation, medical, sam, image, ct, net, images, imaging, segment, pancreas"
cs,2024,2025,48,2,"[48, 246]","[0.7767, 0.5075]","anomaly, detection, anomalies, ad, vad, industrial, normal, iad, anomalous, unsupervised"
cs,2024,2025,114,2,"[114, 233]","[0.3486, 0.2703]","log, string, strings, mathcal, substring, tilde, bwt, occurrences, substrings, longest"
cs,2024,2025,67,2,"[67, 257]","[0.7161, 0.5543]","games, game, bf, nash, player, equilibrium, players, equilibria, payoff, parity"
cs,2024,2025,53,2,"[53, 249]","[0.6379, 0.3998]","segmentation, medical, anatomical, image, supervised, imaging, dice, ct, annotations, grn"
