subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
cs,3,2010–2015,2015–2020,2010–2015 → 2015–2020,0.234442,0.765558,"policy, markov, empowerment, epsilon, iteration, mdps, value, adp, arcade, atari, average, capi, dec, decision, etd, expectation, exploration, fodds, fscs, limit, lsst, optimal, overestimations, policies, pomdps, precondition, processes, ps, psrl, psrs, regret, reinforcement, relational, relaxation, risk, rpvf, spaces, sqrt, stick","learning, policy, reinforcement, exploration, reward, atari, policies, rewards, rl, actor, critic, function, gradient, value, agent, dec, difference, etd, fscs, hirl, lstd, overestimations, predictron, replay, risk, rpvf, stick, successor, td"
cs,3,2015–2020,2020–2025,2015–2020 → 2020–2025,0.794536,0.205464,"learning, policy, reinforcement, exploration, reward, atari, policies, rewards, rl, actor, critic, function, gradient, value, agent, dec, difference, etd, fscs, hirl, lstd, overestimations, predictron, replay, risk, rpvf, stick, successor, td","learning, policy, reinforcement, reward, rl, offline, exploration, policies, value, action, agent, critic, mdps, environment, function, gradient, meta, rewards"
cs,4,2000–2005,2005–2010,2000–2005 → 2005–2010,0.507194,0.492806,"logic, programming, programs, semantics, program, termination, logics, disjunctive, abstract, answer, calculus, computability, default, dlp, fixpoint, founded, fragment, haskell, induction, isabelle, kleene, lambda, moded, negation, nonmonotonic, propositional, ps, rules, traversal, type, typed, valued","logic, calculus, lambda, proof, semantics, logics, programs, termination, alogtime, atr, coinduction, confluence, dlp, ebs, gipsy, haskell, induction, innermost, intensional, kleene, modal, moded, noetherian, outermost, program, programming, ptss, rewriting, sharp, smodels, sn, stit, suspension, trs, unification, valued"
cs,4,2005–2010,2010–2015,2005–2010 → 2010–2015,0.708114,0.291886,"logic, calculus, lambda, proof, semantics, logics, programs, termination, alogtime, atr, coinduction, confluence, dlp, ebs, gipsy, haskell, induction, innermost, intensional, kleene, modal, moded, noetherian, outermost, program, programming, ptss, rewriting, sharp, smodels, sn, stit, suspension, trs, unification, valued","logic, lambda, calculus, programs, proof, logics, type, semantics, theory, types, atoms, autoepistemic, bigwedge, ebs, elementary, inductive, innermost, lambek, modal, monad, monads, order, ornaments, outermost, programming, proofs, reiter, rewriting, s1, sequent, term, termination, theorem, trs, valued"
cs,4,2010–2015,2015–2020,2010–2015 → 2015–2020,0.65623,0.34377,"logic, lambda, calculus, programs, proof, logics, type, semantics, theory, types, atoms, autoepistemic, bigwedge, ebs, elementary, inductive, innermost, lambek, modal, monad, monads, order, ornaments, outermost, programming, proofs, reiter, rewriting, s1, sequent, term, termination, theorem, trs, valued","logic, type, calculus, proof, semantics, calculi, lambda, logics, proofs, theory, typed, types, abstract, algebraic, algebras, cal, equivalence, homotopy, mathrm, modal, monad, monads, oo, optics, order, programming, programs, pv, rm, sequent, subtyping, vdash"
cs,4,2015–2020,2020–2025,2015–2020 → 2020–2025,0.729479,0.270521,"logic, type, calculus, proof, semantics, calculi, lambda, logics, proofs, theory, typed, types, abstract, algebraic, algebras, cal, equivalence, homotopy, mathrm, modal, monad, monads, oo, optics, order, programming, programs, pv, rm, sequent, subtyping, vdash","logic, semantics, type, calculus, logics, proof, proofs, theory, category, modal, rust, types, algebraic, algebras, calculi, equational, haskell, intuitionistic, mathsf, nc, optics, programs, propositional, sequent, theories"
cs,5,2000–2005,2005–2010,2000–2005 → 2005–2010,0.116016,0.883984,"recommender, artifact, centric, connection, evaluating, filtering, grew, hammock, jump, jumps, movie, people, recommendation, relating, systems, ultimately, vacuum, viewpoint, what","filtering, collaborative, matrix, movielens, rating, recommendation, recommender, bear, cf, channel, choices, cold, commerce, completion, decay, eachmovie, feed, imp, jester, mn, mp, multidimensional, nectarss, netflix, newsitems, overload, peer, peoples, predictors, preferences, ranking, represents, rss, selforganizing, slope, ssnr, tags, tastes, tests, user"
cs,5,2005–2010,2010–2015,2005–2010 → 2010–2015,0.478658,0.521342,"filtering, collaborative, matrix, movielens, rating, recommendation, recommender, bear, cf, channel, choices, cold, commerce, completion, decay, eachmovie, feed, imp, jester, mn, mp, multidimensional, nectarss, netflix, newsitems, overload, peer, peoples, predictors, preferences, ranking, represents, rss, selforganizing, slope, ssnr, tags, tastes, tests, user","collaborative, filtering, recommendation, users, recommender, user, cf, cold, recommendations, bandit, decay, defs, friendship, genres, granule, iid, imp, item, items, judgments, link, mbti, membership, meta, mining, mp, netflix, online, playlist, preference, preferences, profiles, ranking, ratings, recommenders, recommending, social, soundtrack, ssnr, tags, trust"
cs,5,2010–2015,2015–2020,2010–2015 → 2015–2020,0.452847,0.547153,"collaborative, filtering, recommendation, users, recommender, user, cf, cold, recommendations, bandit, decay, defs, friendship, genres, granule, iid, imp, item, items, judgments, link, mbti, membership, meta, mining, mp, netflix, online, playlist, preference, preferences, profiles, ranking, ratings, recommenders, recommending, social, soundtrack, ssnr, tags, trust","recommendation, recommendations, recommender, users, item, items, user, collaborative, filtering, playlist, cold, factorization, interests, link, matrix, metafeatures, movie, news, preferences, ranking, start"
cs,5,2015–2020,2020–2025,2015–2020 → 2020–2025,0.546499,0.453501,"recommendation, recommendations, recommender, users, item, items, user, collaborative, filtering, playlist, cold, factorization, interests, link, matrix, metafeatures, movie, news, preferences, ranking, start","item, items, recommendation, recommendations, recommender, user, users, preferences, cold, session, systems, collaborative, contrastive, ctr, interests, llm, personalized, preference, start"
cs,6,2000–2005,2005–2010,2000–2005 → 2005–2010,0.294472,0.705528,"protein, proteins, rna, alleles, amino, binding, brian, chains, cluster, editing, editors, eiav, environmentally, evolutionary, expresso, foldings, frequencies, gene, genetic, genomes, genomic, gleaned, hayes, hiv, hla, hydrophilic, lengths, loblolly, microarray, monomers, oligomer, orfs, peptide, phenotypic, pine, rev, rocha, sequence, sites, snp, structure, toolbox, trait, triplet, unassembled, understandings, unique","atomic, genes, protein, alleles, binding, borgoo, bsq, chet, cluster, columns, conformational, coregulated, density, dna, eiav, electron, expression, forms, frost, functional, geerlings, gpcr, gpcrs, haplotype, hiv, hla, kinetic, kiwi, microarray, molecules, olfactory, opsm, or1d2, or1d4, or1d5, proft, proteins, ptp, receptors, recognizer, relativistic, repressed, repression, rev, rna, rows, sites, structure, subcellular, subspace, tempering, threading, tietz, trees, twig, weizsacker, yeast"
cs,6,2005–2010,2010–2015,2005–2010 → 2010–2015,0.215451,0.784549,"atomic, genes, protein, alleles, binding, borgoo, bsq, chet, cluster, columns, conformational, coregulated, density, dna, eiav, electron, expression, forms, frost, functional, geerlings, gpcr, gpcrs, haplotype, hiv, hla, kinetic, kiwi, microarray, molecules, olfactory, opsm, or1d2, or1d4, or1d5, proft, proteins, ptp, receptors, recognizer, relativistic, repressed, repression, rev, rna, rows, sites, structure, subcellular, subspace, tempering, threading, tietz, trees, twig, weizsacker, yeast","protein, acid, amino, gene, genes, proteins, adrs, allele, aminoacid, cancer, codon, conformational, contact, cup, database, dna, enzymatic, folding, genetic, gpcr, gpcrs, grn, gwggi, haplotype, hydrophobic, immunology, inmaca, maca, mapping, microbial, minsu, mirna, mrna, multitask, mutagenesis, nucleotide, odse, olfactory, or1d2, or1d4, or1d5, phycmap, rdat, receptors, recognizer, regulatory, rmdb, rna, secondary, siesta, snrnasm, transcriptional"
cs,6,2010–2015,2015–2020,2010–2015 → 2015–2020,0.366733,0.633267,"protein, acid, amino, gene, genes, proteins, adrs, allele, aminoacid, cancer, codon, conformational, contact, cup, database, dna, enzymatic, folding, genetic, gpcr, gpcrs, grn, gwggi, haplotype, hydrophobic, immunology, inmaca, maca, mapping, microbial, minsu, mirna, mrna, multitask, mutagenesis, nucleotide, odse, olfactory, or1d2, or1d4, or1d5, phycmap, rdat, receptors, recognizer, regulatory, rmdb, rna, secondary, siesta, snrnasm, transcriptional","gene, protein, drug, molecular, chemical, molecules, proteins, cancer, drugs, genes, prediction, binding, chromatin, cmnmf, codon, discovery, dna, esboost, expression, folding, genetic, genomic, gwggi, idti, microbial, molecule, multitask, odse, phenotype, rna, scoring, smiles, transcription, viral"
cs,6,2015–2020,2020–2025,2015–2020 → 2020–2025,0.471569,0.528431,"gene, protein, drug, molecular, chemical, molecules, proteins, cancer, drugs, genes, prediction, binding, chromatin, cmnmf, codon, discovery, dna, esboost, expression, folding, genetic, genomic, gwggi, idti, microbial, molecule, multitask, odse, phenotype, rna, scoring, smiles, transcription, viral","discovery, drug, molecular, molecules, prediction, protein, chemical, molecule, gene, materials, drugs, proteins, cov, crystal, mirna, sars, structures"
cs,7,2005–2010,2010–2015,2005–2010 → 2010–2015,0.026892,0.973108,"kernel, bag, clouds, dealt, embedding, factorizations, graphs, implicit, invariances, jects, kernels, ob, path, point, recursions, reserved, shape, simplifications, skeletonization","graph, kernels, aliasing, arma, bipartite, chebychev, classifier, constructing, dictionaries, dictionary, discriminative, downsampling, eigenvectors, ensemble, eta, feature, fga, filterbanks, filters, functional, graphs, grouping, interestingness, labelled, lgc, multilabel, nnlrs, node, perfect, perfectly, regularization, relational, samples, signals, sparse, sparsely, spectral, subgraph, subgraphs, uncertain, unlabelled, vario, wavelet, weakly, wvrn"
cs,7,2010–2015,2015–2020,2010–2015 → 2015–2020,0.32188,0.67812,"graph, kernels, aliasing, arma, bipartite, chebychev, classifier, constructing, dictionaries, dictionary, discriminative, downsampling, eigenvectors, ensemble, eta, feature, fga, filterbanks, filters, functional, graphs, grouping, interestingness, labelled, lgc, multilabel, nnlrs, node, perfect, perfectly, regularization, relational, samples, signals, sparse, sparsely, spectral, subgraph, subgraphs, uncertain, unlabelled, vario, wavelet, weakly, wvrn","graph, graphs, node, embedding, networks, nodes, arma, filters, network, signal, signals, bandlimited, classification, curvilinear, denoising, embeddings, gcn, gcns, gnns, graphblas, graphconnect, grouping, labelled, learning, link, neural, node2vec, nsgfbs, perfectly, representation, representations, samples, semi, shift, spectral, structure, unlabelled, weakly"
cs,7,2015–2020,2020–2025,2015–2020 → 2020–2025,0.501426,0.498574,"graph, graphs, node, embedding, networks, nodes, arma, filters, network, signal, signals, bandlimited, classification, curvilinear, denoising, embeddings, gcn, gcns, gnns, graphblas, graphconnect, grouping, labelled, learning, link, neural, node2vec, nsgfbs, perfectly, representation, representations, samples, semi, shift, spectral, structure, unlabelled, weakly","gnns, graph, graphs, networks, neural, node, nodes, gnn, learning, embedding, gcn, contrastive, gcns, passing, representation, structural"
cs,8,2005–2010,2010–2015,2005–2010 → 2010–2015,0.828907,0.171093,"adversarial, adversary, algorithmically, cavity, distinguishable, factorial, negated, satisfiability, thermodynamic, unsatisfiable","adversarial, adversary, algorithmically, cavity, distinguishable, examples, explaining, explanation, factorial, intentionally, intriguing, maxout, misclassify, negated, nonlinearity, outputting, satisfiability, thermodynamic, unsatisfiable"
cs,8,2010–2015,2015–2020,2010–2015 → 2015–2020,0.351873,0.648127,"adversarial, adversary, algorithmically, cavity, distinguishable, examples, explaining, explanation, factorial, intentionally, intriguing, maxout, misclassify, negated, nonlinearity, outputting, satisfiability, thermodynamic, unsatisfiable","adversarial, examples, perturbations, attack, attacks, box, defense, robustness, against, robust, autoencoders, black, contractive, datagrad, deepcloak, defenses, explaining, explanation, images, intentionally, intriguing, jpg, maxout, misclassify, networks, neural, nonlinearity, outputting, phenomenon, tilting, training"
cs,8,2015–2020,2020–2025,2015–2020 → 2020–2025,0.751816,0.248184,"adversarial, examples, perturbations, attack, attacks, box, defense, robustness, against, robust, autoencoders, black, contractive, datagrad, deepcloak, defenses, explaining, explanation, images, intentionally, intriguing, jpg, maxout, misclassify, networks, neural, nonlinearity, outputting, phenomenon, tilting, training","adversarial, attack, attacks, perturbations, robust, robustness, defense, examples, against, box, transferability, training, ell"
cs,9,2000–2005,2005–2010,2000–2005 → 2005–2010,0.485819,0.514181,"parallel, mpi, reconfigurable, arrays, asynchronous, ata, cache, cluster, commands, constraint, defragmentation, defragmenting, desynchronization, disk, disks, g2, grids, infiniband, intel, io, jefferson, lattice, linux, machines, massively, misses, mpd, mpich, mpich2, multicomputers, netbsd, noncontiguous, openmosix, openmp, pcs, processors, pvfs, raid, rdma, routing, sata, simd, simulations, stencil, surface, systolic, texmacs, unix, vme, vth, width, wilkinson","parallel, reconfigurable, tmr, arithm, arrays, cell, cores, cpus, cuda, cycle, de, defragmentation, defragmenting, des, disk, disks, en, fastflow, flottante, fpga, fragmentation, gals, gf, gppc, gpu, graphiques, inlining, les, machines, mathematica, matrix, memory, mems, multicore, multinoc, multiplication, nipals, octave, ox, parallelism, parallelization, pca, placements, powerxcell, processor, qpace, rapidmind, routing, run, srtw, texmacs, threading, tips, transaction, vth"
cs,9,2005–2010,2010–2015,2005–2010 → 2010–2015,0.374243,0.625757,"parallel, reconfigurable, tmr, arithm, arrays, cell, cores, cpus, cuda, cycle, de, defragmentation, defragmenting, des, disk, disks, en, fastflow, flottante, fpga, fragmentation, gals, gf, gppc, gpu, graphiques, inlining, les, machines, mathematica, matrix, memory, mems, multicore, multinoc, multiplication, nipals, octave, ox, parallelism, parallelization, pca, placements, powerxcell, processor, qpace, rapidmind, routing, run, srtw, texmacs, threading, tips, transaction, vth","parallel, memory, gpus, gpu, cache, cores, cpus, cuda, mpi, multicore, parallelization, altgx, amr, application, avx, bus, computing, cpu, dsls, epiphany, fastflow, flash, gputx, hardware, lattice, mathematica, matlab, parallelism, pcm, pgas, processing, processor, rapidmind, rdma, ssds, sse, starpu, threading, uvm"
cs,9,2010–2015,2015–2020,2010–2015 → 2015–2020,0.421867,0.578133,"parallel, memory, gpus, gpu, cache, cores, cpus, cuda, mpi, multicore, parallelization, altgx, amr, application, avx, bus, computing, cpu, dsls, epiphany, fastflow, flash, gputx, hardware, lattice, mathematica, matlab, parallelism, pcm, pgas, processing, processor, rapidmind, rdma, ssds, sse, starpu, threading, uvm","memory, performance, gpu, hardware, cache, dram, parallel, core, cpu, fpga, gpus, hpc, mpi, nvm, ssds, application, applications, bsf, code, computing, cores, dpm, intel, mathematica, matrix, misses, multicore, multiplication, parallelization, rdma, xeon"
cs,9,2015–2020,2020–2025,2015–2020 → 2020–2025,0.566302,0.433698,"memory, performance, gpu, hardware, cache, dram, parallel, core, cpu, fpga, gpus, hpc, mpi, nvm, ssds, application, applications, bsf, code, computing, cores, dpm, intel, mathematica, matrix, misses, multicore, multiplication, parallelization, rdma, xeon","gpu, memory, cpu, gpus, hardware, performance, dram, fpga, mpi, cxl, pim, workloads, applications, cache, compiler, computing, core, cuda, energy, fpgas, host, hpc, latency, nvm, storage"
cs,10,2000–2005,2005–2010,2000–2005 → 2005–2010,0.018522,0.981478,"channel, rescaled, acoustical, allpass, bimachine, blindly, cepstra, cepstral, channels, compiler, converts, delay, dependent, deterministic, enclosure, excitation, filter, flexible, fst, inhomogenieties, instrument, normalization, normalize, opposed, parameterization, rectangular, rescaling, resonances, reverberations, rule, series, signal, speech, subtraction, transducer, transformations, unaffected, unrescaled","array, bss, choose, delays, discussed, entropy, excitation, fd, filter, filtering, glottal, manifold, minima, mixing, particle, pitch, realized, recognition, rife, sections, segment, segmented, speech, stationary, syllabic, syllable, synthesis, tdoa, tracking, voiced"
cs,10,2005–2010,2010–2015,2005–2010 → 2010–2015,0.176811,0.823189,"array, bss, choose, delays, discussed, entropy, excitation, fd, filter, filtering, glottal, manifold, minima, mixing, particle, pitch, realized, recognition, rife, sections, segment, segmented, speech, stationary, syllabic, syllable, synthesis, tdoa, tracking, voiced","sound, array, separation, signal, abci, acoustic, animal, atlantic, auditory, baud, bci, bengali, binaural, birdsong, bpsk, choose, circular, cocktail, command, convolutive, deed, delays, drr, electrode, filter, filtering, frequencies, godard, hydrophones, itd, linearly, manifold, mathrm, microphone, microphones, modulated, modulus, multichannel, north, particle, polarity, ponent, reflected, rife, signals, sounds, species, speech, stimuli, tdoa, tonotopic, tracking, ultrasonic, vbap, whale"
cs,10,2010–2015,2015–2020,2010–2015 → 2015–2020,0.248712,0.751288,"sound, array, separation, signal, abci, acoustic, animal, atlantic, auditory, baud, bci, bengali, binaural, birdsong, bpsk, choose, circular, cocktail, command, convolutive, deed, delays, drr, electrode, filter, filtering, frequencies, godard, hydrophones, itd, linearly, manifold, mathrm, microphone, microphones, modulated, modulus, multichannel, north, particle, polarity, ponent, reflected, rife, signals, sounds, species, speech, stimuli, tdoa, tonotopic, tracking, ultrasonic, vbap, whale","acoustic, audio, separation, speech, enhancement, sound, source, nmf, noise, singing, speaker, voice, animal, bioacoustics, bird, celp, cocktail, conversion, convolutional, directional, drr, dwpt, electrode, itd, mathrm, microphone, mnn, scanning, species, tonotopic, upcalls"
cs,10,2015–2020,2020–2025,2015–2020 → 2020–2025,0.694637,0.305363,"acoustic, audio, separation, speech, enhancement, sound, source, nmf, noise, singing, speaker, voice, animal, bioacoustics, bird, celp, cocktail, conversion, convolutional, directional, drr, dwpt, electrode, itd, mathrm, microphone, mnn, scanning, species, tonotopic, upcalls","acoustic, audio, sound, speaker, speech, voice, enhancement, separation, tts, conversion, auditory, microphone, pitch, singing, spectrogram, synthesis, vocoder"
cs,11,2000–2005,2005–2010,2000–2005 → 2005–2010,0.057096,0.942904,"anyone, company, email, ends, instantaneously, money, payment, paypal, recipients, send","electronic, payment, card, cash, coins, contrary, countries, credit, developing, double, eg, incorporation, p2p, party, peer, prevention, spending, third"
cs,11,2005–2010,2010–2015,2005–2010 → 2010–2015,0.03874,0.96126,"electronic, payment, card, cash, coins, contrary, countries, credit, developing, double, eg, incorporation, p2p, party, peer, prevention, spending, third","bitcoin, transaction, banking, protocol, bitcoins, blind, blindcoin, coin, colluding, crypto, currencies, double, electronic, grading, merchants, miners, mixers, mixing, operational, pattern, peercensus, refund, risk, rsa, secure, selfish, signature, spending, stake, token, transactions, trust, trustworthiness, tset"
cs,11,2010–2015,2015–2020,2010–2015 → 2015–2020,0.439485,0.560515,"bitcoin, transaction, banking, protocol, bitcoins, blind, blindcoin, coin, colluding, crypto, currencies, double, electronic, grading, merchants, miners, mixers, mixing, operational, pattern, peercensus, refund, risk, rsa, secure, selfish, signature, spending, stake, token, transactions, trust, trustworthiness, tset","bitcoin, blockchain, transaction, transactions, contracts, blockchains, consensus, smart, ethereum, beacon, blind, blindcoin, byzcoin, coin, contract, currency, decentralized, double, economic, iot, ledger, ledgers, miners, mining, mixers, mixing, money, payment, protocols, rsa, selfish, signature, spending"
cs,11,2015–2020,2020–2025,2015–2020 → 2020–2025,0.560609,0.439391,"bitcoin, blockchain, transaction, transactions, contracts, blockchains, consensus, smart, ethereum, beacon, blind, blindcoin, byzcoin, coin, contract, currency, decentralized, double, economic, iot, ledger, ledgers, miners, mining, mixers, mixing, money, payment, protocols, rsa, selfish, signature, spending","blockchain, contracts, ethereum, smart, transaction, transactions, bitcoin, blockchains, contract, decentralized, chain, consensus, iot, ledger, mev, security, technology"
cs,12,2000–2005,2005–2010,2000–2005 → 2005–2010,0.572899,0.427101,"ambitious, automation, automobile, cybercars, european, infrastructures, interurban, last, meet, transport","actual, ambitious, automation, automobile, cars, congestions, cybercars, enabled, european, flow, infrastructures, interurban, last, meet, merging, priority, proactive, sensor, traffic, transport"
cs,12,2005–2010,2010–2015,2005–2010 → 2010–2015,0.000743,0.999257,"actual, ambitious, automation, automobile, cars, congestions, cybercars, enabled, european, flow, infrastructures, interurban, last, meet, merging, priority, proactive, sensor, traffic, transport","driving, test, accidents, analyse, autonomous, braking, car, crash, cruise, defence, driver, drivers, euroncap, instrument, intersections, journey, labview, light, lights, logistics, maneuvers, manual, organizing, paperless, ranges, rear, safe, sdse, semi, skill, street, system, technological, tolerance, traffic, vehicle, vehicles, vut"
cs,12,2010–2015,2015–2020,2010–2015 → 2015–2020,0.419895,0.580105,"driving, test, accidents, analyse, autonomous, braking, car, crash, cruise, defence, driver, drivers, euroncap, instrument, intersections, journey, labview, light, lights, logistics, maneuvers, manual, organizing, paperless, ranges, rear, safe, sdse, semi, skill, street, system, technological, tolerance, traffic, vehicle, vehicles, vut","driving, autonomous, car, traffic, trajectory, vehicle, vehicles, av, driver, lane, maneuvers, agent, avs, behavior, braking, cars, control, departure, drivers, euroncap, maeb, pedestrians, planning, prediction, racing, ranges, road, safe, safety, steering, test, tlc, tolerance, utilitarian, vut, warning, will"
