subject,topic_id,window,win_start,win_end,top_words,n_words
math,11,2015–2020,2015,2020,"curvature, hler, manifolds, metric, metrics, ricci, einstein, riemannian, manifold, finsler, soliton, solitons, conformal, flow, lie, quaternionic, su",17
math,11,2020–2025,2020,2025,"curvature, hler, manifolds, metrics, ricci, solitons, einstein, metric, manifold, riemannian, almost, finsler, flow, lie, nabla, scalar, slant, soliton, su",19
math,12,2000–2005,2000,2005,"diffeomorphisms, maps, periodic, entropy, hyperbolic, mixing, orbits, twist, alpha, arnold, bar, circ, cl, de, diff, diffeomorphismes, domaines, dynamical, epimorphisms, ergodic, expanding, exponents, growth, homemorphisms, homoclinic, instability, invariant, la, laminations, lyapunov, marked, marking, maximal, ml, nonuniformly, omegalt, polymorphism, polymorphisms, quasiperiodically, qui, ratners, saddle, subshifts, surface, tori, torus, translation, unimodal",48
math,12,2005–2010,2005,2010,"entropy, diffeomorphisms, ergodic, hyperbolic, flows, invariant, maps, mixing, orbits, periodic, topological, anosov, bar, de, domaines, dynamical, epimorphisms, expanding, homeomorphisms, hyperbolicity, lambda, lyapunov, mapsto, measure, measures, morse, nilsystems, nonuniformly, partially, period, preserving, quasiperiodically, qui, recurrent, rotation, shadowing, shift, stable, subshifts, systems, teichmueller, ti, translation, truncator",44
math,12,2010–2015,2010,2015,"entropy, maps, diffeomorphisms, dynamical, measure, mixing, shadowing, topological, anosov, ergodic, hyperbolic, interval, lyapunov, shift, attractors, co, compact, expanding, flow, ifs, invariant, map, mathbb, mathcal, measures, morse, overrightarrow, preserving, property, rotation, stable, widetilde",32
math,12,2015–2020,2015,2020,"entropy, maps, mixing, topological, hyperbolic, lyapunov, diffeomorphisms, dynamical, ergodic, measure, anosov, shadowing, expanding, expansive, exponents, homeomorphisms, ifs, interval, map, mathcal, partially, property, rotation, set, shift, underline, unstable",27
math,12,2020–2025,2020,2025,"entropy, maps, anosov, dynamical, topological, diffeomorphisms, ergodic, hyperbolic, measures, map, measure, systems, circle, erg, flows, mixing, neutralized, orbits, partially, pseudo, psh, shadowing, shifts, unstable, varphi",25
math,13,2000–2005,2000,2005,"equation, nls, nonlinearity, schrodinger, 3s, aire, airy, asymptotic, atomic, attractive, benjamin, bkdv, bose, bottom, caustic, compacte, competition, condensates, debye, decaying, devries, dinger, dispersion, dispersive, equations, est, evolution, existence, ground, hydrodynamic, inftyt, inftyx, interactions, johnson, join, kdv, korteweg, nonlinear, ono, periodic, posedness, potential, representation, representative, repulsive, schr, schwarzschild, solitary, solitons, spe, state, strichartz, sur, une, well, wellposedness",56
math,13,2005–2010,2005,2010,"dinger, equation, schr, nonlinear, global, posedness, solutions, energy, nls, schrodinger, schroedinger, soliton, caustic, critical, cubic, data, debye, defocusing, equations, gkdv, ground, initial, kdv, mass, nonlinearity, periodic, strichartz, supercritical, wave, well",30
math,13,2010–2015,2010,2015,"dinger, equation, nonlinear, schr, solutions, nls, waves, energy, initial, posedness, 2s, defocusing, dot, equations, frac, gkdv, global, gordon, kdv, om, quad, schrodinger, solitary, soliton, stability, varepsilon, wave",27
math,13,2015–2020,2015,2020,"dinger, equation, nonlinear, schr, solutions, mathbb, nls, waves, scattering, 2s, begin, benjamin, choquard, critical, dot, end, energy, frac, ground, kdv, kirchhoff, mass, nonlinearity, posedness, solitary, standing, wave, zakharov",28
math,13,2020–2025,2020,2025,"dinger, equation, schr, solutions, nonlinear, frac, mathbb, begin, ground, end, mass, nls, wave, critical, dot, kirchhoff, nonlinearity, partial, posedness, right, waves, zakharov",22
math,14,2000–2005,2000,2005,"algebraic, arithmetic, barrier, barriers, benchmark, captures, colourful, combinatorial, composite, cones, constraint, convex, copositive, decomposes, easy, edge, expressions, expressive, far, format, generalization, guaranteed, initialization, instances, invertibility, irreducible, keywords, lipschitz, mapping, matroid, optimization, packing, packlib, propagation, quadratic, reaching, relaxations, richly, rule, scaled, selective, self, simplex, solvable, strongly, sufficient, symmetric, vavasis, worst, xml",50
math,14,2005–2010,2005,2010,"sdp, programming, salesman, traveling, asymmetric, benchmark, branch, colourful, copositive, cvetkovic, easy, ell, evolutionary, facets, fax, firefly, format, groebner, hccp, inequalities, instances, integrality, interval, ivpm, karakostas, kurdyka, least, lojasiewicz, lp, matlab, moeo, multiobjective, objective, optimization, orbitopes, package, packing, packlib, paradiseo, project, qcsps, quadratic, quantified, relaxations, sdls, semidefinite, shrink, solving, sos, sparse, squares, summations, tour, wrapping, xml",55
math,14,2010–2015,2010,2015,"optimization, programming, problems, semidefinite, algorithm, gp, lp, objective, problem, sos, algorithms, convex, eo, extended, facial, firefly, formulations, hccp, idempotent, ij, infinite, integer, ka, knapsack, layout, log, nm, openness, optimizations, project, ramana, relaxation, relaxations, sdp, shrink, simplex, simulation, subregularity, tilde, tropical, turbofan, variational, wrapping",43
math,14,2015–2020,2015,2020,"optimization, programming, problems, convex, objective, programs, semidefinite, algorithm, constraints, problem, integer, relaxation, algorithms, complementarity, eo, extended, knapsack, log, lp, nm, pareto, relaxations, satp, set, subregularity, tsp",26
math,14,2020–2025,2020,2025,"objective, optimization, problem, problems, programming, bilevel, convex, constraints, programs, algorithm, integer, semidefinite, algorithms, knapsack, learning, multi, pareto, robust, set, solving, sos",21
math,15,2000–2005,2000,2005,"dinger, operators, schr, spectrum, adjoint, potentials, spectral, operator, potential, scattering, titchmarsh, absence, anfer, au, bbc, bbr, bertrand, birkhoff, curved, darboux, dirac, discrete, dx, eigenvalues, gustavson, magnetic, normalization, oscillator, periodic, perturbation, perturbations, povzner, prime, rdx, valued, wienholtz",36
math,15,2005–2010,2005,2010,"dinger, operator, operators, schr, eigenvalues, spectral, spectrum, potential, adjoint, magnetic, potentials, asymptotics, cj, dirac, discrete, fh, gap, hill, jacobi, periodic, prime, resonances, schroedinger, singular, ts, weyl",26
math,15,2010–2015,2010,2015,"dinger, operator, operators, schr, spectral, spectrum, magnetic, potentials, eigenvalues, resonances, sturm, 2m, asymptotics, dirac, eigenfunctions, jacobi, liouville, pmatrix, potential, scattering, sm, ve, weyl",23
math,15,2015–2020,2015,2020,"dinger, eigenvalues, operator, operators, schr, spectral, spectrum, potential, potentials, anderson, bf, dirac, frac12, guided, magnetic, mathbf, resolvent, resonances, sm, sturm",20
math,15,2020–2025,2020,2025,"dinger, operator, operators, schr, spectral, eigenvalues, magnetic, spectrum, potential, potentials, dirac, scattering, adjoint, bf, frac12, friedrichs, inverse, mathbb, resolvent, sturm",20
math,16,2000–2005,2000,2005,"quantum, entropy, information, neumann, von, algebra, annihilation, appell, autonomic, breiman, cal, classical, cocycle, correction, covariant, digraph, fisher, free, gauss, generators, hilbert, independence, ito, kochen, levy, locality, loewner, logic, loophole, markovian, mechanics, metaphysical, monotone, nafl, nonlocality, operational, oscillating, perturbations, poly, processes, qs, rapidly, semilogics, shifts, sqsubseteq, states, statistical, stochastic, summation, tracial, zeno",51
math,16,2005–2010,2005,2010,"quantum, cocycles, entanglement, entropy, nafl, states, stochastic, aleh, algebra, autonomic, bath, braidability, braided, clb, clh, convolution, cpt, free, generators, homodyne, information, inftyb, item, ito, lc, levy, lhv, lindblad, logic, lu, markov, mechanics, mediated, mu, multiplicativity, noncommutative, orb, phi, photon, pt, qs, qubit, qubits, rank, rh, semilogics, stabilizer, ucp, var",49
math,16,2010–2015,2010,2015,"quantum, states, entanglement, state, classical, photon, qubit, channel, clh, contextuality, cpm, entangled, fock, helstrom, lc, lu, markov, measurement, mechanics, nafl, observables, otimes, pcsft, positive, povms, ppt, propagators, protocols, pure, qq, qubits, rel, relations, selinger, semicircular, stabilizer, stochastic, systems, traced, transfer, transpose, witnesses, yanase",43
math,16,2015–2020,2015,2020,"quantum, states, channels, frac, state, approx, classical, contextuality, entanglement, maps, measurements, qubit, varepsilon, can, cdot, coherent, corr, cpm, csw, divergences, ground, hbar, ic, im, khrushchev, mechanics, optimization, otimes, pretty, protocols, rebit, rel, su, theory, variables, varphi, walks",37
math,16,2020–2025,2020,2025,"quantum, state, states, classical, entanglement, optimization, algorithms, contextuality, frac, qubit, qubo, to, transfer, walks, algorithm, approx, can, circuits, computing, ground, measurements, problems, qaoa, qubits, retrodiction, sep, solver, theory, walk",29
math,17,2000–2005,2000,2005,"avoiding, permutations, pattern, patterns, trees, bijections, foata, letters, words, books, catalan, chebyshev, coloured, combinatorial, containing, continued, emptyset, equi, exactly, fibonomial, generating, identities, increasing, involutions, leaf, length, longest, macmahon, mn, mn3, ns, octahedron, paths, permutation, prod, quicksort, ranking, return, seebold, sq, subsequence, tableau, tr, young",44
math,17,2005–2010,2005,2010,"patterns, permutations, avoiding, permutation, pattern, words, episturmian, length, paths, sigma, bijections, col, derangement, derangements, descents, dumont, fix, garsia, gessel, icol, imaj, kitaev, lcs, maj, major, matchings, moll, octahedron, partitions, patience, promotion, quasisymmetric, sorting, sq, sturmian, syt, tableaux, trees",38
math,17,2010–2015,2010,2015,"permutations, pattern, words, patterns, tableaux, avoiding, length, permutation, generating, paths, word, 2m, asc, ascent, bijection, cals, claesson, dyck, eulerian, inverted, lcs, promotion, quasisymmetric, shuffling, sieving, sturmian, syt, tableau, trapezoidal, trees, wilf, young",32
math,17,2015–2020,2015,2020,"permutations, words, pattern, permutation, tableaux, word, length, patterns, avoiding, dyck, paths, young, 2m, ascent, bijection, classes, enumeration, eulerian, iar, inverted, lyndon, perm, polynomials, riordan, sequences, simsun, tableau, twins, wilf",29
math,17,2020–2025,2020,2025,"permutations, paths, permutation, words, dyck, pattern, word, riordan, generating, length, mathbf, statistics, trees, array, avoiding, descents, iar, langle, left, motzkin, patterns, rangle, right, sequences, tableaux, twins, young",27
math,18,2000–2005,2000,2005,"continuity, bard, brownian, continuing, dalang, degenerate, differential, dis, enhanced, equations, fractional, fsde, hoelder, lder, lyons, modulus, motion, mueller, pathwise, precise, rigourous, rough, sdes, spde, stationary, stochastic, support, uniqueness, volterra",29
math,18,2005–2010,2005,2010,"differential, stochastic, driven, equations, uniqueness, backward, equation, rough, sde, sdes, bard, bmo, brownian, bsde, cr, db, degenerate, derivative, diffusions, dt, dw, floor, fractional, fsde, hurst, int, lder, pathwise, rdes, reflected, solution, solutions, spdes, volterra, vy",35
math,18,2010–2015,2010,2015,"differential, driven, equations, stochastic, uniqueness, backward, brownian, noise, solution, bsdes, drift, reflected, rough, sdes, solutions, degenerate, equation, fractional, heat, motion, partial, sde, spdes",23
math,18,2015–2020,2015,2020,"differential, equations, stochastic, driven, drift, equation, noise, solution, rough, solutions, brownian, sdes, uniqueness, backward, coefficients, degenerate, heat, lder, partial, spdes, varepsilon, vy",22
math,18,2020–2025,2020,2025,"differential, driven, equations, noise, stochastic, sdes, drift, backward, brownian, equation, mathbf, partial, solution, varepsilon, coefficients, fractional, maruyama, rough, spdes, uniqueness, widehat",21
math,19,2000–2005,2000,2005,,0
math,19,2005–2010,2005,2010,"element, mixed, formulation, posteriori, afem, anisotropic, aposteriori, approximations, aspect, broken, bubble, discontinuous, dmp, eigenvalue, elasticity, elements, enriched, error, extrapolation, finite, fully, functionals, hexahedral, lbb, mesh, meshes, moment, multigrid, nonhydrostatic, obtuse, orthogonality, potentiality, preconditioner, quadrilateral, quality, raviart, stabilized, subgrid, unstructured, vanishing, weighted, winslow",42
math,19,2010–2015,2010,2015,"element, mesh, error, finite, methods, galerkin, meshes, numerical, adaptive, anisotropic, convection, elements, method, order, problems, afem, aposteriori, dg, discontinuous, dmp, estimates, freefem, multigrid, multiscale, nonconforming, obtuse, oversampling, posteriori, subdomains",29
math,19,2015–2020,2015,2020,"element, finite, galerkin, meshes, method, error, mesh, discontinuous, numerical, methods, problems, adaptive, conforming, elements, isogeometric, order, posteriori, stokes",18
math,19,2020–2025,2020,2025,"element, error, meshes, method, numerical, finite, galerkin, mesh, discontinuous, order, methods, virtual, conforming, curl, elements, posteriori",16
math,20,2000–2005,2000,2005,"surfaces, curvature, minimal, mean, cmc, immersed, willmore, 3r, annular, axis, bernstein, catenoid, conformal, cousins, embedded, end, ends, enneper, esf, extremal, flat, functional, genus, helicoid, hmc, hodographic, horosphere, konopelchenko, lagrangian, lines, moebius, projective, quaternionic, quaternions, romon, rth, singularities, space, sphere, submanifold, submanifolds, surface, trinoids, umbilic",44
math,20,2005–2010,2005,2010,"curvature, surfaces, hypersurfaces, mean, minimal, willmore, constant, gauss, 2k, aleksandrov, anti, area, axis, biharmonic, cmc, curves, de, esf, euclidean, flat, harmonic, hmc, hyperbolic, hypersurface, isothermic, legendrian, maps, moebius, partner, rth, singularities, sitter, space, spacelike, submanifolds, surface, timelike",37
math,20,2010–2015,2010,2015,"curvature, surfaces, minimal, curve, curves, hypersurfaces, submanifolds, biharmonic, immersed, mathbb, mean, spacelike, surface, willmore, axial, bertrand, curvatures, eikonal, euclidean, extrinsic, flat, harmonic, helix, immersions, mannheim, maps, partner, slant, space, timelike, treadmillsled, wintgen",32
